,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
714,"In what position is the hammer on the Soviet flag?
",Tilted to the right,Upright,Upside down,Tilted to the left,Tilted to the left
715,"What currency is used in Guatemala?
",Quetzal,Bolivar Fuerte,Guatemalan Dollar,Peso,Quetzal
716,"Phileas Fogg is the main fictional character in what famous novel?
",The Sound and the Fury,Ulysses,Around the World in Eighty Days,War and Peace,Around the World in Eighty Days
717,"Black caviar is made of sturgeon roe.  The eggs of what sturgeon are most highly valued?
",sterlet,kaluga,short-nosed sturgeon,beluga,beluga
718,"Descended from Viking raiders, he was the first Norman King of England, reigning from 1066 until his death in 1087.
",William I,Henry I,Richard I,Robert I of Normandy,William I
719,"He was the last Anglo-Saxon King of England. He reigned until his death at the Battle of Hastings.
",William I,Harold II,Edward the Confessor,Richard the Lionheart,Harold II
720,"What do Harold II, Richard I and Richard III have in common?
",They failed to produce heirs to the throne.,They were all illegitimately born.,They all died in warfare.,They were Anglo-Saxon kings.,They all died in warfare.
721,"Even before his accession to the throne, this King of England was known as C艙ur de Lion or The Lionheart because of his reputation as a great military leader and warrior.
",Richard III,Richard I,Richard II,Henry I,Richard I
722,"This King of England, who is generally accused of having Edward V and his brother killed, is the subject of an eponymous play by William Shakespeare.
",Edward IV,Henry I,Richard III,William I,Richard III
723,"He had been King of Scotland for 36 years when he became King of England and Ireland, succeeding Elizabeth I.
",James I,William I,Henry I,Henry V,James I
724,"What was the nickname of Edward, the last king of the House of Essex, who ruled from 1042 to 1066?
",The Great,The Lionheart,The Confessor,The Conquerer,The Confessor
725,"What King of England was known as Longshaks and the Hammer of the Scots?
",Henry I,Edward I,Charles I,Richard I,Edward I
726,"This King of England, who ruled from 1100 to 1135, was called Beauclerc for his scholarly interests. His stern rule was followed by a period of civil war, known as the Anarchy.
",William I,Henry I,Edward the Confessor,Harold II,Henry I
727,"Which of the following was not a king of England?
",Robert the Bruce,Edward VIII,George VI,William IV,Robert the Bruce
728,"This character is a bad-tempered monarch whose most famous line is Off with their heads!.
",The Wicked Witch of the West,The Queen of Hearts,The Red Queen,Duchess,The Queen of Hearts
729,"This Disney icon is clad in a short lime-green dress and green slippers with white puffs.
",Tiana,Silvermist,Queen Clarion,Tinker Bell,Tinker Bell
730,"This free-spirited character with exotic good looks was based on a historical figure. Her name means Little Mischief.
",Tiana,Megara,Mulan,Pocahontas,Pocahontas
731,"Princess Aurora, the title character of Disneys animated film Sleeping Beauty, was modelled after this actress.
",Katherene Hepburn,Audrey Hepburn,Ingrid Bergman,Margaret Champion,Audrey Hepburn
732,"Which Disney Princess sings the song A Dream Is a Wish Your Heart Makes to encourage her animal friends to never stop dreaming?
",Cinderella,Belle,Snow White,Aurora,Cinderella
733,"Which Disney Princess is not married at the end of the original movie?
",Snow White,Jasmine,Cinderella,Belle,Jasmine
734,"Which Disney character, voiced by Jodi Benson, falls in love with a man named Eric?
",Mulan,Rapunzel,Megara,Ariel,Ariel
735,"In what city does Tiana, the first African American Disney Princess, live at the beginning of the movie The Princess and the Frog?
",New Orleans,New York City,San Francisco,Boston,New Orleans
736,"What Disney heroine is looked after by her overprotective mother Gothel?
",Rapunzel,Wendy,Aurora,Tiana,Rapunzel
737,"In what Disney movie do Anastasia and Drizella appear?
",Lady and the Tramp,Beauty and the Beast,Cinderella,Sleeping Beauty,Cinderella
738,"Its often said that on men, this is bigger. But theirs make up 2 percent of their total body weight, while womens make up 2-and-half percent.
",brain,tongue,feet,muscle,brain
739,"What was the first US made car for which a rebate was offered?
",Buick,Ford Model T,Debaron,AMC,Ford Model T
740,"孝his product mascot has been around since 1958 and its name is Cornelius. Name the product.
",Honey Nut Cheerios,Apple Jacks,Kelloggs Corn Flakes,Kelloggs Smack,Kelloggs Corn Flakes
741,"When this product first appeared in the 1938 Sears Roebuck catalog, it was called a gob shirt.
",Sweater,Under shirt,Tee Shirt,Long sleeve shirt,Tee Shirt
742,"In 2002, this animal was added to the lineup of Barnums Animal Crackers after it beat the cobra, the penguin, and the walrus in a nationwide vote.
",Teddy Bear,Panda Bear,Koala Bear,Grizzly Bear,Koala Bear
743,"For every 100 pounds of your body weight, about 8 pounds is made up of this.
",Blood,Heart,Liver,Kidney,Blood
744,"What is the very last word in the New Testament?
",End,Lord,Amen,Hallelujah,Amen
745,"What illness is caused by the varicella zoster virus?
",rubella,chickenpox,morbilli,None of these,chickenpox
746,"Dolmabah莽e Palace is located in the Asian part of Istanbul.
",False,True,,,False
747,"Dolmabah莽e palace served as the main administrative center of the Ottoman Empire until 1856.
",True,False,,,False
748,"Who ordered the construction of Dolmabah莽e Palace?
",Garabet Balyan,Nigo臒ayos Balyan,Hac谋 Said A臒a,Abd眉lmecid I,Abd眉lmecid I
749,"Dolmabah莽e means royal garden.
",True,False,,,False
750,"Dolmabah莽e Palace has elements from what architectural style?
",All of these,Rococo style,Baroque style,Neoclassical style,All of these
751,"Mustafa Kemal Atat眉rk, the founder and first President of the Republic of Turkey, lived in Dolmabah莽e Palace.
",False,True,,,True
752,"What is the shape of the famous Crystal Staircase in Dolmabah莽e Palace?
",anchor,triangle,horseshoe,heart,horseshoe
753,"The enormous Bohemian crystal chandelier, which is in the center hall of Dolmabah莽e Palace, was a gift from Queen Elizabeth I of England.
",False,True,,,False
754,"Dolmabah莽e Palace was home to six Sultans.
",False,True,,,True
755,"Dolmabah莽e Palace contains over 250 rooms.
",False,True,,,True
756,"What year was singer Chris Brown born?
",1989,1985,1991,1981,1989
757,"What is Chris Browns middle name?
",Travis,Maurice,Denis,Malcolm,Maurice
758,"Chris Browns mother recognized his vocal talent while he was mimicking a Bobby Brown performance.
",False,True,,,False
759,"Which of these singers has Chris Brown cited as an inspiration?
",John Lennon,None of these,Michael Jackson,Elvis Presley,Michael Jackson
760,"Which of these producers has Chris Brown worked with?
",Scott Storch,Cool  Dre,Jazze Pha,All of these,All of these
761,"Has Chris Brown win the Grammy Award for Best RB Album?
",Yes,No,,,Yes
762,"What Christmas decoration was giving the Cunningham family a pain in the neck in an episode of the first season of Happy Days?
",A snowman,Santa Claus,An insane reindeer,Christmas tree lights,Santa Claus
763,"Did Fonzie ever marry a stripper on the TV show Happy Days?
",Yes,No,,,No
764,"On the TV show Happy Days, Fonzie safes the gang from a robber using which of the following?
",a motorcycle and helmet,a can opener and a pizza,a fork and a knife,his thumb and fist,a can opener and a pizza
765,"In the TV series Happy Days, Richie kissed Fonzies girlfriend.
",True,False,,,True
766,"Who was Joanies first love interest on the TV sitcom Happy Days?
",Ralph,Spike,Chachi,Potsie,Potsie
767,"Michael Landon made a cameo appearance on Happy Days, in an episode which took place in Hollywood.
",False,True,,,False
768,"What was Mrs Cs mothers name on the sitcom Happy Days?
",Mother Carol,Mother Fran,Mother Kelp,Mother Fish,Mother Kelp
769,"In the movie Donovans Reef, John Waynes character gave a house to his old shipmate as a wedding present.
",True,False,,,False
770,"Who played Long Hair in the John Wayne movie The Cowboys?
",Roscoe Lee Browne,Bruce Dern,John Wayne,Robert Carradine,Bruce Dern
771,"In what movie does John Wayne co-star with Stuart Whitman, Lee Marvin, and his son Patrick Wayne?
",Rio Bravo,The Comancheros,Rio Lobo,The Man Who Shot Liberty Valance,The Comancheros
772,"John Wayne played Quirt Evans in The Comancheros.
",True,False,,,False
773,"In Angel and the Badman, the family that helped John Wayne when he was wounded belonged to what religion?
",Jewish,Catholic,Protestant,Quaker,Quaker
774,"How many boys did John Waynes character hire in the movie The Cowboys?
",13,11,15,9,11
775,"What is a juvenile dog called?
",calf,puppy,cub,kitten,puppy
776,"What is a young goose called?
",gosling,chick,joey,piglet,gosling
777,"Baby ducks are called chicks.
",True,False,,,False
778,"What is a wolf baby called?
",cub,billy,pup,nanny,pup
779,"A baby goat is called a kid.
",True,False,,,True
780,"A baby seal is called a foal.
",True,False,,,False
781,"A baby kangaroo is called a joey.
",False,True,,,True
782,"The Fangtooth, also known as Quisimodo of the Depths, is found in the tropical waters of the Pacific and Atlantic Ocean.
",True,False,,,True
783,"The giant freshwater stingray can weight more than half a ton.
",True,False,,,True
784,"The stonefish is poisonous.
",False,True,,,True
785,"Which statement is true about the snakeheads?
",They are considered valuable food fish.,They are predatory fish.,All of these,They have a long dorsal fin.,All of these
786,"The giant freshwater catfish, which inhabits the Mekong River in Southeast Asia, is a huge toothless predatory fish.
",True,False,,,False
787,"The piraiba catfish is the largest catfish in this river.
",the Amazon,the Danube,None of these,the Nile,the Amazon
788,"The Alligator Gar is the largest exclusively freshwater fish found in North America.
",True,False,,,True
789,"What author wrote about the candiru in his 1959 novel Naked Lunch?
",Ray Bradburry,William S. Burroughs,Kurt Vonnegut,Henry Miller,William S. Burroughs
790,"Female anglerfish have a fleshy growth on their heads which acts as a lure.
",True,False,,,True
791,"This fish, which was introduced to Lake Victoria in East Africa in the 1950s, caused the extinction or near-extinction of several hundred native species.
",Nile perch,None of these,Mekong catfish,Candiru,Nile perch
792,"What flowers are growing in the field where Dorothy falls asleep in The Wizard of Oz?
",poppies,roses,sunflowers,orchids,poppies
793,"What famous actress portrays the young flower seller Eliza Doolittle in the 1964 Academy Award-winning movie My Fair Lady?
",Bette Midler,Ava Gardner,Audrey Hepburn,Katherine Hepburn,Audrey Hepburn
794,"In the movie Broken Flowers, Bill Murrays character stops at a florist to buy flowers for one of his many ex-girlfriends. What else does the florist do for him?
",gives him a book,invites him to dinner,bandages his cut,offers to drive him home,bandages his cut
795,"In what country is Carr茅 Otiss character, Emily, when she awakens in her room and finds a bouquet of wild orchids?
",Argentina,Brazil,Equador,USA,Brazil
796,"In which of these movies are rose petals a recurring motif?
",Pretty Woman,American Beauty,To Catch a Thief,Atonement,American Beauty
797,"鈥淲here do you want me to put the third rose?鈥 is a memorable quote from 2007 fantasy drama film Youth Without Youth. Name its director.
",George Clooney,Sam Mendes,Martin Scorsese,Francis Ford Coppola,Francis Ford Coppola
798,"In the movie Steel Magnolias, this actress plays a character who suffers from diabetes.
",Dolly Parton,Daryl Hannah,Julia Roberts,Shirley MacLaine,Julia Roberts
799,"What 1946 film noir, written by Raymond Chandler, tells the story of a returning war veteran and his faithless wife?
",The Blue Dahlia,Lilies of the Field,Steel Magnolia,Youth Without Youth,The Blue Dahlia
800,"Who won the 1963 Academy Award for Best Actor for his performance in the movie Lilies of the Field?
",Gregory Peck,Sidney Poitier,Cary Grant,Henry Fonda,Sidney Poitier
801,"In a scene from this 2007 movie, Keira Knightleys character is carrying freshly picked flowers and is wearing a floral-print blouse.
",Love Actually,King Arthur,Atonement,A Dangerous Method,Atonement
802,"What is Jean Dujardins only audible line in the 2011 silent movie The Artist?
",Cut! Perfect.,Whos That Girl?,Why not?,With pleasure.,With pleasure.
803,"Which of these Academy Awards did the French movie The Artist NOT receive?
",Best Director,Best Original Score,Best Picture,Best Actress,Best Actress
804,"The 2011 British biopic The Iron Lady brought Meryl Streep her second Best Actress Academy Award. For what movie did she receive her first Best Actress Academy Award?
",The Devil Wears Prada,The Bridges of Madison County,The Deer Hunter,Sophies Choice,Sophies Choice
805,"Which of these 2011 movie with multiple Academy Award nominations is NOT correctly matched with its director?
",War Horse - Steven Spielberg,Moneyball - Bennett Miller,Hugo - David Fincher,The Descendants - Alexander Payne,Hugo - David Fincher
806,"In what capital city does 12-year-old Hugo Cabret live in the Academy Award-winning movie Hugo?
","Washington, D.C.",Paris,London,Rome,Paris
807,"In Woody Allens movie Midnight in Paris, Owen Wilsons character is transported to the 1920s, an era he idolizes. Which of the following famous authors does he not encounter?
",F. Scott Fitzgerald,Ernest Hemingway,John Steinbeck,Gertrude Stein,Ernest Hemingway
808,"The movie The Descendants closes with George Clooneys character and his two daughters curled up on the living room couch, eating ice cream, and watching this documentary.
",9/11,Birth of the Earth,Strangers No More,March of the Penguins,March of the Penguins
809,"What kind of animal is Rango, the protagonist of the self-titled Oscar-winning movie of the same name?
",turtle,spider,snake,chameleon,chameleon
810,"What actor, who was awarded an Oscar for his performance in the movie Beginners, became the oldest actor ever to win an Academy Award?
",Nick Nolte,Clint Eastwood,Max von Sydow,Christopher Plummer,Christopher Plummer
811,"What actress won the Academy Award for Best Supporting Actress for her role as the outspoken maid in the 2011 film The Help?
",Emma Stone,Octavia Spencer,Jessica Chastain,Viola Davis,Octavia Spencer
812,"The Red Vineyard was the only painting which this famous red-haired artist sold during his lifetime.
",Amedeo Modigliani,Pierre-Auguste Renoir,Vincent van Gogh,Claude Monet,Vincent van Gogh
813,"This Baroque composer, nicknamed The Red Priest, is best known for a series of violin concertos titled The Four Seasons.
",Giacomo Puccini,Vincenzo Bellini,Antonio Vivaldi,Giuseppe Verdi,Antonio Vivaldi
814,"This influential Irish author is honored on Bloomsday, the day on which his novel Ulysses is set.
",James Joyce,Jonathan Swift,Oscar Wilde,Bram Stoker,James Joyce
815,"This prolific American poet from Massachusetts lived in seclusion and finally later in life refused to even leave her home.
",Sylvia Plath,Emily Dickinson,Louisa May Alcott,Amy Lowell,Emily Dickinson
816,"In his novel A Connecticut Yankee in King Arthurs Court, this famous red haired author wrote, When red headed people are above a certain social grade, their hair is auburn.
",Mark Twain,Theodor Dreiser,Washington Irving,William Faulkner,Mark Twain
817,"What redhead actress, known for her headstrong independence, received four Academy Awards for Best Actress?
",Debbie Reynolds,Katharine Hepburn,Bette Midler,Geena Davis,Katharine Hepburn
818,"This redhead playwright became the first person in history to be awarded both a Nobel Prize and an Oscar, for his contributions to literature and for his work on the film Pygmalion.
",Samuel Beckett,Harold Pinter,George Bernard Shaw,Eugene ONeill,George Bernard Shaw
819,"Name the redhead author of It Can Happen Here, who became the first American to win the Nobel Prize for Literature.
",Ernest Hemingway,Sinclair Lewis,William Faulkner,Willa Carter,Sinclair Lewis
820,"According to his self-portrait this leading painter of the Venetian School was a redhead. He painted so many women with red hair that his name became associated with a shade of red.
",Velasques,Titian,Donatello,Raphael,Titian
821,"What country singer/songwriter recorded an album titled Red Headed Stranger?
",Kris Kristofferson,Garth Brooks,Kenny Rogers,Willie Nelson,Willie Nelson
822,"What is the meaning of the Greek word th茅atron from which the word theatre is derived?
",a place for acting,a spectacle,a place for viewing,a stage,a place for viewing
823,"Theatre was thriving in ancient Rome.
",False,True,,,True
824,"What Roman philosopher and dramatist was tutor and later advisor to emperor Nero?
",Seneca,Plautus,Statius,Terence,Seneca
825,"Samuel Beckett and Harold Pinter are typically associated with what style of theatre?
",Theatre of the Absurd,Burlesque,Melodrama,Musical Theatre,Theatre of the Absurd
826,"A farce is a comedy aimed at entertaining the audience by means of extravagant and improbable situations.
",True,False,,,True
827,"Christopher Marlowe was a representative of English Renaissance theatre.
",True,False,,,True
828,"Noh is a form of Chinese theatre.
",True,False,,,False
829,"Theatres in England were closed in 1642.
",True,False,,,True
830,"Marionettes appeared in Europe during the Middle Ages.
",False,True,,,False
831,"Henrik Ibsen was a major Norwegian playwright and poet.
",False,True,,,True
832,"In what year did the Hudson Motor Company start producing cars?
",1912,1910,1908,1909,1909
833,"What was the original plan of the Hudson Motor Car Company founders?
",To sell more cars than Henry Ford,"To produce an automobile which would sell for less than $1,000",To build airplanes,To produce race cars,"To produce an automobile which would sell for less than $1,000"
834,"Who put up the money to start the Hudson Motor Car Company?
",Henry Ford,Ransom E. Olds,Roy D. Chapin Sr.,Joseph L. Hudson,Joseph L. Hudson
835,"The Hudson Motor Car Company was the first company in the auto industry to use which of the following?
",dual brakes systems,all of these,the first balanced crankshaft,dashboard oil-pressure and generator warning lights,all of these
836,"As opposed to the more up-scale Hudson line, Hudson introduced the Essex brand line of automobiles in what year?
",1919,1927,1913,1932,1919
837,"In 1939, the Hudson Motor Company hired Betty Thatcher Oros as the first female American automotive designer.
",True,False,,,True
838,"What innovation did the Hudson Motor Car Company introduce in 1948 that almost all manufacturers would adopt in their vehicles?
",Seat belts,Step down body,Suicide doors,Air bags,Step down body
839,"The Hudson Hornet dominated the NASCAR circuit for 5 straight years in the 1950s.
",True,False,,,False
840,"Where were Hudsons manufactured?
",Kenosha Only,Detroit Only,Detroit/Kenosha,Chicago Only,Detroit/Kenosha
841,"On January 14, 1954, Hudson merged with what other car manufacturer?
",Oldsmobile,Chrysler,Nash,Packard,Nash
842,"After the Hudson Motor Car Company merged with another company, the new company was known as which of the following?
",CBS,AMC,GMC,HNAC,AMC
843,"The last Hudson dealership was in New York, NY.
",True,False,,,False
844,"This designer, known for his provocative fashion shows, committed suicide in 2010. The Metropolitan Museum of Art in New York City hosted a posthumous exhibition, titled Savage Beauty, which featured the most iconic designs of his prolific career.
",Alexander McQueen,Marc Jacobs,Oscar de la Renta,Isabella Blow.,Alexander McQueen
845,"On 25 February 2011, Dior suspended this designer following his arrest over an alleged anti-Semitic tirade.
",John Galliano,Tommy Hilfiger,Marc Jacobs,Tom Ford,John Galliano
846,"What eccentric fashion designer attacked former British Prime Minister Tony Blair stating, He just goes on causing damage. If he had never been born, thousands of people would still be alive. I think he is a monster.?
",Vivienne Westwood,John Galliano,Marc Jacobs,Stella McCartney,Vivienne Westwood
847,"Most of this designers collections make references to the fashion of past decades of the 20th century. Oscar de la Renta has accused him of being a mere copyist.
",Marc Jacobs,Paul Smith,Ralph Lauren,Calvin Klein,Marc Jacobs
848,"He is a fashion designer and film director. His name has been synonymous with controversy since his days at Gucci, but with the release of the provocative images for his Men fragrance, he pushed sexual boundaries like never before.
",Tom Ford,Calvin Klein,Emilio Pucci,Nicola Trussardi,Tom Ford
849,"In 1999, this fashion designer was the subject of controversy due to ads featuring young children who were only wearing his brands underwear.
",Alexander McQueen,Tom Ford,Calvin Klein,Paul Smith,Calvin Klein
850,"This prominent fashion designer introduced man-skirts and designed sculptured costumes for Madonna.
",Louis Vuitton,Christian Lacroix,John Galliano,Jean Paul Gaultier,Jean Paul Gaultier
851,"In 1993, he employed strippers and adult film star Moana Pozzi to model his black-and-white collection for Fendi during the Milan Fashion Week. This caused US Vogue editor-in-chief Anna Wintour to walk out of his show.
",Jean Paul Gaultier,Karl Legerfeld,Ives Saint Laurent,John Galliano,Karl Legerfeld
852,"This influential couturier introduced the tuxedo suit for women and was the first designer to use ethnic models in his runway shows.
",Christian Lacroix,Yves Saint Laurent,Christan Dior,Coco Chanel,Yves Saint Laurent
853,"Which statement regarding famous fashion designer Coco Chanel is NOT true?
",She associated suntan with hard outdoor labor.,He real name was Gabrielle Bonheur Chanel.,She was a Nazi spy.,The Chanel suit was made of jersey.,She associated suntan with hard outdoor labor.
854,"What is the worlds smallest winged insect?
",Psocids,Stylopids,Tanzanian parasitic wasp,termite,Tanzanian parasitic wasp
855,"There is no muscle in the human body that is attached at one end only.
",False,True,,,False
856,"The shrimps heart is in its stomach.
",False,True,,,False
857,"Almonds and what other fruits belong to the Rosacae (rose) family?
",all of these,apples,apricots,peaches,all of these
858,"A person cannot taste food unless it is mixed with saliva.
",True,False,,,True
859,"Donald Duck appears in an Academy Award-winning film.
",False,True,,,True
860,"Which food requires more energy to be digested than it provides?
",celery,all of these,cabbage,lettuce,all of these
861,"The first written version of the Don Juan legend was penned by Moli猫re.
",False,True,,,False
862,"What did Walter Diemer invent?
",bubblegum,the rubber band,headphones,the ball pens,the rubber band
863,"Sara Lee Creech moved to Belle Glades, Florida in the 1940s.  She and others in town formed a local organization for improvement in racial relations in a very segregated world. What was her occupation in Belle Glades?
",She was the mayor of the town.,She owned a florist shop.,She ran a small luncheonette.,She was a maid.,She owned a florist shop.
864,"Ms. Sara Lee Creech met Edna Fuller, who had organized Floridas first Inter-racial Council in Orlando. After hearing Ms. Fullers speech in Orlando, the Belle Glades local organization decided to form Floridas second Inter-national Council. Which of these were not part of their missions?
",To persuade Palm Beach County School Board to build an elementary school for the black community,To fight for integration of schools,To start a day care center for farm workers children.,To gain trust with the black and white community for the Council by having 15 white members and 15 black members in the council with equal votes,To fight for integration of schools
865,"Eight months after the first meeting of the Inter-racial Council, Ms. Sara Lee Creech had an epiphany. She was walking out of the Post Office and saw two little African-American girls playing with dolls in the backseat of a car. What disturbed her about that situation?
",The children were left alone in the car.,The children were dressed in rags.,The car was purple.,The children were playing with white dolls.,The children were playing with white dolls.
866,"At the second meeting of the Inter-racial Council, Ms. Sara Lee Creech asked some of the black parents why they would want their children to play with white dolls. What was the parents answer?
",The only black baby dolls were white dolls that had defects and were taken off the production line and painted black.,There were no acceptable black dolls available.,The only black dolls in the stores were racial parodies of slave women and children.,All of these,All of these
867,"Ms. Sara Lee Creech got in touch with the sculptress, Sheila Burlingame, who had sculpted the figurine Negro Boy Praying for the St. Louis Headquaters of the Urban League. Ms. Burlingame was very enthusiastic about creating a black doll and was ready to start. What did she ask for to help her sculpt the dolls so they would be anthropologically accurate?
",hair samples and facial photos of the children,5 boys and 5 girls to model for her,photos of black children and the head measurements of different aged children,money to come to Belle Glades to work with the children there,photos of black children and the head measurements of different aged children
868,"Ms. Sara Creech began studying the history of black dolls and the message that was sent to the children by these types of dolls. What information did she gather to justify issuing a patent for the Sara Lee doll?
",Research from sociologist Kenneth Clark whose findings helped lead to the landmark decision to integrate schools,Results from tests conducted with dolls and children. Black children said that black dolls were dirty and white dolls were pretty and black dolls were bad and white dolls were good.,Research which showed that racial prejudices were transmitted through toys and games,All of these,All of these
869,"Ms. Sara Lee Creech was seeking support for the creation of the Sara Lee doll and was invited to a reception where she met Zora Neale Hurston, the author of Their Eyes Were Watching God. Who was this reception being held for?
","The sculptress, Sheila Burlingame",Sara Lee Creech,Eleanor Roosevelt,The Inter-racial Council of New York,Eleanor Roosevelt
870,"A friendship bloomed between Ms. Sara Creech and author Nora Hurston. Ms. Hurston came to Belle Glades to help with the creation of the Sara Lee doll. She was invited to stay at Ms. Creechs house but declined. Why?
",She was afraid of the part of town Ms. Creech lived in.,Ms. Creech was white and Ms. Hurston was black. Ms. Hurston didnt want her friend to face repercussions for letting a black woman stay at her house and treating her as an equal.,,Ms. Creechs house was in bad condition.,Ms. Creech was white and Ms. Hurston was black. Ms. Hurston didnt want her friend to face repercussions for letting a black woman stay at her house and treating her as an equal.
871,"Ms. Sara Lee Creech had difficulty in finding a manufacturer for her doll, so she asked author-anthropologist Zora Neale Hurston for her help. Ms. Hurston contacted some very influential friends to solicit letters of support. Which person on the list was not contacted?
",The President of Atlanta University,The President of Morehouse College,Martin Luther King III,The Director of the Department of United Nations,Martin Luther King III
872,"What store contacted Mrs. Sara Lee Creech in 1950 and invited her to a meeting?
",Montgomery Ward,Sears  Roebucks,FAO Schwarz,Macys,Sears  Roebucks
873,"The Sears manager contacted Ideal Toy Company in relation to Sara Lee Creechs idea of creating a black doll. Although the president of Ideal, Mr Clark was ready to start the production, the board wasnt sure but agreed to a meeting with Ms. Creech. What happened before their meeting?
",Newsweek and Life ran lead stories about the doll and all the support people had for it.,First Lady Eleanor Roosevelt invited major black and white leaders to consult about the appropriate skin color of the doll.,Neither of these,Both of these,Both of these
874,"Ideal Toy Company started manufacturing the Sara Lee doll to get it on store shelves in time for what season?
",Easter 1952,Fourth of July 1952,Thanksgiving 1952,Christmas 1952,Christmas 1952
875,"The 17-18 doll, Sara Lee, was dressed in a yellow lacy dress with a bonnet on her head. She had molded and painted hair and looked just like a beautiful African-American infant.
",False,True,,,True
876,"Ms Sara Lee Creech received a crate of Sara Lee dolls before they went to the stores. What did she do with them?
",She gave them to her family.,"She took them to Lake Shore Elementary School, the school she had lobbied for with the Inter-racial Council.",She gave them to the people who supported her while she was getting these dolls made and marketed.,She donated them to the day care center the Inter-racial Council had started.,"She took them to Lake Shore Elementary School, the school she had lobbied for with the Inter-racial Council."
877,"When the doll, Sara Lee, was put in the stores, what school board system ordered several hundred and made her the official doll of the state school board?
",New York,Tennessee,Florida,Georgia,New York
878,"What did Ms. Sara Lee Creech do when the Sara Lee doll failed?
",All of these,She had to go back to Belle Glades and go on with her life there.,"She went back to her florist shop and continued the many friendships she had made with the supporters of the baby doll, Sara Lee.",She became deeply involved with the Inter-racial Council and began new projects and worked with the projects already in operation.,All of these
879,"The first dolls that could walk, talk, and open and close their eyes were made in this decade.
",1900-1909,1910-1919,1930-1939,1870-1879,1900-1909
880,"These dolls first appeared in 1909 and were most popular in the 1940s. They were given out at county fairs as prizes and very collectible today.
",Kewpie Doll,Shirley Temple Doll,Madame Alexander,Betty Boop,Kewpie Doll
881,"Betty the Beautiful Bride, Sweet Rosemary, and Debbie Darlin were in a collection of dolls in the 1940s and were priced so they were more affordable than other dolls. What was this collection called?
",Cheap Dolls,Grocery Store Dolls,Dimestore Dolls,General Store Dolls,Grocery Store Dolls
882,"The first battery operated doll was made of tin in the 1950s and could do something that real babies can do. What could the doll do?
",walk,cry,talk,crawl,crawl
883,"This 11 to 20 tall rubber doll came out in the early 1950s. What was its name and what could it do after it drank its bottle and you squeezed its tummy?
",Baby Alive - soiled her diaper,Tiny Tears - cried little wet tears,Baby Drink A Lot - burped,Betsy Wetsy - wet her pants,Tiny Tears - cried little wet tears
884,"This 12 doll, introduced by Ideal Toy Co. in 1956, was the first of the 50s glamour dolls. She was double marketed by Ideal and a trusted cosmetic company.
",Little Lady Avon,Elizabeth Betsy Arden,Miss Revlon,Miss Mabelline,Miss Revlon
885,"The secret of the cacao tree was discovered about 4000 years ago in the tropical forests of America.
",False,True,,,False
886,"Who were the first people known to have made chocolate?
",Ancient cultures of Africa,Ancient cultures of Mexico and Central America,Ancient cultures of the Middle East,Ancient cultures of India,Ancient cultures of Mexico and Central America
887,"What nationality were the people who first introduced chocolate to Europe?
",German,French,Spanish,English,Spanish
888,"The main ingredients of chocolate are cocoa solids and cocoa butter.
",False,True,,,True
889,"White chocolate is made from cocoa butter without cocoa solids.
",False,True,,,True
890,"Which statement is true about the process of creating chocolate?
",Cocoa beans are left in heaps for several days to ferment.,Cocoa beans are cut from the tree with a machete.,All of these,Cocoa beans are spread in the open for 5-7 days to dry.,All of these
891,"The tryptophan contained in chocolate contributes to the production of endorphins.
",True,False,,,True
892,"Which of these can be found in chocolate?
",All of these,Phosphorus,Magnesium,Calcium,All of these
893,"Which of these statements is true about chocolate?
",Chocolate is a powerful aphrodisiac.,Chocolate helps toxemia during pregnancy.,Chocolate cures cough.,All of these,All of these
894,"The natives of Central America produced chocolate beer.
",True,False,,,True
895,"What is the name of Harry Potters brilliant female best friend?
",Hermione Granger,Ginny Weasley,Luna Lovegood,None of These,Hermione Granger
896,"What is the name of Harry Potters red-headed, best male friend?
",Ron Weasley,Draco Malfoy,None of These,Blaise Zabini,Ron Weasley
897,"What is the name of Harry Potters mean cousin?
",Dean Thomas,Dudley Dursley,None of These,Vernon Dursley,Dudley Dursley
898,"It is mentioned several times throughout the series that Harry Potter looks like his ___, but has his ___s eyes. Fill in the blanks.
","Uncle, aunt",None of These,"Dad, mom","Mom, dad","Dad, mom"
899,"What are the names of Harry Potters school enemies?
","Draco Malfoy, Vincent Crabbe, and Gregory Goyle",None of these,"Draco Malfoy, Gregory Goyle, and Cedric Diggory","Dudley Dursley, Seamus Finigan, and Vincent Crabbe","Draco Malfoy, Vincent Crabbe, and Gregory Goyle"
900,"What spell is used to conjure a patronous in the Harry Potter series?
",Lumos,Stupify,Expecto Patronum,None of these,Expecto Patronum
901,"Which of these is one of the three unforgivable curses in the Harry Potter series?
",Crucio,Imperio,Avada Kedavra,All of these,All of these
902,"Voldemorts real name is Tom Marvolo Riddle.
",True,False,,,True
903,"What is the name of Hogwarts half-giant groundskeeper?
",Argus Filch,Albus Dumbledore,Rubeus Hagrid,None of these,Rubeus Hagrid
904,"Has Harry Potter ever kissed Cho Chang?
",Yes,No,,,Yes
905,"How many children do Arthur and Molly Weasley have?
",5,7,4,6,7
906,"Which of the following is NOT a horcrux?
",All of them are.,Rowena Ravenclaws diadem,Godric Gryffindors sword,Helga Hufflepuffs cup,Godric Gryffindors sword
