,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
563,"Which sitcom aired on ABC from 1952 to 1966 after a ten-year run on radio?
",Friends,The Simpsons,Frasier,Ozzie and Harriet,Ozzie and Harriet
564,"Which of the following comedies has been on TV the most number of years?
",The Simpsons,Seinfeld,Ozzie and Harriet,M*A*S*H,The Simpsons
565,"This is considered the first  American sitcom with a gay character.
",The Nancy Walker Show,Soap,Barney Miller,The Corner Bar,The Corner Bar
566,"In what year was the word bastard first used on TV?
",1964,1974,1960,1984,1974
567,"Which show was the first to have an episode which dealt with abortion?
",Room 222,All in the Family,Good Times,Maude,Maude
568,"In which country was the term television coined?
",Canada,The USA,The United Kingdom,France,France
569,"What year marked the first broadcast of a baseball game?
",1949,1939,1946,1929,1939
570,"Who was the first US President to address the nation on TV?
",Hoover,Truman,Eisenhower,FDR,Truman
571,"The first scheduled TV  broadcasts, which began in 1928, originated in which US state?
",California,New Jersey,New York,Massachusetts,New Jersey
572,"Which company paid for the first TV ad?
",Dawn (dishwashing detergent),Bulova (watches),Colgate (toothpaste),Tide (laundry detergent),Bulova (watches)
573,"Which was the first soap opera broadcast on an American television network?
",Faraway Hill,Halls of Ivy,Love of Life,Love of Ivy,Faraway Hill
574,"Which of these television networks came first?
",NBC,CBS,ABC,Fox,NBC
575,"Which of the following was the first womens advocacy show?
",Leave It To The Girls,The Ladies Hour,The Ladies Home Journal Hour,Girl Talk,Leave It To The Girls
576,"Which game show was hit by a scandal in 1958?
",Twenty-One,Jeopardy,"The $64,000 Challenge","The $64,000 Question",Twenty-One
577,"This popular police show, which ran from 1951 to 1959, is famous for its very quick paced and to the point dialogue. It starred Jack Webb as police detective Joe Friday, badge#714.
",Dragnet,Los Angeles Precinct,The Streets of San Francisco,Men on the Streets,Dragnet
578,"What was the occupation of TV personality Harry Volkman?
",TV weatherman,TV variety show host,TV news caster,TV game show host,TV weatherman
579,"Containers used for disposing of needles and other sharp objects must be all of the following except which one?
",Disposable,Clearly Marked bio-hazard,Puncture resistant,Recyclable,Recyclable
580,"For which of the following tubes is the blood to additive ratio most critical?
",Lavender Stopper,Light Blue stopper,Green Stopper,Red Stopper,Light Blue stopper
581,"Which type of patient is most likely to have an AV fistula or graft?
",Arthritic,Wheelchair-bound,Hospice,Dialysis,Dialysis
582,"Which of the following is NOT needed for skin puncture?
",Lancet,povidone-iodine pad,Micro-collection device,Gauze pad,povidone-iodine pad
583,"When performing a routine blood draw, the basilic vein is the best choice.
",True,False,,,False
584,"The Antecubital Fossa is the major vein in the arm for intended vein puncture.
",True,False,,,False
585,"In what type of tube is blood drawn for a substance abuse test?
",Light blue,Dark Green,Small Lavender,Red,Red
586,"What vein is usually the first choice when selecting a site for venipuncture?
",Median Cubital,Accessory Cephalic,Cephalic,Basilic,Median Cubital
587,"Which part of a cell contains the chromosomes or genetic material?
",Endoplasmic Reticulum,Cytoplasm,Golgi Apparatus,Nucleus,Nucleus
588,"How many bones is an adults human skeletal system made up of?
",132,318,206,354,206
589,"What marrow produces blood cells in the human body?
",Blue marrow,Yellow marrow,Green marrow,Red marrow,Red marrow
590,"In some animals life cycle there are several stages of development involving abrupt bodily changes. What is this biological process called?
",Birth,Adolescence,Growth,Metamorphosis,Metamorphosis
591,"What do you call the transfer of pollen grains from the anther to the stigma of flowers?
",Reproduction,Fertilization,Pollination,Migration,Pollination
592,"What is the smallest basic particle of matter?
",Atom,Mass,Volume,Molecule,Atom
593,"What do you call the force which slows down and stops a moving object?
",Friction,Gravitational force,Magnetic force,Molecular force,Friction
594,"The Baroque period of architecture is characterized by vivid colours, luxurious materials and elaborate surface textures. Which of these buildings is an example of typical Baroque architecture?
",The Royal Scottish Academy,St Peter鈥檚 Basilica,Solitude Palace,Lincoln Memorial,St Peter鈥檚 Basilica
595,"When a client complained that the roof in his building leaks, this famous architect who had designed the building replied: 鈥楾hat鈥檚 how you can tell it鈥檚 a roof鈥.  Another work of his was the Guggenheim Museum in New York.
",Aldo Rossi,Frank Lloyd Wright,Michael Graves,Frank Owen Gehry,Frank Lloyd Wright
596,"This annually awarded architecture prize is usually referred to as 鈥楾he Nobel Prize for Architecture鈥.
",Thomas Jefferson Medal,Aga Khan Award,Pritzker Architecture Prize,Stirling Prize,Pritzker Architecture Prize
597,"This architecture style is characterized by the use of materials such as stainless steel and aluminium. It aimed at nontraditional elegance that symbolizes wealth and sophistication.  It originated in Europe in 1920s and formed its name in 1925 at the World鈥檚 Fair, held in Paris.
",Archigram,Rococo,Art Deco,Baroque,Art Deco
598,"Sharply pointed spires, stained glass and pointed arches are typical for this architecture style. It is mainly associated with cathedrals and other religious buildings.
",Rococo,Gothic,Neo-Grec,Art Nouveau,Gothic
599,"This Spanish architect designed La Sagrada Familia, one of the most famous buildings in Barcelona.
",Carlo Scarpa,Mario Botta,Alvar Aalto,Antonio Gaudi,Antonio Gaudi
600,"There are seven tall buildings in Moscow, regarded as typical examples of Stalinist Architecture. What are these similarly designed buildings referred to?
",鈥楽talin鈥檚 Seven Wonders鈥,鈥楽talin鈥檚 Seven Giants鈥,鈥楽talin鈥檚 Seven Brothers鈥,鈥楽talin鈥檚 Seven Sisters鈥,鈥楽talin鈥檚 Seven Sisters鈥
601,"The groundbreaking design of this building was created by Danish architect, Jorn Utzon. It is located by the sea, and its roof resembles white sails.
",Metropolitan Opera,Carnegie Hall,La Scala,Sydney Opera House,Sydney Opera House
602,"The construction of this famous building was completed on November 1st, 1800. It was designed by Irish-born architect James Hoban, who was inspired by the Leinster House in Dublin.
",Williams Tower,Federal Hall,The White House,The Chrysler Building,The White House
603,"This architectural term, which refers to a free-standing bell-tower, comes from Italian and means a high bell tower.
",Campanile,Cellula,Mensole,Triforium,Campanile
604,"In The Wizard of Oz movie, Scarecrow states which very important mathematical theorem?
",Euclids Fifth Postulate,The Law of Pythagoras,Eulers Theorem,Newtons Axiom,The Law of Pythagoras
605,"In this movie Ayla, played by Daryl Hannah, teaches her new family to count all the way to ten.
",The Clan of the Cave Bear,Caveman and Cavewoman,Way of the Caveman,Land of the Tribe,The Clan of the Cave Bear
606,"In which movie does Edward James Olmos play a teacher in Los Angeles who gets an entire class of low-income, Hispanic students to pass the Advanced Placement Calculus test?
",Stand and Deliver,Proof,Stand By Me,Pi,Stand and Deliver
607,"Proof was originally a play about a brilliant mathematician who worries about inheriting her fathers insanity. Which actress was the star of the 2005 movie of the same name?
",Gwyneth Platrow,Kate Blanchett,Claire Danes,Kirsten Dunst,Gwyneth Platrow
608,"In this fine movie Dustin Hoffman plays a mathematician who gets tired of being picked on.
",Straw Dogs,Sunday Father,The Point,Sphere,Straw Dogs
609,"In which movie does Bud Abbott 鈥減rove to Lou Costello that 13 x 7 = 28?
",Splinters in the Navy,Youre in the Navy,Francis in the Navy,In the Navy,In the Navy
610,"Which of these is a movie about a mathematician who develops a formula that predicts the prices of stock markets?
",The Bank,The Puzzle,The Formula,The Tricks,The Bank
611,"What 1997 movie featured Cartesian co-ordinates (the usual type of graph paper) and factoring numbers?
",Cube,The Sphere,Gleaming the Cube,Proof,Cube
612,"In this film, high school student Max Fisher, played by Jason Schwartzman, is asked to use calculus to find the area of an ellipse.
",Mr. Novak,Room 222,Rushmore,The High School,Rushmore
613,"In the movie 鈥淟ittle Big League, the hero must solve this problem: John can finish a job in five hours. Mary can finish the same job in three hours. If they work together, how long will it take to finish the job? What is the answer?
",1 and 7/8 hours,4 hours,1 and 1/4 hours,2 hours,1 and 7/8 hours
614,"Lightning is caused by the increased imbalance of positive and negative charges during storms.
",True,False,,,True
615,"A flash of lightning can heat the air around it, which gives off vibrations and expansion of the air thus causing what?
",Thunder,Tornadoes,Hail,Finger lightning,Thunder
616,"A lightning bolt can produce what voltage?
",4 million volts,400 million volts,1 million volts,1 billion volts,1 billion volts
617,"What does the term bolts from the blue mean?
",Horizontal lightning that seems to come from no where,Lighting strikes on a clear day,Blue vertical lightning bolts,Lightning over an ocean,Horizontal lightning that seems to come from no where
618,"According to the U.S. National Weather Service, after you see and hear the last flash of lightning and roar of thunder, you should wait how long before presuming outdoor activities?
",1 hour,2 hours,30 minutes,10 minutes,30 minutes
619,"What did early Greeks believe lightning was?
",The weapon of Zeus,A warning from Minerva,The sign of death,A symbol of good fortune,The weapon of Zeus
620,"Which of Santa Klaus reindeers鈥 name means lightning?
",Dasher,Prancer,Blitzen,Donner,Blitzen
621,"Between 1997 and 2006, there were how many reported deaths from lightning?
",393,437,750,825,437
622,"Which statement concerning whales is true?
",All whales have two blow holes.,Some whales have one blow hole and some have two.,Every whale has exactly one blow hole.,Only some whales have blow holes.,Some whales have one blow hole and some have two.
623,"Which of these statements is true?
",Humans are the only mammals that cry.,All land mammals cry.,Humans and elephants are the only mammals that cry.,All mammals cry.,Humans and elephants are the only mammals that cry.
624,"What is the meaning of plasmodium?
",The parasite that causes malaria,The part of the blood that covers red and white blood cells and platelets,The liquid-like substance found in animal and plant cells,The gel-like substance that holds fish eggs together,The parasite that causes malaria
625,"Quickly calculate 95^2 (i.e. 95X95). What is the result?
",810025,8125,9025,"987,654,321",9025
626,"What molecule has the formula O3?
",Ozone,Tritium,Deuterium,Peroxide,Ozone
627,"All dogs are of the same species.
",False,True,,,True
628,"Upon what does the loudness of a sound depend?
",The pitch of the sound,None of these,The frequency of the wave,The amplitude of the wave,The amplitude of the wave
629,"Which of these is hottest?
",the surface of the sun,a lightning bolt,the laser used in eye surgery,a microwave oven,a lightning bolt
630,"All telephones in the USA were shut down on August 2, 1922. Why?
",The International Brotherhod of Communications Workers went on strike.,"The electrical workers in New York, Chicago, and Washington went on strike.",It was the day when Alexander Graham Bell died.,It was the day  for the Orson Welles  War of the Worlds radio telecast.,It was the day when Alexander Graham Bell died.
631,"In 1989, a Mastiff was recognized by the Guinness Book of World Records as the heaviest dog in the world. What was the weight of the dog?
",182 kilograms,173 pounds,298 pounds,343 pounds,343 pounds
632,"Which of these events occurred in 1589?
",Sir Thomas Crapper invented the modern flush toilet.,Zacharias Hanssen invented the modern flush toilet.,Sir John Harington invented the modern flush toilet.,Otto von Guericke invented the modern flush toilet.,Sir John Harington invented the modern flush toilet.
633,"Which of these animals makes the loudest noise?
",The humpback whale,The Andean condor,The whale shark,The howling monkey,The humpback whale
634,"Who invented the water thermometer?
",Galileo,Fahrenheit,Celsius,Santorio Santorio,Galileo
635,"In which city was Albert Einstein born ?
",Ulm,Berlin,Bonn,Munich,Ulm
636,"Einsteins father owned a company that made small magnetos, which he was later forced to sell to this, much larger corporation.
","Bavarian Electrical Supplies , GmbH",Siemens,Krups,BMW,Siemens
637,"During WWII, Einstein was paid $25 per day for his consultation on the Manhattan Project.
",False,True,,,True
638,"On Friday evenings it was the custom of Jewish families to invite college students over for a home cooked meal. One of the students the Einsteins often ate with introduced Albert to science.  What was his name ?
",Max Born,Max Malamud,Max Silberstein,Max Talmud,Max Talmud
639,"In which year was Albert Einstein born?
",1869,1899,1889,1879,1879
640,"During this year, Einstein had three incredible papers published in the physics journals, and obtained his doctoral degree.
",1905,1912,1907,1929,1905
641,"In which US city did Einstein live out his last years?
","Cambridge, Massachusetts","New Haven, Connecticut","Boca Raton, Florida","Princeton, New Jersey","Princeton, New Jersey"
642,"Which type of car did Einstein own while in the USA ?
",Buick,Packard,Ford,None,None
643,"What important thing did Einstein do on August 2nd, 1939?
",He proved the Theory of Special Relativity,He found the speed of light,He wrote a letter,He proved  E=mc^2,He wrote a letter
644,"In 1948 Albert Einstein was offered this new job.
",Head of the Institute for Advanced Study,President of Israel,Head Dean of  Princeton University,Chief of the Atomic Energy Commission,President of Israel
645,"In what year did Einstein pass away?
",1960,1955,1954,1956,1955
646,"Lifting incredibly slowly builds incredibly big muscles. Lifting super slowly produces superlong workouts.
",True,False,,,False
647,"If you eat more protein, youll build more muscle.
",True,No Way,Somewhat True,False,Somewhat True
648,"Leg extensions are safer for your knees than squats.
",False,True,,,False
649,"Sore muscles should be excercised...
",Never as it might damage the muscle,It depends which muscle it is,Always as it helps heal the soreness,Only youre not sore to the touch,Only youre not sore to the touch
650,"The fact that stretching prevents injuries is a myth.
",False,True,,,True
651,"You need a Swiss ball to build a stronger chest and shoulders.
",True,False,,,False
652,"It is better to work out with free weights.
",True,False,,,True
653,"Which of the following foods is poorest in carbohydrates?
",Cheese,Potatoes,Pork,Milk,Pork
654,"Which of these meals would be most suitable for a low carb diet?
",An apple with cottage cheese,Soya sauce,A ham sandwich,Meat and potatoes,An apple with cottage cheese
655,"Trans-fats are definitely unwholesome. Which of these foods is poorest in trans fatty acids?
",margarine,vegetable shortenings,sunflower oil,cookies,sunflower oil
656,"What is the building block of green plants that cant be broken down into sugar molecules and passes through the human body undigested?
",dietary fiber,glucose,dextrose,fructose,dietary fiber
657,"Which of the following fats contain trans-fats?
",All types of animal fats,Partially hydrogenated fats,None of these,Non-hydrogenated fats,Partially hydrogenated fats
658,"Which of these types of fat raises both LDL(bad cholesterol) and HDL(good cholesterol)?
",Saturated,Trans,Monounsaturated,Polyunsaturated,Saturated
659,"Which of these is especially rich in omega-3 and omega-6 fatty acids?
",Brown sugar,Chicken,Flax seed,Wheat gran,Flax seed
660,"Health specialists still argue about the maximum daily salt intake. But it is for sure that if you overdose on salt, it may affect your health negatively. What is likely to happen if you add too much salt in your diet?
",All of these,It can cause neurological problems,It may bring you high blood pressure,It can lead to electrolyte disturbance,All of these
661,"Cod liver oil is often used in many diets and healthy regimes, as a powerful source of omega-3, vitamin A and D. Some medical specialists believe that in the summer months cod liver oil should not be taken, for what reason?
",Because Vitamin D becomes toxic when heated,None of these,Because the pills melt in hot weather and it is easy to overdose,"Because cod liver oil contains vitamin D, and the sun also creates vitamin D.  If vitamin D is overdosed, your face may become spotty","Because cod liver oil contains vitamin D, and the sun also creates vitamin D.  If vitamin D is overdosed, your face may become spotty"
662,"Which of these people would be able to successfully combine their regimes with a low carb diet without having to violate one of them?
",All of these,A vegetarian,A vegan,A fruitarian,A vegetarian
663,"This unit,  named after one of the main discoverers of electromagnetism, is the base unit of electrical current.
",OHM,Frequency,Ampere,Capacitor,Ampere
664,"Which term refers to the number of complete cycles of an alternating current that occur per second?
",Watt,Frequency,Wavelength,Ohm,Frequency
665,"Which term refers to the efficiency of an electric machine, measured in watt hours or kilowatt hours?
",OHM,Frequency Efficiency,Farad,Energy Efficiency,Energy Efficiency
666,"This unit, named after the German physicist who discovered the relation between voltage and current, is the basic unit of electrical resistance.
",Watt,Frequency,Ohm,Resistor,Ohm
667,"An insulator is a thin metal strip mounted in a holder. When too much current passes through  it, the metal strip melts and opens the circuit.
",False,True,,,False
668,"What is the unit of power that shows how fast a circuit uses electrical energy?
",Watt,Frequency,Voltage,Amp,Watt
669,"Moonbounce is a form of wireless communication in which the moon is used as a passive satellite.
",True,False,,,True
670,"What is the basic unit of electric pressure, also known as emf?
",Current,Amp,Volt,Watt,Volt
671,"This term refers to the distance between repeating units of a wave pattern and is commonly designated by the Greek letter lambda (位).
",Amp,Wave distance,Volt,Wavelength,Wavelength
672,"Lower frequencies have longer wavelengths, while higher frequencies have shorter wavelengths.
",True,False,,,True
673,"How much blood does the average adult human have?
",10-12 pints (5-6 liters),10-12 gallons (38-45 liters),10-12 quarts (10-11 liters),4-8 pounds (2-4 kg),10-12 pints (5-6 liters)
674,"What substance is added to blood to keep it from clotting until it is needed?
",Sugar,Ethanol,Mecurium,Salt,Salt
675,"The members of which profession used to be called leechers鈥 because of the methods they used in the past?
",Pharmacists,Doctors,Dentists,Lawyers,Doctors
676,"Barbers traditionally have red and white poles in front of their stores because in the Middle Ages they did the blood letting.
",True,False,,,True
677,"Approximately what percentage of humans have blood of the type Rh +?
",33 %,35 %,85 %,74 %,85 %
678,"What percentage of humans have type O blood?
",33 %,25%,There is no way to tell.,45 %,45 %
679,"Which blood type is called the universal recipient?
",AB,O,A,B,AB
680,"Which fictional character had T-Negative blood type?
",King Billy Haraah,The Scorpion King,Mr. Spock,Dr. Who,Mr. Spock
681,"Which type of blood cells can be stored the longest?
",Platelets,Blood plasma,Erythrocytes (red blood cells),Leukocytes (white blood cells),Erythrocytes (red blood cells)
682,"Healthy people over 17 can donate what part of their blood every two weeks?
",Platelets,White blood cells,Blood serum,Red blood cells,Platelets
683,"Who was the first physician to demonstrate that arteries carry blood throughout the body?
",Galen,Valen,Valecious,Herodotus,Galen
684,"Which of these people is the Austrian biologist and physician who first identified the four basic blood types?
",Karl Landsteiner,Felix Bernstein,William Osler,Charles Richard Drew,Karl Landsteiner
685,"In 1658 he became the first person to describe and observe red blood cells (erythrocytes).
",William Osler,Jan Swammerdan,Marcello Malpighi,Felix Bernstein,Jan Swammerdan
686,"In 1924 who was the German mathematician who developed a proof showing that blood types were genetic?
",Franklin McLean,Charles  R. Drew,Felix Bernstein,William Osler,Felix Bernstein
687,"This person developed the first system to produce donatable blood plasma and was the first director of a Red Cross Blood Bank in the USA.
",William Osler,Felix Bernstein,Charles Richard Drew,Franklin McLean.,Charles Richard Drew
688,"Which of these statements about Petroleum, sometimes called 鈥榖lack gold鈥, is not true?
","It is used for the production of solvents, fertilizers and plastics.",It is found in formations in he Earth.,It is a fossil fuel.,It is a renewable resource.,It is a renewable resource.
689,"In 1863 this entrepreneur and his partners founded Standard Oil, a company which dominated oil production in the USA for decades.
",Howard Hughes,John Rockefeller,Jean Paul Getty,Andrew Carnegie,John Rockefeller
690,"In 1991, one of the most serious oil spills in history brought considerable damage to wildlife in the Middle East region. What caused the oil spill?
",Iraqi forces deliberately released crude oil from several tankers,Tanker Exxon Valdez hit an undersea reef,Nowruz Field platform spilled 80 million gallons of oil,Ixtoc I oil well suffered a blowout,Iraqi forces deliberately released crude oil from several tankers
691,"The Organization of the Petroleum Exporting Countries (OPEC) is an intergovernmental organization founded at the Baghdad Conference in September 1960, by 5 countries. Which of these countries was not a founding member of the organization?
",Algeria,Iraq,Venezuela,Iran,Algeria
692,"This American oil driller, dug the first modern oil well near Titusville, Pennsylvania in 1859.
",Robert Kerr,Frank Phillips,Edwin Drake,Edward Doheny,Edwin Drake
693,"This oil field, located south of Beaumont, Texas, and discovered by Anthony Francis Lucas, was the first major oil field in the USA.
",Thunder Horse Field,Wilmington Oil Field,Spindletop Oil Field,Elk Hills Field,Spindletop Oil Field
694,"The term 鈥榩etrodollar鈥, a dollar earned by a country through the sale of oil, was invented in 1973 by this Egyptian-born American professor and economist.
",Ibrahim Oweiss,M. King Hubert,Ronald R. Cooke,Matthew R. Simmons,Ibrahim Oweiss
695,"This industrial facility, sometimes called a 鈥榯ank farm鈥 or a 鈥榯erminal鈥, is used for the storage of oil.
",Oil gusher,Oil depot,Oil barrel,Oil well,Oil depot
696,"The first oil refinery in the world, bombarded in 1943 by US Air Force in operation Tidal Wave, was built in this country in 1856.
",Germany,Romania,Iran,Italy,Romania
697,"The Arab-Israeli War in 1973, known as Yom Kippur War, triggered the 鈥1973 oil crisis鈥. What action did the Arab members of OPEC undertake as part of their strategy?
",They raised the price of oil,They proclaimed an embargo on oil exports to the Netherlands,All of these,They proclaimed an embargo on oil exports to the United States,All of these
698,"This is the study of winds.
",conilogy,lithology,campanology,anemology,anemology
699,"Which term refers to the study of atmospheric dust and its effect on life on Earth?
",lithology,coniology,tricology,vexillogy,coniology
700,"What is contrology?
",Pilates,the study of freshwater life,the study of social controls,the study of dates,Pilates
701,"What is the study of whales called?
",cetology,mycology,dendrology,balinology,cetology
702,"What does dactylology study?
",rocks,the moon,fingerprints,caves,fingerprints
703,"What does actinology study?
",fruits and seeds,clouds,ants,The study of the effect of light on chemicals,The study of the effect of light on chemicals
704,"What do we call the study of male health and male diseases?
",ophiology,andrology,oology,Testrology,andrology
705,"Which word refers to the study of bones?
",otology,osteology,endocrinology,neropathp,osteology
706,"Which word means the study of dogs?
",cynology,onerology,carnaology,tocology,cynology
707,"What does psephology study?
",African snakes,dreams,elections,poetry,elections
708,"What does ludology study?
",video games,postcards,wine,the moon,video games
709,"Which statement is incorrect?
",Boxology studies schematic layouts and diagrams.,Apiology studies bees.,Gerontology studies grammar and syntax.,Potamology studies rivers.,Gerontology studies grammar and syntax.
710,"English physicist, mathematician, and astronomer Sir Isaac Newton presented his findings on the universal law of gravity in his work commonly referred to as Principia Mathematica, which was published in what year?
",1535,1720,1687,1477,1687
711,"According to gravity laws, if a bowling ball and a feather are dropped simultaneously from the same height the bowling ball will hit the ground first because it has greater inertia. (In this case we ignore the effects of air resistance.)
",False,True,,,False
712,"The gravitational force on the surface of the Sun is greater than the gravitational force on Earths surface. If you weigh 180 lbs or 80 kg on Earth, what would your weight be on the Sun?
",440 lbs (200 kg),1100 lbs (500 kg),5022 lbs (2270 kg),2770 lbs (1260 kg),5022 lbs (2270 kg)
713,"Free-fall is defined as a condition in which a falling object experiences acceleration due only to gravity. Therefore, in this case, the only weight acting on an object is its own weight. Which of the following is not an example of an object in free-fall?
",A skydiver with an open parachute,A feather falling through a vacuum tube,The Earths orbit around the Sun,A space shuttle with the rockets off,A skydiver with an open parachute
714,"Although gravity has been a subject of much research and scientific work, the actual cause of gravitational forces remains unknown.
",False,True,,,True
715,"Although Newtons and Einsteins theories are generally widely accepted and used in many fields of science, there are some researchers who have developed alternative theories of gravity. Which of the following is one of these theories?
",Special Relativity Theory,Electromagnetic Theory,Quantum Field Theory,Brans-Dicke Theory,Brans-Dicke Theory
716,"An object in free fall towards the Earth experiences acceleration in velocity due to gravity. This acceleration has what approximate value?
",8.1 meters per a second squared (26.6 feet per a second squared),9.8 meters per a second squared (32 feet per a second squared),32 meters per a second squared (9.8 meters per a second squared),26.6 meters per a second squared (8.1 feet per a second squared),9.8 meters per a second squared (32 feet per a second squared)
717,"If we measure the acceleration due to gravity at the top of Mount Everest, it will be less than the acceleration at sea level.
",True,False,,,True
718,"Artificial gravity is a simulation of gravity in outer space. There are several means by which artificial gravity can be created. Which of the following is not one of them?
",Magnetism,Rotation,Acceleration,Field generators,Field generators
719,"If 2 people are eating the same number of calories per day, the one who eats frequent small meals will lose more weight than the one who eats one large meal per day.
",True,False,,,True
720,"A diet high in sugar and starch has more energy, so people who eat such a diet do not get as hungry as people who eat a diet low in sugar and starch.
",True,False,,,False
721,"Running a mile burns approximately 100 calories (100 Kcal).
",True,False,,,True
722,"How many calories (kcal) is equivalent to one pound?
",1000,2500,2000,3500,3500
723,"What is the ideal body weight for a six-foot-tall man with average bone structure?
",220 pounds,178 pounds,200 pounds,195 pounds,178 pounds
724,"What is the ideal body weight for a woman with average bone structure who is 5 feet 5 inches tall?
",138 pounds,125 pounds,115 pounds,135 pounds,125 pounds
725,"The best diet is a permanent lifestyle change.
",True,False,,,True
726,"Low-fat foods contain very little if any sugar.
",True,False,,,False
727,"A teenage girl who is very thin and obsesses about losing weight may have an eating disorder.
",True,False,,,True
728,"It would be better to skip breakfast entirely than to eat the typical American breakfast of sausage, sweets rolls, pancakes with syrup, and eggs.
",False,True,,,True
729,"Which of these correctly defines the mathematical constant pi?
",The ratio of a circles area to its radius.,The ratio of a circles area to its diameter.,The ratio of a circles circumference to its diameter.,The ratio of a circles circumference to its radius.,The ratio of a circles circumference to its diameter.
730,"References to measurements of a circular basin in the Bible (Kings 7:23), appears to give what corresponding value for pi?
",2.71828,22/7,3.14,3,3
731,"What is the exact value of the mathematical constant pi, a real number which is in common use in mathematics, physics, and engineering?
",3.14,square root of ( 16 / (square root of 3) ),22/7,There is no answer,There is no answer
732,"The mathematical constant Pi can be approximated by taking a series of polygons inscribed in a circle and a series of polygons circumscribed around the circle.  Who was the first to write of this method of calculating pi?
",Carl Friedrich Gauss,Archimedes,Sir Isaac Newton,Euclid,Archimedes
733,"The mathematical constant Pi is inherently involved in which of these math problems ?
",Calculating the area of polygons,Squaring the circle,Calculating the number of years it takes to double your money in an investment,Finding the optimum value for the weight of a buildings foundation,Squaring the circle
734,"Whose was the proposal to use the 16th letter of the Greek alphabet, 蟺, as a symbol for Archimedes constant, also known as Ludolphs number?
",Isaac Newton,Leonhard Euler,William Jones,Archimedes,William Jones
735,"Pi Day is celebrated by many lovers of the mathematical constant, 蟺, on what date?
",May 5th,January 13th,December 3rd,March 14th,March 14th
736,"Which of these statements regarding the mathematical constant, pi is incorrect?
",Pi is transcendental,People compete to see who can memorize the most digits of pi,Lars Erickson wrote a symphony based on pi,By using larger and larger computers we can one day find the exact value of pi,By using larger and larger computers we can one day find the exact value of pi
737,"As you calculate more and more decimal places for the mathematical constant pi, you will eventually reach Feynmans Point.  Which one of these most accurately defines Feynmans Point?
",The place where the decimal value of pi shows three 9s in a row,The decimal place where we have five nines in a row,The decimal place where we have six zeros in a row,The last decimal place we know,The place where the decimal value of pi shows three 9s in a row
738,"Which of these statements regarding the mathematical constant, pi, is incorrect?
","In September of 2002, Dr. Yasumasa Kanada at Tokyo University calculated pi to 1.2411trillion decimal places",There is no zero in the decimal expansion of pi,22/7 is a good approximation for the value of pi,The first written reference to the ratio of a circles circumference to its diameter was written about 1650 b.c.e,There is no zero in the decimal expansion of pi
739,"Waters extraordinary physical properties are a result of its chemical structure - it consists of two hydrogen atoms and one oxygen atom bonded in what type of molecule?
",Diatomic,Nonpolar,Polar,Covalent,Polar
740,"Although it is generally described as a transparent liquid, in seas, lakes and other large water bodies, water appears blue.  What property of water is this attributed to?
",Water reflects light in the red range,Water absorbs light in the red range,Water refracts light,Water radiates in the blue range,Water absorbs light in the red range
741,"High surface tension, one of waters properties, is crucial for the survival of life on the planet, because it enables what vital process?
",Dissolving of nutrients,Transport of nutrients,Recycling of nutrients,Formation of nutrients,Transport of nutrients
742,"Water is a powerful conductor of electricity.
",False,True,,,False
743,"A unique property of water is that its solid form, ice, does not sink as may be expected, but floats. What is the reason for this phenomenon?
",The specific resistance of water to solids,Temperature differences between the solid and liquid forms,Lower volume of ice compared to liquid water,Lower density of ice compared to liquid water,Lower density of ice compared to liquid water
744,"In meteorology, virga, a weather phenomenon typical for desert regions, is what form of precipitation?
",Precipitation that evaporates before reaching the ground,Highly condensed type of precipitation,Precipitation that freezes before reaching the ground,Precipitation that has not undergone condensation,Precipitation that evaporates before reaching the ground
745,"Water is divided into soft and hard, depending on its chemical composition. Hard water washes soap from your hands faster, because of its high contents of what?
",Polar molecules,Minerals,Free electrons,Salts,Minerals
746,"Because of its unique properties in interacting with other substances, water is often referred to as the universal what?
",Stabilizer,Neutralizer,Solvent,Oxidant,Solvent
747,"The temperature of large bodies of water tends to vary much less, compared to that of land masses, why?
",Water can absorb a tremendous amount of heat,Liquids are better heat conductors,Water responds more quickly to temperature changes,Sunlight penetrates water more easily,Water can absorb a tremendous amount of heat
748,"This intricate name, given to water, is a common hoax to misleadingly present water as a dangerous and harmful compound.
",Decaborane,Diborane,Disilane,Dihydrogen monoxide (DHMO),Dihydrogen monoxide (DHMO)
749,"Rain forests are home to approximately what percentage of all the living animal and plant species on the planet?
",12%,24%,65%,80%,65%
750,"Which of the following is typical for the Rainforest trees and cannot be seen in trees at higher latitudes?
",Large leaves,Fleshy fruits,Cauliflory,Thin bark,Cauliflory
751,"Extract from the Periwinkle plant is one of the worlds most powerful drugs, used to fight this disease.
",Cancer,Hepatitis B,AIDS,Psoriosis,Cancer
752,"The Toco Toucans strange appearance is due this.
",Its movement,Its eyes,Its bill,Its feathers,Its bill
753,"What does the scientific name of the King cobra, Ophiophagus, mean?
",Royal snake,Elephant killer,Deadly reptile,Snake eater,Snake eater
754,"The source of the Amazon, the widest river in the world, is located in this area of Peru.
",Arequipa,Lima,Juliaca,Calillona,Calillona
755,"123facts.com is a great site, isnt it? But do you know what the .com part stands for?
",Competition,Composition,Commercial,Communication,Commercial
756,"Which domain is used by European Union institutions?
",.ue,.ee,.eu,.ec,.eu
