,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
940,"Whose widow was the author of the song American Pie referring to with the line, When I read about his widowed bride?
",Ritchie Valens,Ricky Nelson,J.P. Richardson Jr.,Buddy Holly,Buddy Holly
941,"Which of these bands or artists has not performed a cover of American Pie?
",Catch 22,Willie Nelson,Madonna,Garth Brooks,Willie Nelson
942,"Which band or artist recorded the 1970s classic rock song Stranglehold?
",Fog Hat,Rick Derringer,Aerosmith,Ted Nugent,Ted Nugent
943,"Who recorded the 1960s classic rock song House of the Rising Sun?
",The Rolling Stones,Van Morrison,The Animals,The Doors,The Animals
944,"Which band released the 1990s classic rock song Man in the Box?
",Alice in Chains,Pearl Jam,Radiohead,Metallica,Alice in Chains
945,"Which band or artist recorded the 1970s song Suffragette City?
",David Bowie,The Rolling Stones,Iggy Pop,The Ramones,David Bowie
946,"Which band or artist recorded the 1980s hit rock song Were Not Gonna Take It?
",Quiet Riot,Slaughter,Motley Crue,Twisted Sister,Twisted Sister
947,"Who recorded the 1970s classic rock song Sweet Home Alabama?
",Molly Hatchet,Charlie Daniels Band,Alabama,Lynyrd Skynyrd,Lynyrd Skynyrd
948,"Which band or artist recorded the 1960s classic rock song Whole Lotta Love?
",Led Zeppelin,The Who,The Rolling Stones,John Lennon,Led Zeppelin
949,"Which band recorded the 1990s rock song Smells Like Teen Spirit?
",Pearl Jam,Foo Fighters,Stone Temple Pilots,Nirvana,Nirvana
950,"Who released the 1980s classic rock song Sweet Child of Mine?
",Guns n Roses,White Snake,Scorpions,Robert Plant,Guns n Roses
951,"Who recorded the 1970s hit song Rock  Roll Hoochie Koo?
",Molly Hatchet,Neil Young,Rick Derringer,Garry Glitter,Rick Derringer
952,"Which of these guitarists was NOT in the Yardbirds?
",Jeff Skunk Baxter,Jeff Beck,Jimmy Page,Eric Clapton,Jeff Skunk Baxter
953,"The Jimi Hendrix Experience played a historic set at the Monterey Pop Festival in the summer of 1967. Which music legend recommended the Experience to the organizers of the festival?
",Paul McCartney,Janis Joplin,John Phillips,Brian Wilson,Paul McCartney
954,"Which of these is the name of one of Eric Claptons famous guitars?
",Greenie,Brownie,Blusey,Violet,Brownie
955,"Which of these influential guitarists did NOT die in an aviation accident?
",Randy Rhoads,Stevie Ray Vaughn,Steve Clark,Steve Gaines,Steve Clark
956,"Through most of his career Brian May of Queen has primarily used the same exact guitar called Red Special.
",True,False,,,True
957,"Which guitar god played the solo on Michael Jacksons hit song Beat It?
",Eddie Van Halen,Steve Lukather,Brian May,Stevie Ray Vaughn,Eddie Van Halen
958,"Virtuoso Steve Vai has been featured on albums by all but one of these bands/artists. For which of these hasnt he performed?
",Public Image Limited,Ozzy Osbourne,David Lee Roth,Whitesnake,Ozzy Osbourne
959,"Which guitarist ran for the Presidency of the United States in 1980?
",Duane Allman,Buddy Guy,Joe Walsh,Joe Perry,Joe Walsh
960,"This Alabama native was labeled the first country music superstar, performing hits like Im So Lonesome, I Could Cry and Your Cheatin Heart.
",Buck Owens,Sonny James,"Hank Williams, Jr.","Hank Williams, Sr.","Hank Williams, Sr."
961,"She has issued 29 albums and had over 60 million records sold as of 2006.  She is regarded as the Queen of Country Music and did a remake of the Vickie Lawrence tune The Night the Lights Went Out in Georgia.
",Kitty Wells,Patsy Cline,Tanya Tucker,Reba McIntrye,Reba McIntrye
962,"Born in 1929 in Sherman, Texas, he had twenty plus #1 hits with his band the Buckaroos (so named by his friend, Merle Haggard).  One of his more noted songs was Tiger By the Tail.
",Roy Clark,Buck Owens,Waylon Jennings,Sonny James,Buck Owens
963,"She died at the age of 30 in 1963, but not before creating some of the most influential country music hits including:  Walking After Midnight, I Fall to Pieces and Crazy.
",Tammy Wynette,Loretta Lynn,Patsy Cline,Kitty Wells,Patsy Cline
964,"Public Enemy, the first rap group on the list of Immortals published by Rolling Stone Magazine, won the 44th position.  What song from Public Enemys album Fear of a Black Planet  was used in Spike Lees movie Do the Right Thing?
",Fight the Power,Always into Something,Rappers Delight,Walk This Way,Fight the Power
965,"Perhaps the lead singer of this rock and roll band regrets saying Id rather be dead than singing Satisfaction  when I am forty five. This group known as the  Worlds Greatest Rock and Roll Band is ranked in the # 4 position in the Rolling Stone Magazines list of Immortals.
",The Rolling Stones,Aerosmith,The Band,The Who,The Rolling Stones
966,"What Aberdeen, Washington group, in position # 27 on the list of Immortals of Rock and Roll music, wrote the grunge anthem Smells Like Teen Spirit?
",Nirvana,Nine Inch Nails,Soundgarden,Red Hot Chili Peppers,Nirvana
967,"Wyclef Jean wrote that the Immortal in the # 11 position on Rolling Stone Magazines list, almost single-handedly brought reggae to the world. What reggae Legend recorded No Woman No Cry, One Love, and Redemption Song?
",Marvin Gaye,Burning Spear,Peter Tosh,Bob Marley,Bob Marley
968,"The group at # 50 on Rolling Stone Magazines list of Immortals was the backup band for Bob Dylan when Dylan plugged up his guitar and shocked the folk purist at the 1965 Newport Folk Festival. Their first album  Music from Big Pink  included the songs The Weight and I Shall be Released. Can you name this group that starred in Martin Scorsese film, The Last Waltz?
",Doobie Brothers,The Band,Fleetwood Mac,The Wailers,The Band
969,"Complete these lyrics from a song performed by Johny Horton:
",con and we took a little beans and we met the Bloody British in the town of ___________.,New Orleans,Bioloxi,Jacksonville," 1814 we took a little trip, along with Colonel Jackson down the mighty Mississippi. We took a little"
970,"Who sang this historical ballad:
","o  They crossed the Yukon river and found the Bonanza gold, just below that old","ite mountain, just a little Southeast of Nome.  Where the river is windin big nuggets",eyre findin North to Alaska?,Johnny Horton,"g Sam left Seattle in the year of 92, with George Craft his partner and Brother Billy,"
971,"The following verses are from a ballad about what famous frontiersman:
",lled him a bar when he was only three?,Davy Crockett,Andrew Jackson,Daniel Boone,"rn on a mountain top in Tennessee, greenest state in the land of the free."
972,"What a ________what a doer, what a dream come a truer was he.  This line is about which
",Daniel Boone,Bat Masterson,Daniel Boone,Davy Crockett,mous frontiersman?
973,"The following lines are from a ballad dedicated to what famous frontier marshall:
",ve his glory and long may his story be told?,Wyatt Earp,Johnny Ringo,Matt Dillon,..Brave courageous and bold.  Long live his fame and long
974,"Complete these lyrics from a historical ballad of 1960:
",e ......................... was the fastest ship that ever sailed the seas.,Bismark,Submarine,Ironsides,"e war had just begun. The Germans had the biggest ships, they had the biggest guns"
975,"We get no shelter when it rains. All we got is Yankee brains is part of the lyrics from the ballad Swamp Fox.
",False,True,,,True
976,"The following lyrics were dedicated to a real historical figure:
","enever you hear the whistle of the engine, you know it is Casey at the throttle", the Cannonball Express.,True,True,"sey Jones, steaming and a rolling. Casey Jones, you never have to guess."
977,"Gunfight at the OK Corral was sung by Frankie Laine.
",False,True,,,True
978,"Finish the lyrics of this historical ballad:
",Bat Masterson,Wyatt Earp,Jessie James,Johnny Ringo,"w in the legend of the West, one name stands out of all the rest. The man who had the fastest gun, his name was ____________________"
979,"What is the name of this band from the 70s that had a #1 hit in the U.S. with Saturday Night?
",The Bee Gees,The Byrds,The Bay City Rollers,Bauhaus,The Bay City Rollers
980,"What is the name of this B band from the 80s that wanted to fight for their right to party  in 1986?
",Boyz In Da Hood,Beastie Boys,Bow Wow Wow,Berlin,Beastie Boys
981,"What is the name of this Canadian B band from the 70s that was Taking Care of Business?
",Bitter Sweet,Bad Company,Black Sabbath,Bachman Turner Overdrive,Bachman Turner Overdrive
982,"The  name  Bee Gees stands for Brothers Gibb.
",False,True,,,True
983,"These three guys, who were all former members of the group New Edition, released an album  called Poison in 1990. What is the name of their band?
","Bell, Biv, DeVoe",Bad Sneakers,Bootylicious Booty Hunters,Boo Boo Radley,"Bell, Biv, DeVoe"
984,"This band had 3 huge hits in the 70s, one of them being Come and Get It.
",Baba Booey,Bad Company,Bad Sneakers,Badfinger,Badfinger
985,"What is the name of this RB B band from the 70s that had a huge hit, titled Sideshow?
",Blues Brothers,Blues Image,Blues Traveler,Blue Magic,Blue Magic
986,"Under the Milky Way has been considered one of the best songs to come out of Australia. The band, that recorded it, however, never achieved great commercial success partially due to their more progressive sound. Other notable songs include Metropolis and Reptile [sound clip].
",Icicle Works,The Church,Midnight Oil,The Alarm,The Church
987,"This alternative English group has achieved critical acclaim but little in the way of chart success. With frontman Matt Johnson, the group released the notable songs This is the Day and Dogs of Lust [sound clip].
",The The,Heaven 17,Icehouse,Kraftwerk,The The
988,"This band was instrumental in paving the way for the massive alternative boom of the 90s ushed in by Nirvana. Members Black Francis, Joey Santiago, and Kim Deal enjoyed substantial success in Europe, but little chart action in the US. Notable songs include Where is My Mind?, Wave of Mutilation, and Here Comes Your Man [sound clip].
",Sugar,The Cure,Primus,The Pixies,The Pixies
989,"This innovative post-punk group, which includes former Sex Pistol John Lydon and a former guitarist from the Clash, produced songs such as Rise, Disappointed and This is Not a Love Song [sound clip].
",Lemonheads,Big Audio Dynamite,Public Image Ltd.,Flesh for Lulu,Public Image Ltd.
990,"Michael Stipe and other musicians of similar tastes formed this band in 1980 at the University of Georgia. Throughout the 80s this band enjoyed primarily college radio success only to hit mainstream at the end of the decade with songs like The One I Love and Losing My Religion. [sound clip: Pop Song 89]
",Gin Blossoms,R.E.M,Pear Jam,Hootie  the Blowfish,R.E.M
991,"Formed in 1982 and fronted by singer Chuck Mosely, this group produced a minor alternative hit called We Care a Lot (1987). But it was Moselys replacement, Mike Patton, who launched them into real commercial success in 1989 with the album The Real Thing which contained the songs Epic [sound clip] and Falling to Pieces.
",Red Hot Chili Peppers,Temple of the Dog,Rage Against the Machine,Faith No More,Faith No More
992,"What name is Garth Brooks also known by?
",Garth Trogen,Chris Maddrick,Gary Brock,Chris Gaines,Chris Gaines
993,"Where was Garth Brooks born?
",Georgia,Idaho,Missouri,Oklahoma,Oklahoma
994,"What was the name of Garth Brooks first album?
",Ropin the Wind,Garth Brooks,No Fences,The Chase,Garth Brooks
995,"In which of Garth Brooks music videos can we see Lane Frost, Martin, Luther King Jr. and Keith Whitley?
",If Tomorrow Never Comes,We Shall be Free,The Dance,Rodeo,The Dance
996,"Which of these songs was written as a tribute to Garth Brooks good friend, country artist, Chris LeDoux, after his death?
",If Tomorrow Never Comes,The Dance,Good Ride Cowboy,Why Aint I Running?,Good Ride Cowboy
997,"What was the name of Garth Brooks third album released in September 1991?
",Fresh Horses,The Chase,Ropin the Wind,No Fences,Ropin the Wind
998,"The song We Shall Be Free can be found on the album The Chase.
",False,True,,,True
999,"In what year did Garth Brooks marry long-time friend, girlfriend, and country artist Trisha Yearwood?
",2003,2000,1997,2005,2005
1000,"Which Patsy Cline song did Garth Brooks cover in 1992?
",I Fall to Pieces,Crazy,Sweet Dreams,Walking After Midnight,Walking After Midnight
1001,"On which Garth Brooks album can you find the song Friends in Low Places?
",Sevens,In Pieces,Scarecrow,No Fences,No Fences
1002,"You Make Me Feel Like Dancing was a huge dance hit for this singer in the year 1977.
",Marvin Gaye,Alan ODay,Leo Sayer,Stevie Wonder,Leo Sayer
1003,"Country singer Tim McGraw was featured in which rappers number one Billboard hit, Over and Over?
",50 Cents,Jay-Z,Nelly,Snoop Dogg,Nelly
1004,"Johnnie Cash garnered six MTV nominations with his remake of this heavy metal groups song, Hurt.
",Black Sabbath,Nine Inch Nails,Whitesnake,Guns n Roses,Nine Inch Nails
1005,"Both Carl Perkins and this rock n roll star recorded for the famed Sun Records, both are in the Rock and Roll Hall of Fame, both had hits with the song that Perkins wrote after hearing a conversation on a dance floor but its the rock n roll stars hit that most people connect to this 1956 Top Ten pick.
",Jerry Lee Lewis,Elvis Presley,Bill Hailey,Chuck Berry,Elvis Presley
1006,"Dolly Parton and Emmylou Harris cut the album Trio with this former lead singer of the Stone Poneys.
",Bette Mildler,Grace Slick,Christine McVie,Linda Ronstadt,Linda Ronstadt
1007,"A former Rhodes Scholar and Golden Gloves Boxer, this country music outlaw penned Me and Bobby McGee which became a number one single for his former girlfriend, Janis Joplin.
",Waylon Jennings,David Allen Coe,Willie Nelson,Kris Kristofferson,Kris Kristofferson
1008,"Shania Twain cut two versions of her song Party for Two.  One she recorded with country singer Billy Currington. The rocking version was made with the lead singer of Shrinky Dinx
",Mark McGrath,Mark McGrath,Mutt Lange,Rod Stewart,o was voted one of People Magazines Sexiest Rocker. What is this rocker鈥檚 name?
1009,"Whitney Houston sang I Will Always Love You鈥 for the soundtrack of The Bodyguard which became the third largest selling single in the world. The songwriter and singer of I Will Always Love You had her own number one with this song on the Country charts in 1974. What is the name of the original songwriter and singer of the song?
",Barbara Mandrell,Dolly Parton,Reba McEntire,Emmylou Harris,Dolly Parton
1010,"Which Disney character would NOT be whistling this song? 
",s home from work we go,"igh-Ho, Heigh-Ho",Abu,Bashful,"igh-Ho, Heigh-Ho"
1011,"For whether we are white of copper skinned
", need to paint with all the colors of the wind.,at character in a 1995 Disney movie sang this song to an arrogant John Smith?,Pocahontas,Pocahontas, need to sing with all the voices of the mountains
1012,"This heroine is perhaps the most feminist of Disneys female characters.  
",mehow I cannot hide,o I am,ought I have tried,en will my reflection show,o sang
1013,"The following lyrics are taken from Oliver and Company:
",o am I to say No,"nt ask a mutt to strut like a show girl, darling",", girl, you need a pro",at divine  performer sang Perfect Isnt Easy?,t when all the world says Yes
1014,"Disneys first live action movie, Song of the South, was based on the stories of Uncle Remus by Joel Chandler Harris. What is the title of the song with the following lyrics?
","s the truth, its actual",erything is satisfactual.,Zip-A-Dee-Doo-Dah,Hi-Diddle-Dee-Dee,. Bluebird on my shoulder
1015,"Which member of The Monkees sings lead on the 1967 hit A Little Bit Me, A Little Bit You?
",Davy Jones,Mickey Dolenz,Mike Nesmith,Peter Tork,Davy Jones
1016,"What is the name of the song by The Animals featured in the audio clip?
",Spill the Wine,Dont Let Me Be Misunderstood,Dont Bring Me Down,Its My Life,Its My Life
1017,"Which band recorded the song featured in the audio clip, a track from their critically acclaimed album, Odessey and Oracle?
",The Buckinghams,The Turtles,The Zombies,The Cyrkle,The Zombies
1018,"They couldve been contenders.  This group has gained a reputation as one of the great lost missing links of 60s rock: massive talent unaccountably caught in a dead-end.  The most successful UK indie record label of the 90s takes its name from this band.
",The Electric Prunes,The Creation,Moby Grape,The Soft Boys,The Creation
1019,"Which of the following guitarists was never a member of The Yardbirds?
",Eric Clapton,Jeff Beck,Jimmy Page,Ritchie Blackmore,Ritchie Blackmore
1020,"The Rolling Stones Rock and Roll Circus was a 1968 film containing performances by John Lennon, Jethro Tull, The Rolling Stones, Eric Clapton, and this group who stole the show with their amazing performance of the song, A Quick One (featured in the audio clip).
",The Troggs,The Kinks,The Hollies,The Who,The Who
1021,"Needles and Pins was a recording by what band from Liverpool?
",The Youngbloods,The Fortunes,The Searchers,The New Seekers,The Searchers
1022,"Although hardly remembered in the U.S., this band was one of the most influential bands to come out of the British Invasion.  Their record S. F. Sorrow is arguably the first rock opera, and their 1970 album Parachute was named Rolling Stone Magazines Album of the Year.
",The Seeds,Pretty Things,The Creation,Harpers Bazaar,Pretty Things
1023,"They were the first Scottish group to ever top the UK chart.  Their song Reflections Of My Life (1969) made the U.S. top 10.
",Badfinger,King Crimson,Marmalade,Blue Magoos,Marmalade
1024,"This popular 1960s band from Birmingham, England would evolve into The Electric Light Orchestra.
",The Move,Gerry and the Pacemakers,The Knack,The Dave Clark Five,The Move
1025,"The song featured in the audio clip, Ride My See Saw, was recorded by the same band that recorded Nights in White Satin.
",False,True,,,True
1026,"In 1967, this band hopped on The Beatles psychedelic bandwagon and recorded an album with great similarity to Sgt. Peppers Lonely Hearts Club Band entitled Their Satanic Majesties Request.
",Deep Purple,The Who,The Rolling Stones,Black Sabbath,The Rolling Stones
1027,"The rumors surrounding this 1963 song were that the Kingsmen intentionally slurred the lyrics to cover the fact that it was laced with profanity, graphically depicting sex between a sailor and his lady. The song was subject to a subsequent FBI investigation.
",Lovely Rita,Sherry,"Louie, Louie",Hang On Sloopy,"Louie, Louie"
1028,"The song Along Comes Mary was recorded by this group in 1966.
",The Association,The Lovin Spoonful,The Beau Brummels,Chad and Jeremy,The Association
1029,"The 1967 Simon and Garfunkle song Mrs. Robinson mentions three indviduals by name: Mrs. Robinson, Jesus, and this famous New York Yankee.
",Mickey Mantle,Babe Ruth,Whitey Ford,Joe DiMaggio,Joe DiMaggio
1030,"Arnold Layne was the first single released by this British rock group fronted by guitarist and singer, Syd Barrett.
",Steppenwolf,Moby Grape,Pink Floyd,The Grateful Dead,Pink Floyd
1031,"The 1967 song Shilo is an about an imaginary friend.  What Brooklyn born singer recorded this song?
",James Taylor,B. J. Thomas,Jim Croce,Neil Diamond,Neil Diamond
1032,"The 1968 song Valleri was a top ten hit for which of the following bands?
",The Byrds,The Monkees,The Animals,The Beatles,The Monkees
1033,"The song featured in the sound clip was a hit for both Dion and Smokey Robinson  the Miracles in 1968,   Which of the following individuals is not referenced in the songs title?
",Abraham Lincoln,John F. Kennedy,Anwar Al Sadat,"Martin Luther King, Jr.",Anwar Al Sadat
1034,"The song Cecilia is a song by Simon and Garfunkel from this 1970 album.
",Bridge Over Troubled Water,Exile on Main Street,Let It Be,The Graduate Original Soundtrack,Bridge Over Troubled Water
1035,"This song, featuring a prominent mandolin, was a #1 hit for Rod Stewart in 1971.
",Lady Madonna,Little Jeanie,Vida Blue,Maggie May,Maggie May
1036,"This group released the song Amie from their 1972 album Bustin Out.
",Pure Prairie League,The Eagles,America,Little River Band,Pure Prairie League
1037,"This one hit wonder topped the Billboard charts in 1972 with the song Brandy (Youre a Fine Girl).
",Pilot,Paper Lace,Player,Looking Glass,Looking Glass
1038,"Which of the following songwriting teams are credited with 1973 song Daniel?
",John-Taupin,Lennon-McCartney,Holland-Dozier-Holland,Bacharach-David,John-Taupin
1039,"Which band recorded the soft rock song Aubrey in 1973?
",Bread,America,Ambrosia,Chicago,Bread
1040,"My Maria was originally a top ten hit for this artist in 1973 before it went to #1 in 1996 for country artists Brooks  Dunn.
",C. W. McCall,B. J. Thomas,Jay P. Morgan,B. W. Stephenson,B. W. Stephenson
1041,"Rhiannon was a hit song for this group in 1976.
",Quarterflash,Fleetwood Mac,Scandal,Heart,Fleetwood Mac
1042,"Which of the following jazz artists has his/her name in the title of this 1976 #1 hit for Stevie Wonder?
",Glenn Miller,Ella Fitzgerald,Count Basie,Duke Ellington,Duke Ellington
1043,"Peg and Josie are both tracks from the 1977 album, Aja, by this rock group.
",Foghat,Supertramp,Steely Dan,Steve Miller Band,Steely Dan
1044,"Band member Geddy Lee has referred to this 1981 track as the quintessential Rush song.
",Tom Sawyer,Lizzy Borden,Pablo Picasso,Lois Lane,Tom Sawyer
1045,"Bette Davis Eyes was originally recorded in 1974 by Jackie DeShannon, but this female vocalist brought the song to number one for nine consecutive weeks in 1981.
",Kim Carnes,Bonnie Tyler,Juice Newton,Crystal Gayle,Kim Carnes
1046,"Which artist released the top ten hit Valerie in 1982?
",Steve Winwood,Peter Gabriel,Phil Collins,Daryl Hall,Steve Winwood
1047,"According to the title and lyrics of this 1982 Tommy Tutone hit, whose phone number is 867-5309?
",Jamie,Jenny,Josie,Jessie,Jenny
1048,"Joanna was a successful single for this New Jersey group in 1983.
",New Edition,The Gap Band,Kool  the Gang,Midnight Starr,Kool  the Gang
1049,"Which artist released the hit Think of Laura in 1983?
",Benny Mardones,Leo Sayer,Christopher Cross,Rupert Holmes,Christopher Cross
1050,"The track Darling Nikki (1984) is included on which of the following Prince albums?
",Purple Rain,Sign O the Times,1999,Around the World in a Day,Purple Rain
1051,"Amanda was a hit from the album, Third Stage, in 1986 for this band which hadnt released an album in eight years.
",Chicago,Boston,Kansas,Orleans,Boston
1052,"Peter Piper is a track on this 1986 album by Run DMC.
",Raising Hell,Walk This Way,Krush Groove,Licensed to Ill,Raising Hell
1053,"Mr. Brownstone is a song performed by Guns N Roses on this 1987 album.
",Out of the Cellar,Slippery When Wet,Use Your Illusion,Appetite for Destruction,Appetite for Destruction
1054,"This English musician released the top ten hit Veronica in 1989 from his album, Spike.
",Paul Young,Howard Jones,Elvis Costello,Phil Collins,Elvis Costello
1055,"The poignant Grammy winning single Jeremy is a track from the 1991 album, Ten, by this Seattle band.
",Pearl Jam,Stone Temple Pilots,The Replacements,Primus,Pearl Jam
1056,"The song Ms. Jackson was a successful track from the  album Stankonia, which has been certified quadruple platinum.  Which hip hop group released this profitable record in 2000?
",Digital Underground,Wu Tang Clan,Outkast,Naughty By Nature,Outkast
1057,"The 2006 single Grace Kelly was a top 5 hit in seemingly every country in the world including Argentina, Croatia, Italy, Ireland, and the U. K.; however, in the U.S. it didnt even crack the top 40.  Which artist(s) released this track?
",Travis,Mika,Moby,Bush,Mika
1058,"Bali Hai is the forbidden mystical island in which musical of the 50鈥檚?
",Brigadoon,Little me,Kismet,South Pacific,South Pacific
1059,"Barbra Streisand cashed in a number one selling single with the song People from which long-running show?
",The Most Happy Fella,Grren Grow the Lilacs,42nd. Street,Funny Girl,Funny Girl
1060,"Hot Honey Rag is the closing song of which popular musical based on a play by Maurine Dallas Watkins?
",Sweet Charity,Les Miserables,Chicago,La Cage aux folles,Chicago
1061,"Summertime is the best-known song from what popular musical by George Gershwin?
",Lucky Lady,Showboat,Porgy and Bess,Fiddler on the Roof,Porgy and Bess
1062,"For the price of a dime, who would answer when Tommy Tutone dialed 867-5309?
",Sexy Sadie,Peggy Sue,Diana,Jenny,Jenny
1063,"An encounter at a Soho bar made it to #442 on Rolling Stones 500 Greatest Songs list.
",Lola,Gloria,Sexy Sadie,Lucy,at was the name of the fetching person in The Kinks song who  walked like a woman and talked like a man?
1064,"Steve Nicks sings She is like a cat in the dark. And then she is the darkness.  Who is the mystical woman who is taken by the wind?
",Gold Dust Woman,Rhiannon,Sara,Angel,Rhiannon
1065,"Wilson Pickett bought his lady a new car but now all she wants to do is ride around.  Who is the lady that is in danger of having her flat feet on the ground.
",Mustang Sally,Run Around Sue,Ruby,Sexy Sadie,Mustang Sally
1066,"In the song On the Cover of Rolling Stone Dr Hook has  teenage blue eyed groupies, an Indian guru, and his dad who drives his limousine. Whats the name of his freaky ole lady who embroiders on his jeans?
",Sexy Sadie,Cocaine Katy,Sweet Betsy from Pike,Sweet Jane,Cocaine Katy
1067,"Although she wears a braided chain made of finest silver from the north of Spain this lady works layin whiskey down. Late at night she walks through a silent town because her mans life, love and lady is the sea.
",Angie,Rhiannon,Sweet Jane,Brandy,Brandy
1068,"Charles Manson and his followers were convicted of the Sharon Tate murders and the following night murders of Rosemary and Leo LaBianca. Charles Manson thought the Beatles were singing to him in the White album about the worlds destruction. From what Beatles song did Manson choose a nickname for convicted murderer Susan Atkins?
",Lucy (in the Sky with Diamonds),Lovely Rita Meter Maid,Rocky Raccoon,Sexy Sadie,Sexy Sadie
1069,"Neil Young sings Dreamer of Pictures, I run in the night. You see us together chasing the moonlight.  Who could Neil Young live with for the rest of his life?
",Gold Dust Woman,Witchy Woman,Cinnamon Girl,Sweet Jane,Cinnamon Girl
1070,"Who looked like a beauty queen from a movie scene and would dance on the floor, in the round?
",Gloria,Girl with Bette Davis Eyes,Delilah,Billie Jean,Billie Jean
1071,"Which of these bands released their break through album Pride in 1987, which included the single Wait?
",Great White,Def Leppard,White Lion,Ratt,White Lion
1072,"Which of the following bands are known for the songs Slide It In,  Slow and Easy, and Love Aint No Stranger?
",Winger,Bon Jovi,Whitesnake,White Lion,Whitesnake
1073,"The 1980s heavy rock band Quiet Riot was founded by guitar player Randy Rhoads.
",True,False,,,True
1074,"This 1980s band, popular for the song Girls, Girls, Girls, was made up of members Tommy Lee, Vince Neil, Mick Mars, and Nikki Sixx.
",Bon Jovi,Poison,Motley Crue,Warrant,Motley Crue
1075,"Who was the lead vocalist for the band Winger, known for the 1988  song Seventeen?
",Pat Winger,Paul Winger,Brian Winger,Kip Winger,Kip Winger
1076,"Like Bing Crosby and Frank Sinatra before him, Elvis Presley became the newest heartthrob at the microphone.  This time, however, the teen idol brought a new form of music to the mainstream - rock and roll.  
",Thats All Right (Mama),Roll Over Beethoven,Thats All Right (Mama),Rock Around the Clock,is 1954 hit by Elvis is arguably the first rock and roll record.
1077,"By the early 1960s this new form of music had started to get watered down.  The rawness and rough edges were gone, and rock and roll seemed destined for blandness. 
",Bobby Vinton,Pat Boone,Paul Anka,Frankie Avalon,"is artist released such radio friendly songs as Roses Are Red (My Love), Blue on Blue and Blue Velvet."
1078,"A second era in rock music began with the arrival of the Fab Four.  The Beatles would breathe new life into rock  roll and become the most successful and influential band of all time.  
",The Byrds,The Rolling Stones,The Who,The Beatles,ich of the following bands were NOT part of the so-called British Invasion?
1079,"By the late 1960s, rock music started to get adventurous.  Even the Monkees were releasing psychedelic music, and The Beatles made the LP into an art form with Revolver and Sgt. Pepper.  
",Pink Floyd,Donovan,The Velvet Underground,Pink Floyd,"ich psychedelic pioneer released the influential album, Piper at the Gates of Dawn, in 1967?"
1080,"In the early 1970s, there was a reaction against the over-the-top excesses of psychedelic music.  The singer-songwriter movement was psychedelic musics polar opposite, and often nothing more than a musician and his or her acoustic guitar.
",James Taylor,James Taylor,Jim Croce,Jackson Browne,is singer-songwriter released Youve Got a Friend in 1971.
1081,"In the early 1970s, bands like Led Zeppelin and Grand Funk Railroad initiated a form of rock devised specifically for large concert venues.  By mid-decade, stadium or arena rock was in full swing, and bands with big sounds like Boston and Queen dominated the music scene until the 1980s.
",Styx,Styx,KISS,Journey,"ich of the following arena-rock bands released the singles Come Sail Away, Babe, and Lady?"
1082,"Punk rock was largely a reaction against stadium filling bands like Pink Floyd and other so-called pretentious rock acts.  Punk songs were short and raw, and would never dream of containing long guitar solos or complex themed albums like their arena rock enemies.
",Johnny Rotten,Henry Rollins,Joe Strummer,Joey Ramone,at was the name of the Sex Pistols controversial lead singer?
1083,"Punk rock was, by its very nature, destined to self-destruct.  Many punk bands like Blondie began to morph into a friendlier brand of music called New Wave. This shift coincided with a new television channel called MTV that suited their aristic style perfectly.
",Adam and the Ants,Dexys Midnight Runners,Adam and the Ants,Talking Heads,ich of the following former punk musicians became New Wave with the release of the albums: Kings of the Wild Frontier and Prince Charming?
1084,"Heavy metal had its origins with Black Sabbath back in 1970, but it was this bands 1980 heavy metal masterpiece, British Steel, that sent metal on its path to world domination.  By the latter half of the 1980s, bands like Ratt, Def Leppard, and Motley Crue would emerge that were perfectly suited for the excesses that characterized the 80s.
",Scorpions,AC/DC,Judas Priest,Iron Maiden,Judas Priest
1085,"By the 1990s, heavy metal was almost unrecognizable from its ancestors.  There simply wasnt much metal left in bands like Poison, Warrant, White Lion and Winger.  So, the time was absolutely right for a new brand of music called grunge to cut through the artificial fluff in much the same way as The Beatles did in 1963 (see questions 2 and 3).  Instead of Liverpool, however, this time the bands would predominantly eminate from which city?
",New Orleans,Boston,Seattle,Los Angeles,Seattle
1086,"The 2000s so far (2008) find rock music in a definite downward slope.  Hip Hop and RB dominate the charts, and rock music seems to be unable to produce any bands that can create much of an impact.   Most rock bands are either a hybrid (like rap-metal or pop-punk) or a revival of something old (like garage rock).
",The White Stripes,The White Stripes,The Strokes,The Killers,"ich garage rock revival band consists of only two members, and began their career in Detroit?"
1087,"Eric Clapton was born in Ripley, England on which date?
","March 29, 1944","March 30, 1946","March 28, 1943","March 30, 1945","March 30, 1945"
1088,"Its common knowledge among Eric Clapton fans that his song, Tears in Heaven was written about his son who died from a fall from a window screen.  What was the boys name?
",Connor,Jack,Patrick,Ricky,Connor
1089,"Eric Clapton played the guitar solo on which Beatles song?
",While My Guitar Gently Weeps,Sgt. Peppers Lonely Hearts Club Band,Eleanor Rigby,Help!,While My Guitar Gently Weeps
1090,"Eric Clapton was in all but which of the following bands?
",Blind Faith,He was in all of these bands,Derek  the Dominoes,Yardbirds,He was in all of these bands
