,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
229,"Which of the following lines from the movie Gone with the Wind was voted as the #1 movie quote by the American Film Institute?
","After all, tomorrow is another day!",I dont know nothin bout birthin no babies!,"As God is my witness, Ill never be hungry again!","Frankly my dear, I dont give a damn.","Frankly my dear, I dont give a damn."
230,"What was NOT true of Scarletts second husband in Gone with the Wind?
",The physical affliction he returned from the war with was body lice.,He died on a mission to avenge Scarletts attack in Shantytown.,He owned a sawmill.,"He divorced Scarlett to marry her sister, Sue-Ellen.","He divorced Scarlett to marry her sister, Sue-Ellen."
231,"What was the name of the Atlanta street where fictional character Scarlett OHara lived with Aunt Pittypat?
",Weeping Willow,Elm,Peachtree,Southern Pine,Peachtree
232,"There is only one scene in the movie Gone with the Wind that suggests Scarlett has a problem with alcohol consumption.
",False,True,,,False
233,"Which of the following caused the death of Scarlett and Rhetts daughter?
",She succumbed to influenza.,She was a war casualty.,She mysteriously died in her crib.,She broke her neck while jumping her pony.,She broke her neck while jumping her pony.
234,"What actress portrayed the character in Gone with the Wind who claimed she knew everythin bout birthin babies when, in reality, she knew nothin?
",Dorothy McDaniel,Dorothy Dandridge,Butterfly McQueen,Hattie McDaniel,Butterfly McQueen
235,"Vivian Leigh earned the same amount of money as Clark Gable for her work in Gone With the Wind.
",False,True,,,False
236,"How many actresses auditioned for the coveted role of Scarlett OHara?
",1200,150,2500,1400,1400
237,"Vivian Leigh won the Best Actress Oscar for her performance as Scarlett OHara in Gone With the Wind. This was her only Academy Award.
",True,False,,,False
238,"Scarlett OHara wasted much of her life pining after Ashley Wilkes who was played by this actor.
",Leslie Howard,Errol Flynn,George Reeves,Gary Cooper,Leslie Howard
239,"The play is the tragedy Man, and the hero, the Conquerer Worm.
",Edgar Allan Poe,William Jennings Bryant,H.P. Lovecraft,None of these,Edgar Allan Poe
240,"And Richard Cory, one calm summer night,
",Edwin Arlington Robinson,John Berryman,Randall Jarrell,Edwin Arlington Robinson,nt home and put a bullet through his head.
241,"From my mothers sleep, I fell into the State.
","s miles from earth, loosed from its dream of life...",en I died they washed me out of the turret with a hose.,Randall Jarrell,Randall Jarrell,hunched in its body till my wet fur froze.
242,"Success is counted sweetest
", comprehend a nectar,quires the sorest need.,Emily Dickinson,Emily Dickinson, those who never succeed.
243,"A heap of broken images, where the Sun beats...
",T.S. Eliot,Gertrude Stein,Ezra Pound,Allen Ginsberg,will show you fear in a handful of dust.
244,"Pity this busy monster mankind not...
",Sharon Olds,Rita Dove,Marianne Moore,e.e. cummings,e.e. cummings
245,"I spit upon this dreadful bankers grave
",ho alas alas,"en will indifference come, I moan  rave", like to scrabble till I got right down,ay down under the grass,o shot his heart out in a Florida dawn
246,"I saw a man pursuing the horizon;
", was disturbed at this;, accosted the man.,"t is futile, I said.",ou can never 鈥,ound and round they sped.
247,"I have gone out, a possessed witch, 
","eaming evil, I have done my hitch ","er the plain houses, light by light: ","nely thing, twelve-fingered, out of mind. ","woman like that is not a woman, quite. ","unting the black air, braver at night; "
248,"I was ten when they buried you.
","d get back, back, back to you.",thought even the bones would do.,,, twenty I tried to die
249," they pulled me out of the sack,
",d then I knew what to do.,"made a model of you,",man in black with a Meinkampf look,Sylvia Plath,d they stuck me together with glue.
250,"Which of these novels is not part of the Forsyte Saga, written by English novelist John Galsworthy?
",To Let,In Chancery,The Man of Property,Money,Money
251,"This massive novel, consisting of 18 chapters, chronicles the events of one single day in the life of the protagonist Leopold Bloom.
",Ulysses,Finnegans Wake,Dubliners,A Portrait of the Artist as a Young man,Ulysses
252,"Which of these influential 20th century authors was not Irish-born?
",William Golding,James Joyce,William Butler Yeats,George Bernard Shaw,William Golding
253,"In 1989, the author of this book and all those involved in its publication were sentenced to death by the Supreme Leader of Iran.
",Songs of Enchantment,Lady Chatterleys Lover,The Gate at the End of the World,The Satanic Verses,The Satanic Verses
254,"Which of these English authors was a member of the Bloomsbury group, a literary circle that rejected the Victorian taboos on religious, artistic, social, and sexual matters?
",D. H. Lawrence,George Orwell,Virginia Woolf,John Fowles,Virginia Woolf
255,"Which allegorical novel by William Golding features a group of boys stranded on a desert island?
",Fire Down Below,Rites of Passage,Lord of the Flies,Darkness Visible,Lord of the Flies
256,"What do George Bernard Shaw, William Butler Yeats, Rudyard Kipling and William Golding have in common?
",They were all born in Ireland.,They were members of The Fabian Society - a British socialist intellectual movement.,All of them served in WWI.,All of them received the Nobel Prize in Literature.,All of them received the Nobel Prize in Literature.
257,"Which playwright received the 1938 Academy Award for Writing Adapted Screenplay?
",John Boyd,George Bernard Shaw,Harold Pinter,John Osborne,George Bernard Shaw
258,"What name was applied to the group of British playwrights and novelists from the 1950s, which included John Osborne, John Braine, and Alan Sillitoe?
",The Rebels,The Conformists,The Disappointed Young Men,The Angry Young Men,The Angry Young Men
259,"This novel focuses on Winston Smith and his attempt to rebel against the totalitarian state in which he lives.
",The Invisible Man,Nineteen Eighty-Four,The War of the Worlds,Animal Farm,Nineteen Eighty-Four
260,"Into what creature did Mad Eye Moody turn Draco Malfoy in Harry Potter and the Goblet of Fire?
",A rat,A ferret,A toad,A mouse,A ferret
261,"Draco Malfoy is a member of this fictional house at Hogwarts which values pure blood heritage.
",Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Slytherin
262,"Draco Malfoy is killed by Harry Potter in the last book of the series, Harry Potter and the Deathly Hallows.
",True,False,,,False
263,"In which book of the Harry Potter series is Draco Malfoy made Prefect of his house?
",Prisoner of Azkaban,Order of the Phoenix,Goblet of Fire,Half-Blood Prince,Order of the Phoenix
264,"In the book Harry Potter and the Prisoner of Azkaban, Draco Malfoy was attacked by this kind of creature while in his Care for Magical Creatures class?
",Werewolf,Blast-Ended Skrewt,Centaur,Hippogryph,Hippogryph
265,"Draco Malfoy became the master of the Elder Wand which was Dumbledores beloved wand.
",True,False,,,True
266,"Ralph, Piggy, Jack Merridew, Simon, Ron are characters in this novel.
","Lawdy, Lawdy, Miss Claudie",The Lord of the Flies,The Lord of the Ring,Lord Jim,The Lord of the Flies
267,"Humbert Humbert, Valeria and Charlotte Haze are characters from this literary work.
",The Day of the Triffids,Lolita,All the Kings Men,Naked Lunch,Lolita
268,"Paul Sheldon and Annie Wilkes are characters in this novel.
",Day for Night,Cujo,The Long Green Mile,Misery,Misery
269,"What novels includes characters named Sethe, Liz Granacher, Paul D. McKnight, Charlie McKnight?
",Beloved,Satanic Verses,The Color Purple,A Passage to India,Beloved
270,"Willie Stark, Anne Stanton, Judge Montague Irving are characters from this novel.
",All the Kings Men,Lady Lovelace,The Sun Also Rises,The Grapes of Wrath,All the Kings Men
271,"Ari, Dov, Kitty Fremont, Akiva, Bruce Sutherland are characters in this novel.
",The Glory,Ben-Hur,The Promise,Exodus,Exodus
272,"This novel focuses on the lives of Jake Barnes, Brett Ashley, Robert Cohn, Pedro Romero, Bill Gorton, Michael Campbell.
",Ragtime,The Sun Also Rises,The Dog Soldiers,Day of the Locust,The Sun Also Rises
273,"Which book includes the characters John Converse, Ray Hicks, Marge Converse?
",Dog Soldiers,Day of the Locust,The Hearth,Day In Day Out,Dog Soldiers
274,"What Southern novel centers on the lives of these characters: Jason, Quentin, Candice Compson, Dilsey Gibson?
",Way of the  West,The Sound and the Fury,Dog Soldiers,Day of the Locust,The Sound and the Fury
275,"John Singer, Mick Kelly, Biff Brannon, Jack Blount, Dr. Copeland are characters described in this literary work.
",Giant,Strangers on a Train,Butterflies are Free,The Heart is a Lonely Hunter,The Heart is a Lonely Hunter
276,"What novel by Erich Maria Remarque was banned in Nazi Germany for insulting the Wehrmacht?
",The Night in Lisbon,Heaven Has No Favorites,The Black Obelisk,All Quiet on the Western Front,All Quiet on the Western Front
277,"Name the author of Animal Farm, an anti-Stalinist novella, which was confiscated in Germany by Allied troops.
",William Faulkner,Erich Maria Remarque,George Orwell,Boris Pasternak,George Orwell
278,"What novel by Vladimir Nabokov was banned for obscenity in England, Argentina, New Zealand and South Africa?
",Lolita,Lips to Lips,Fanny Hill or Memoirs of a Woman of Pleasure,Terra Incognita,Lolita
279,"This book, published in 1988, was banned in Bangladesh, India, Singapore and Iran for blasphemous references and its author Salman Rushdie was condemned to death by former Iranian supreme leader Ayatollah Ruhollah Khomeini.
",Midnights Children,The Satanic Verses,Shame,"East, West",The Satanic Verses
280,"Who is the author of the book My Struggle (Mein Kampf) which was banned due to anti-Nazi laws?
",Hermann Esser,Joseph Goebbels,Adolph Hitler,Benito Mussolini,Adolph Hitler
281,"Which of these books by Henry Miller was banned in the US in the 1930s due to sexually explicit content?
",Black Spring,All of these,Tropic of Cancer,Tropic of Capricorn,All of these
282,"This novel, which follows the adventures of junkie William Lee, was banned by Boston courts in 1962.
",Naked Lunch,The Cat Inside,Interzone,On the Road,Naked Lunch
283,"What classic satirical novel by Jonathan Swift was banned in Ireland for being wicked and obscene?
",A Journal to Stella,A Modest Proposal,Gullivers Travels,Robinson Crusoe,Gullivers Travels
284,"What Pulitzer Prize-winning novel, set during the Great Depression, was banned in some US States for vulgar language?
",The Call of the Wild,The Grapes of Wrath,As I Lay Dying,The Sound and the Fury,The Grapes of Wrath
285,"What 2003 best-selling novel by Dan Brown was denounced by Roman Catholics for being anti-Christian?
",Foucaults Pendulum,The Solomon Key,Digital Fortress,The Da Vinci Code,The Da Vinci Code
286,"What novel opens with this sentence: I was born in the year 1632 in the city of York, of a good  family thou not of that country, my father being from Bremen, who settled first at Hill.?
",A Tale of Two Cities,Kidnapped,The Count of Monte Cristo,Robinson Crusoe,Robinson Crusoe
287,"Last night I dreamt I went to Manderley again is the first sentence of this literary work.
",Wuthering Heights,Emma,Jane Eyre,Rebecca,Rebecca
288,"What novel opens with this line: It was a cold day in April and the clock was striking thirteen.?
",Brave New World,A Clockwork Orange,The Time Machine,1984,1984
289,"This novel opens with the following sentence: You may rejoice to hear that a disaster has accompanied the commencement of an enterprise which you have regarded with such evil foreboding..
",Fahrenheit  451,Dracula,The Time Machine,Frankenstein,Frankenstein
290,"To begin at the beginning: It is spring, moonless night in the small town is the opening of this literary work.
",Of Mice and Men,Under Milk Wood,The Road Not Taken,The Inferno,Under Milk Wood
291,"You better not tell nobody  but God is the beginning of this novel.
",Gone with the Wind,The Da Vinci Code,The Color Purple,To Kill a Mockingbird,The Color Purple
292,"This novel opens with the question Who is John Galt?.
",The Bridges of Madison County,Atlas Shrugged,The Metamorphosis,The Da Vinci Code,Atlas Shrugged
293,"All this happened, more or less is the first sentence of this book.
",Stalag 17,Slaughterhouse  Five,Little Big Man,The Devils Advocate,Slaughterhouse  Five
294,"Mother died today is the opening of this novel.
",Mother Courage and Her Children,Animal Farm,The Stranger,No Exit,The Stranger
295,"Which literary work opens with this line: To be born again, sang Gibreel Farishta tumbling from the heavens, first you have to die.?
",The Arabian Nights,The Metamorphosis,Satanic Verses,The  1001 Arabian Nights,Satanic Verses
296,"Finish this quote by Oscar Wilde: Education is an admirable thing ........................
",but it is well to remember that it is useless,but it is well to remember from time to time that nothing that is worth knowing can be taught,but it is well to remember that it is not for the faint of heart,but it is well to remember that it requires much energy,but it is well to remember from time to time that nothing that is worth knowing can be taught
297,"A speaker who had a huge opinion of himself gave a long and boring speech after dinner. And then made the mistake of turning to Oscar Wilde, and asking him, How would you have delivered that speech? . What was Oscar Wildes reply?
",In a dress,Parcel post,Under an assumed name,I wouldnt have,Under an assumed name
298,"Finish this statement made by Oscar Wilde: America is the only country that went from barbarism to decadence without .............................
",shame,missing a stride,civilization in between,looking back,civilization in between
299,"Finish this witty remark made by playwright Oscar Wilde: We are all in the gutter, but some of us ............
",make the best of it,are looking at the stars,are gutter rats,claw our way out,are looking at the stars
300,"How does this Oscar Wilde quote end: My wallpaper and I are fighting a duel to the death. ................................ ?
",I will shred it off the walls if I have to,One or other of us has got to go,I have counted every flower twice,One or the other will win the battle,One or other of us has got to go
301,"Finish this quote by Oscar Wilde: Anyone who lives within their means suffers from ...................................
",a lack of friends with money,a lack of debtors,a lack of imagination,a lack of wealthy family members,a lack of imagination
302,"Finish this line from Oscar Wildes play The Importance of Being Earnest: To lose one parent, Mr Worthing, may be regarded as a misfortune; to lose both ................................
",is fortunate,is foolish,looks like abandonment,looks like carelessness,looks like carelessness
303,"Complete this Oscar Wilde quote: We have really everything in common with America nowadays except, of course ..........................
",language,class,the meaning of chips,they are barbarians,language
304,"Complete this quote by Oscar Wilde: But what is the difference between literature and journalism?........................................
",Literature is art and journalism is rubbish. That is all.,Journalism is unreadable and literature is not read. That is all.,Journalism is an account of facts and literature is fiction. That is all.,Literature is the only thing worth reading. That is all.,Journalism is unreadable and literature is not read. That is all.
305,"Complete this remark made by Irish author Oscar Wilde: There are only two kinds of people who are really fascinating ..................
","people who owe you money, and people you avoid","people who know absolutely everything, and people who know absolutely nothing.","people with a thirst for knowledge, and idiots","people who care, and people who dont give a damn","people who know absolutely everything, and people who know absolutely nothing."
306,"The protagonist of this Shakespearean tragedy is a Moor in the service of the Republic of Venice.
",King Lear,Macbeth,Othello,Hamlet,Othello
307,"This tragedy, often referred to as The Scottish Play, opens with the appearance of three witches amid thunder and lightning.
",Anthony and Cleopatra,The Tempest,Macbeth,King Lear,Macbeth
308,"What Shakespeare play opens with a street brawl in Verona between the servants of two feuding noble families?
",The Taming of the Shrew,The Two Gentlemen of Verona,Romeo and Juliet,The Two Noble Kinsmen,Romeo and Juliet
309,"This history play by Shakespeare, focusing on a kings Machiavellian rise to power and subsequent reign of terror, contains the following exchange:
","t I know none, and therefore am no beast.",Richard III,King John,Julius Caesar, beast so fierce but knows some touch of pity. 
310,"What Shakespearean tragedy, set in Denmark, explores the themes of treachery and revenge?
",Hamlet,Winters Tale,Romeo and Juliet,Othello,Hamlet
311,"This comedy by Shakespeare, characterized by a lot of mix-ups and witty dialogue, involves two sets of identical twins.
",As You Like It,Taming of the Shrew,The Comedy of Errors,The Merchant of Venice,The Comedy of Errors
312,"One of the major themes of this romantic comedy, incorporating mythological elements, is summed up in Lysanders comment, 鈥淭he course of true love never did run smooth鈥.
",The Tempest,Twelfth Night,Much Ado About Nothing,A Midsummer Nights Dream,A Midsummer Nights Dream
313,"Shakespeares history play Henry V depicts events occurring immediately before and after the Battle of Agincourt. During which war was this battle fought?
",the Austro-Hungarian War,the Prussian War,the Hundred Years War,the War of the Rough Wooing,the Hundred Years War
314,"This pastoral comedy contains one of Shakespeares most quoted monologues, which opens with the lines, All the worlds a stage,
",As You Like It,The Winters Tale,A Midsummer Nights Dream,As You Like It,d all the men and women merely players.
315,"What Shakespearean play features a character who possesses magical powers?
",Hamlet,The Tempest,Othello,Richard III,The Tempest
316,"In the novel Pride and Prejudice, how many daughters do Mr. and Mrs. Bennet have?
",four,five,six,three,five
317,"Who does Lydia run away with in Jane Austins book Pride and Prejudice?
",Bingley,Wickham,Darcy,Forster,Wickham
318,"How many marriage proposals does Elizabeth receive in the book Pride and Prejudice?
",1,4,3,2,3
319,"Which of these characters from the novel Pride and Prejudice is Elizabeth Bennets neighbour and friend?
",Mrs. Hurst,Miss Bingley,Mrs. Gardner,Charlotte Lucas,Charlotte Lucas
320,"Which sister has an uncontrollable cough in the beginning of the novel Pride and Prejudice?
",Lydia,Elizabeth,Mary,Katherine,Katherine
321,"Which Bennet sister loves to exhibit her talent at parties according to the novel Pride and Prejudice?
",Katherine,Lydia,Jane,Mary,Mary
322,"Which of these professions has Mr. Wickham not tried in the book Pride and Prejudice?
",Law,Clergy,Military,Groundskeeper,Groundskeeper
323,"In the book Pride and Prejudice, Mr. Wickham has his wife write a letter to Elizabeth asking for money.
",False,True,,,True
324,"What is the real name of the American author and humorist whose nickname was a common riverboat phrase, meaning the water is two fathoms?
",Theodore Geisel,Eric Blair,Samuel Clemens,William Porter,Samuel Clemens
325,"What was the pen name of Eric Blair, the author of the novel Animal Farm, which satirizes totalitarian government and human stupidity?
",Lewis Carroll,George Orwell,Daniel Defoe,O. Henry,George Orwell
326,"This Polish-born novelist, whose surname was Korzeniowski, wrote the influential work Heart of Darkness that inspired the movie Apocalypse Now.
",George Eliot,George Orwell,Ayn Rand,Joseph Conrad,Joseph Conrad
327,"Which of these is not the pen name of a female author?
",George Sand,Saki,Carson McCullers,George Eliot,Saki
328,"What prominent Victorian author began his career writing humorous sketches for The Morning Chronicle, using the pen-name Boz?
",D. H. Lawrence,Charles Dickens,Thomas Hardy,Oscar Wilde,Charles Dickens
329,"How were the authors, writing under the pen names Ellis Bell, Acton Bell and Currer Bell, related?
",They were sisters.,It was the same person.,They were brothers.,They were not related.,They were sisters.
330,"Which of these is both the name of a fictional character and a pseudonym used by two co-writers of detective fiction?
",Mary Westmacott,Jack Higgins,Ellery Queen,Rosamund Smith,Ellery Queen
331,"Which of the following is one of the six novels by Agatha Christie, written under the pen name Mary Westmacott?
",Murder on the Orient Express,The Body in the Library,Absent in the Spring,Death on the Nile,Absent in the Spring
332,"What is the pen name of the Russian-born American novelist known for her best-selling novels The Fountainhead and Atlas Shrugged?
",Ayn Rand,Edith Van Dyne,Pearl S Buck,Silence Dogood,Ayn Rand
333,"Which of these is a pseudonym used by Theodor Geisel, the iconic American author of over 60 childrens books including Green Eggs and Ham and The Cat in the Hat?
",All of these,Rosetta Stone,Theo. LeSieg,Dr. Seuss,All of these
334,"Finish this popular thought by Mark Twain: Compliments embarass me - I always feel that they...
",make me feel old and too revered.,praise me insincerely.,havent said enough.,give me too much credit for things other people have done.,havent said enough.
335,"Which is the correct ending of this quotation by Mark Twain: A classic is something everybody wants to have read and...?
",everybody easily understands.,nobody wants to read.,nobody has ever willingly read.,everybody should have already read.,nobody wants to read.
336,"FInish the popular quote by Mark Twain: ...each place has its advantages - heaven for climate and hell for...
",seeing ones enemies.,punishment.,pleasure.,society.,society.
337,"What is the correct answer to the following question according to writer an humorist Mark Twain: What鈥檚 the difference between a taxidermist and a tax collector?
",The taxidemist only takes your skin.,The tax collector is an elected official.,There is no difference. They both skin you.,The tax collector has no warm blood.,The taxidemist only takes your skin.
338,"Finish this humors remark by Mark Twain: The report of my death was...
",an exaggeration.,based on rumor and hearsay.,a bit premature.,only wishful thinking.,an exaggeration.
339,"What is the correct ending of the following quote by Mark Twain: Always obey your parents - especially when...?
",they are in striking distance.,they are still alive.,they are present.,they are younger than you.,they are present.
340,"Finish this popular thought by humorist and author Mark Twain:Always do right. This will gratify some people and...
",be an example to others.,get you into heaven.,shock the world.,astonish the rest.,astonish the rest.
341,"How does this thought by Mark Twain end: Man is the only religious animal. He is the only animal that has the True Religion--?
",several of them.,a guilty conscience.,money.,and endlessly betrays it.,several of them.
342,"What is the correct ending of the following thought by Mark Twain: Everybody talks about the weather, but...?
",thats all they do...talk.,no one understands it.,the weather doesnt really care.,no one does anything about it.,no one does anything about it.
343,"How does this thought by Mark Twain end: To be good is noble; but to show others how to be good is nobler and...?
",is no trouble.,saintly.,practically impossible.,more rewarding.,is no trouble.
344,"Agatha Christie wrote romances under the name Mary Westmacott.
",True,False,,,True
345,"Agatha Christie has been called by the Guinness Book of World Records the 2nd best-selling author of all time.
",False,True,,,True
346,"Three authors were said to have influenced Agatha Christie. Which of these is not one of them?
",Anna Katherine Green,Henry Wadsworth Longfellow,Sir Arthur Conan Doyle,Edgar Allen Poe,Henry Wadsworth Longfellow
347,"In 1979, this actress played the part of Agatha Christie in the film Agatha.
",Caroline Sullivan,Vanessa Redgrave,Lynn Redgrave,Katherine Hepburn,Vanessa Redgrave
348,"Agatha Christie died in 1985 at the age of 76.
",False,True,,,False
349,"What was the occupation of Agatha Christies second husband?
",naval engineer,archaeologist,playwright,physician,archaeologist
350,"Which detective novel by Agatha Christie introduced Miss Marple to readers?
",The Murder at the Vicarage,Death On The Nile,Murder on The Orient Express,And Then There Were None,The Murder at the Vicarage
351,"Agatha Christie met her second husband at a theatre entrance in London, England.
",True,False,,,False
352,"Agatha Christies birth name was Mary Katherine Francis.
",False,True,,,False
353,"What romantic period author created the Byronic hero, Heathcliff?
",Lord Byron,Emily Bronte,Charlotte Bronte,Victor Hugo,Emily Bronte
354,"Who wrote the play, The Jew of Malta?
",Shakespeare,Marlowe,Gardner,Jonson,Marlowe
355,"Name the Faulknerian character from As I Lay Dying who states the following: My mother is a fish.
",Darl,Jewel,Anse,Vardaman,Vardaman
356,"Kurt Vonnegut created the character Billy Pilgrim in his novel Breakfast of Champions.
",True,False,,,False
357,"Which modern author created the character Ari Ben Canaan?
",Saul Bellow,Albert Camus,Leon Uris,Chaim Potok,Leon Uris
358,"Which Shakespearean tragic hero had a run in with cannibals?
",Othello,Julius Caesar,Pericles,Hamlet,Othello
359,"Which Faulknerian character confuses his mother with a horse?
",Cash,Darl,Vardaman,Jewel,Jewel
360,"Which of these is an innocent and ignorant protagonist created by Dostoevsky?
",Forrest Gump,Mischkin,Boo Radley,Lenny,Mischkin
361,"Which philosopher-writer created a character who later renames himself to Prometheus?
",Nietzche,Ayn Rand,Albert Camus,Voltaire,Ayn Rand
362,"In which of William Shakespeares tragedies does a minor character disappear in Act III with no explanation given?
",King Lear,Macbeth,Othello,Hamlet,King Lear
363,"Which author created a series about a teenager who discovers he is a wizard and goes to Hogwarts School of Witchcraft and Wizardry?
",J. K. Rowling,James Patterson,Jules Verne,J. R. R. Tolkien,J. K. Rowling
364,"Which of the following movies is a remake of a 1954 Japanese movie?
",The Seventh Sign,Se7en,The Magnificent Seven,Seven Sinners,The Magnificent Seven
365,"Which of these is not one of the seven dwarfs in Snow White and the Seven Dwarfs, the first American animated feature film?
",Dopey,Doc,Sleazy,Happy,Sleazy
366,"The author of the autobiographical account Seven Pillars of Wisdom is popularly known by this name.
",Lawrence of Arabia,Robin of Loksley,J. R. Tolkien,Dalai Lama,Lawrence of Arabia
367,"The movie The Seven Year Itch contains the iconic scene, in which Marilyn Monroe has her dress blown up by a passing train. What line does she deliver when this happens?
",Isnt it too windy?,Isnt this sweet?,Isnt it fantastic?,Isnt it delicious?,Isnt it delicious?
368,"What book in the popular Harry Potter series contains a chapter titled The Seven Potters?
",Harry Potter and the Deathly Hallows,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Chamber of Secrets,Harry Potter and the Deathly Hallows
369,"Jean-Jacques Annauds movie Seven Years in Tibet is based on the experiences of Austrian mountaineer Heinrich Harrer, who befriends the Tibetan spiritual leader, known as the Dalai Lama. The word lama is generally translated as guro or teacher. What does the word dalai mean in Mongolian?
",ocean,mighty,wise,spirit,ocean
370,"This 1990s song, which is supposed to describe apocalyptic events, ends with the line one day all 7 will die.
",7,7 Shades of Black,Seventh Heaven,Love Is the Seventh Wave,7
371,"In the crime thriller Se7en, that deals with a series of murders inspired by the seven deadly sins, Joe Doe, the murderer, admits that he, himself, is guilty of this sin.
",wrath,none of these,envy,pride,envy
372,"What bands 7th studio album was titled Seventh Son of a Seventh Son?
",The Rolling Stones,Judas Priest,Iron Maiden,Led Zeppelin,Iron Maiden
373,"In the Seinfeld episode The Seven, this character revealed that he wanted to name his first child Seven.
",George Costanza,George Steinbrenner,Jerry Seinfeld,Cosmo Kramer,George Costanza
374,"Fannie Flag wrote this 1991 Academy Award-nominated movie, starring Kathy Bates and Jessica Tandy, which was based on her best selling-novel written 4 years earlier.
",Misery,Scent of a Woman,Driving Miss Daisy,Fried Green Tomatoes,Fried Green Tomatoes
375,"Based on a Pulitzer prize winning novel by Michael Cunningham this 2002 movie featured Nicole Kidman and Julianne Moore.
",Home at the End of the World,The Others,The Hours,Mrs Dalloway,The Hours
376,"This film directed by Taylor Hackford was based on a novel by Andrew Neiderman and featured Keanu Reeves and Charlize Theron.
",The Devils Advocate,Sweet November,Monster,The Long Walk Home,The Devils Advocate
377,"This 1999 film, based on the novel The Positronic Man, was co-written by Isaac Asimov and Robert Silverberg and starred Robin Williams. It was nominated for Academy award for best make-up.
",S1m0ne,Bicentennial Man,A.I.: Artificial Intelligence,"I, Robot",Bicentennial Man
378,"This remake of a Dino Risi film from 1974 was based on the Italian novel Il buio e il miele (Darkness and Honey) by Giovanni Arpino, starred Al Pacino and was nominated for four Academy awards, winning one of them.
",The Godfather: Part III,Carlitos Way,Scent of a Woman,The Devils Advocate,Scent of a Woman
379,"This 1994 film, nominated for four Academy Awards and directed and produced by Robert Redford was based on Richard Goodwins book Remembering America: A Voice From the Sixties.
",Promised Land,Quiz Show,Ordinary People,Accelerating America,Quiz Show
380,"The biography of Nobel prize winning economist and mathematician John Nash, written by Sylvia Nasar, inspired this 2001 movie directed by Ron Howard, which was nominated for 8 Academy awards and won four of them.
",Higher Learning,Beautiful Mind,The Missing,Cinderella Man,Beautiful Mind
381,"This 1990 film featuring Harrison Ford and Brian Dennehy was an adaptation of the Scott Turows novel of the same name about of a prosecutor charged with the murder of his female colleague.
",Presumed Innocent,The Burden of Proof,The Pelican Brief,The Fugitive,Presumed Innocent
382,"Based on a 1983 book by Dick King-Smith, this 1995 Australian film directed by Chris Noonan was nominated for seven Academy Awards.
",Shine,Sophie,Crocodile Dundee,Babe,Babe
383,"This 1997 science fiction movie directed by Robert Zemeckis was adapted from Carl Sagans novel of the same title.
",Cosmos,Back to the Future,Contact,A.I.: Artificial Intelligence,Contact
384,"This authors Pulitzer Prize-winning novel American Pastoral and his 1969 bestseller Portnoys Complaint were both included in Time magazines 100 Best Novels list.
",Philip Roth,Jack Kerouac,John Fowles,Joseph Heller,Philip Roth
385,"This novel by Theodore Dreiser, included in Time magazines 100 Best Novels list, tells the story of a young man, Clyde Griffiths and deals with subjects such as religion, abortion and capital punishment.
",The Stoic,An American Tragedy,Death Comes for the Archbishop,Midnights Children,An American Tragedy
386,"This Pulitzer Prize-winning novel, set in the fictional tired old town of Maycomb, Alabama, is narrated by six-year-old Scout Finch.
",The Prime of Miss Jean Brodie,To Kill a Mockingbird,To the Lighthouse,The Sound and the Fury,To Kill a Mockingbird
387,"This British authors novels Brideshead Revisited and A Handful of Dust both appeared on the list of Time magazines list of 100 Greatest Novels.
",Ian McEwan,Evelyn Waugh,Martin Amis,Salman Rushdie,Evelyn Waugh
388,"What allegorical novel, included on Time magazines 100 Greatest Novels list, follows a group of young boys marooned on a desert tropical island?
",Native Son,The Lord of the Rings,American Pastoral,Lord of the Flies,Lord of the Flies
389,"This novel by Jack Kerouac, regarded as the defining work of the Beat Generation, is based on the spontaneous trips made by the author and his friends.
",Naked Lunch,A Passage to India,On the Road,Midnights Children,On the Road
390,"Midnights Children, one of the books on Time magazines list of 100 Greatest Novels, was written by this author, who was sentenced to death following the publication of one of his literary works.
",J.D. Salinger,Kazuo Ishiguro,Salman Rushdie,Zadie Smith,Salman Rushdie
391,"Which of the following acknowledged literary works was left out of the list of 100 Best English-language Novels, published in Time magazine in 2006?
",War and Peace,Moby Dick,all of these,The Adventures of Huckleberry Finn,all of these
392,"What novel on Time magazines Best Novels list follows Holden Caulfield, a character that has come to be associated with teenage angst and rebellion?
",The Moviegoer,The Blind Assassin,A Clockwork Orange,The Catcher in the Rye,The Catcher in the Rye
393,"What fantasy novel, focusing on the adventures of the Pevensie siblings and set approximately in 1940, appeared on Time magazines 100 Best English-language Novels?
","The Lion, the Witch and the Wardrobe",The Painted Bird,The Lord of the Rings,The Chronicles of Prydain,"The Lion, the Witch and the Wardrobe"
394,"What 18th century English writer depicted Man Friday, whose name has become an expression used to describe a loyal male personal assistant?
",Daniel Defoe,Robert Louis Stephenson,Johnathan Swift,Sir Walter Scott,Daniel Defoe
395,"A neurological condition, characterised by altered perceptions of body image and visual illusions, was named after this character from childrens literature.
",Pinocchio,Peter Pan,Alice in Wonderland,Peter Rabbit,Alice in Wonderland
396,"This economic term, derived from the name of a folklore hero, refers to income redistribution.
",Robin Hood effect,King Arthur effect,Sir Galahad effect,Sir Lancelot effect,Robin Hood effect
