,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
217,"In the Internet cartoon Homestar Runner, Strong Bad works with Homestar and The Cheat at an unnamed tech company, but what is his dream job?
",universal make-out helper for hot girls,2nd 2nd assistant space whale scrubber,death-defying juggling trapeze artist,supreme ultralord of the international gazebo,2nd 2nd assistant space whale scrubber
218,"What is the name of the fan club dedicated to Homestar Runner character Strong Bad?
",The Deleteheads,The Trogdorians,The Geddup Noise,The Lucho Libres,The Deleteheads
219,"In the e-mail secret recipes, Strong Bad claims he has a secret family recipe for cooking which of the following?
",Cheek,Chekt,Chort,Chemp,Chekt
220,"In the e-mail animal, Homestar Runner character Strong Bad is asked to make-up an animal. What is NOT one of the animals that he creates?
",Sterrance,Da Huuuuuudge,Deep Sea Fangly Fish,La Mongo,La Mongo
221,"Cartoon character Strong Bad got this name because he can bench-press 125 pounds.
",False,True,,,False
222,"In the Homestar Runner cartoon, Strong Bad and Strong Sad co-author the Teen Girl Squad comic.
",True,False,,,False
223,"Which movie is this Warcraft 3 quote from?
",Cool Hand Luke,Cool Hand Luke,For a Fistful of Dollars,Metal Man,ndit: -What we have here is a failure to communicate.
224,"In the cartoon series Calvin and Hobbes, what is Hobbes?
",A stuffed leopard,A boy,A stuffed tiger,A beagle,A stuffed tiger
225,"What is Calvins favorite subject according to the popular comics Calvin and Hobbes?
",Mammals,Plants,Space,Dinosaurs,Dinosaurs
226,"In the Calvin and Hobbes comics, Hobbes is constantly sneaking up on Calvin and pouncing on him when he doesnt expect it.
",True,False,,,True
227,"Which of these has not been used as a ring name by Hulk Hogan?
",Mr. America,Sterling Golden,The Super Destroyer,The Bronze Bomb,The Bronze Bomb
228,"Who bought the rights to the name Hulk Hogan in 2005?
",Marvel Comics,Hulk Hogan,Vince McMahon,Hiro Matsuda,Hulk Hogan
229,"In what year was Hulk Hogan inducted into the WWE Hall of Fame?
",2003,2000,2005,1999,2005
230,"Hulk Hogans oldest daughter Cassidy refuses to be filmed on the familys reality show.
",True,False,,,False
231,"What is the name of Hulk Hogans wife, whom he married in 1983?
",Jessica,Ruth,Brooke,Linda,Linda
232,"Hulk Hogan has played in several rock bands.
",False,True,,,True
233,"In what year did Hulk Hogan make his debut in the World Wrestling Federation?
",1980,1983,1977,1979,1979
234,"Which of these actors has Hulk Hogan not co-starred with?
",Christopher Lloyd,John Ritter,Sherman Hemsley,Ed Begley Jr.,John Ritter
235,"In which of the Rocky movies did Hulk Hogan have a part?
",Rocky,Rocky III,Rocky IV,Rocky II,Rocky III
236,"Which video game is the following quote from?
",Escape from Monkey Island,Grim Fandango,Escape from Monkey Island,Monkey Island 2: LeChucks Revenge,e got muscles in places youve never even heard of.
237,"Which video game are the following quotes from?
", Get that flag up! Berlin is ours!,Call of Duty,Medal of Honor,Hidden and Dangerous 2," Come on, comrades! Up to the rooftop! Go!"
238,"Emmett Kelly, who initially was a trapeze artist, started working as a clown in what year?
",1931,1921,1935,1928,1931
239,"What was the name of Emmett Kellys son, who also played a character named Weary Willie?
",William Kelly,Red Skelton,Emmett Kelly Jr.,Red Kelly,Emmett Kelly Jr.
240,"Circus performer Emmet Kelly is depicted in a famous photograph trying to put out the fire that occurred shortly after the San Francisco Earthquake in 1938.
",False,True,,,False
241,"Emmett Kelly died of heart attack in 1979 at age of 80.
",False,True,,,True
242,"Emmett Kelly took a year off from the stage and circus to serve as mascot for which baseball team?
",Los Angeles Dodgers,Brooklyn Dodgers,Kansas City Royals,New York Mets,Brooklyn Dodgers
243,"In 1957, Cecil B. DeMilles hired Emmett Kelly to perform in I, Clowns.
",True,False,,,False
244,"Circus performer Emmet Kelly started his trapeze act in 1923 with the John Robinson Circus.
",False,True,,,True
245,"Name Emmett Kellys birth state, which is also the location of the Emmett Kelly Museum.
",Iowa,Kansas,Nevada,Nebraska,Kansas
246,"Emmett Kellys character, Weary Willie, always made fans burst out in laughter.
",False,True,,,False
247,"How many contestants are there in the Miss America competition each year?
",50,52,40,51,52
248,"How many years does the winner of the Miss America Pageant hold the Miss America title?
",2,4,1,She is Miss America for the rest of her life.,1
249,"Where did the first Miss America pageant take place?
","Las Vegas, Nevada","Miami, Florida","St. Louis, Missouri","Atlantic City, New Jersey","Atlantic City, New Jersey"
250,"The Miss America Pageant is the number one provider of which of the following?
",Medical insurance for women in the United States,Battered women shelters,Job opportunities for women in the United States,Scholarships for women in the United States,Scholarships for women in the United States
251,"During the talent portion of the Miss America competition the contestants perform on stage. What are the two most common talents that are exhibited?
",Cheer leading and speech,Piano and tap dancing,Acting and juggling,Singing and dancing,Singing and dancing
252,"In 1996, a phone-in poll was held to ask the public if they should continue with the swimsuit portion of the Miss America Pageant. What percentage of voters wanted the swimsuit portion to continue?
",75%,99%,87%,14%,87%
253,"Who was the very first woman to win the Miss America competition?
",Phyllis McDonald,Anne Washington,Margaret Gorman,Lee Meriwether,Margaret Gorman
254,"What year was the Miss America competition televised for the very first time?
",1980,1952,1926,1955,1955
255,"Who became the first African American woman to win the title of Miss America?
",Halle Berry,Naomi Campbelle,Tyra Banks,Vanessa Williams,Vanessa Williams
256,"How many times can a woman compete in the Miss America pageant?
",It is not specified.,3,2,1,1
257,"What hero do these words belong to: I fear no death, I fear no enemy, our
",Fenix,Tessadar,Artanis,Fenix,rength is eternal
258,"Who created Popeye, Olive Oyl and Bluto?
",Elzie C. Segar,Edgar C.  Segar,Max Flescher,Chester Gould,Elzie C. Segar
259,"Olive Oyl was created before Popeye.
",False,True,,,True
260,"Who was the woman who was the basis for the character Olive Oyl?
",Dora Paskel,Mae Questel,Carol Lynnley,Barbara London,Dora Paskel
261,"Who provided the voice for Olive Oyl in the cartoons?
",Carol Lynnley,Dora Paskal,Shelley Duvall,Mae Questel,Mae Questel
262,"Which of the following movies premiered in 1948?
",Olive Oyl for President,Popyes Romance,Olive and Popeye,The Lovely Olive Oyl,Olive Oyl for President
263,"In the  1980 movie Popeye, which pair portrayed Popeye and Olive?
",Robin Williams and  Shelley Duvall,Robin Williams and Carol Lynnely,Robin Williams and  Lily Tomlin,Ray Walston and  Lily Tomlin,Robin Williams and  Shelley Duvall
264,"Who was Sweet Pea?
",Popeyes ward,Olive Oyls adopted son,It is never revealed.,Olive Oyls own baby,It is never revealed.
265,"Who was Olive Oyls niece?
",Vega Oyl,Kamon Oyl,Sutra Oyl,Diesel Oyl,Diesel Oyl
266,"What rock group is featured in the Rock n Roller Coaster?
",Metallica,Aerosmith,Guns n Roses,Motley Crew,Aerosmith
267,"The Dark Knight is an indoor roller coaster.
",False,True,,,True
268,"Who created Captain America?
",Joe Simon  Jack Schuster,Stan Lee  Jack Kirby,Joe Simon  Jack Kirby,Jack Kirby  Bob Kane,Joe Simon  Jack Kirby
269,"Captain America made his first appearance in what comic book?
",War Comics #1,Tales of Suspense #58,Captain America Comics #1,"Whiz Comics #2,",Captain America Comics #1
270,"Who was Captain Americas sidekick during World War II?
",Miss America,Union Jack,Bucky,"Flag Boy,",Bucky
271,"What is Captain Americas secret identity?
",Nick Fury,Peter Parker,Steve Rogers,Tony Stark,Steve Rogers
272,"For a brief period during the 1970s, disillusioned by U.S. politics, Captain America changed his name to ...
",Wanderer,Exile,Nomad,Outsider,Nomad
273,"What team of superheroes discovered Captain Americas body frozen in a block of ice in 1964?
",Fantastic Four,Defenders,Avengers,All-Star Squadron,Avengers
274,"What villain did Captain America and Bucky fight in the very first issue of Captain America Comics?
",Viper,Red Skull,Baron Zemo,Just Nazi soldiers,Red Skull
275,"What was the original shape of Captain Americas shield?
",Star-shaped,Circular,Badge-shaped,Square,Badge-shaped
276,"Who played the title role in the 1979 TV movie Captain America?
",Reb Brown,Dick Purcell,Matt Salinger,Scott Paulin,Reb Brown
277,"When Captain Americas original sidekick was wounded in combat, who replaced him?
",The Human Torch,Spitfire,Miss America,Golden Girl,Golden Girl
