,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
1057,"The Leaning Tower of Pisa is actually a campanile and has this number of bells.
",12,7,3,1,7
1058,"The Leaning Tower of Pisa used to lean in the opposite direction.
",False,True,,,True
1059,"Two of the most famous outlaw brothers of yesteryear, Frank and Jesse, are from Kentucky.  What was their last name?
",Jones,Johnson,Earp,James,James
1060,"The 16th president of the United States came from Kentucky. Who was he?
",Woodrow Wilson,John Adams,Richard Nixon,Abraham Lincoln,Abraham Lincoln
1061,"Butcher Hollow, Van Lear, KY was the home place of this coal miners daughter.
",Ginger Grant,Loretta Lynn,Janis Joplin,Tina Louise,Loretta Lynn
1062,"Blue Moon of Kentucky was a major hit for this country / bluegrass music star.
",Elvis Presley,Travis Tritt,Johnny Cash,Bill Monroe,Bill Monroe
1063,"The creator of the Kentucky Fried Chicken franchise was also from the bluegrass state. He was known as Colonel Sanders, but what was his first name?
",James,Harland,Gary,Joe,Harland
1064,"Boxing legend Cassius Clay was born in Louisville, KY.  What did he later change his name to?
",Tommy Morrison,George Forman,Muhammad Ali,Johnny Rocket,Muhammad Ali
1065,"Glasgow,  KY is the birth place of this Good Morning America television news journalist.
",Jenny Jones,Joanie Billups,Diane Sawyer,Jerri Stoneman,Diane Sawyer
1066,"This baseball Hall Of Fame shortstop starred for the Dodgers in the 1950s.
",Pee Wee Reese,Amos Otis,Dave Concepcion,Tony Kubek,Pee Wee Reese
1067,"This college basketball coach won 875 games while coaching the University of Kentucky Wildcats basketball team for 41 years.
",Tubby Smith,Eddie Sutton,Pat Riley,Adolph Rupp,Adolph Rupp
1068,"This host of many game shows, such as Love Connection and Lingo, was born in Ashland, KY.
",Monty Hall,Wink Martindale,Pat Sajak,Chuck Woolery,Chuck Woolery
1069,"Only American soldiers or American citizens are allowed to be buried at Arlington National Cemetery.
",True,False,,,False
1070,"When is Memorial Day?
",Last Monday of May,Last day of May,The fourth Monday of every May,The date changes every year,Last Monday of May
1071,"What African nation lost its coastal access on the Red Sea (and became landlocked) when Eritrea gained independence in 1993?
",Sudan,Djibouti,Somalia,Ethiopia,Ethiopia
1072,"South Africa entirely surrounds this small landlocked country.
",Lesotho,Swaziland,Botswana,Zimbabwe,Lesotho
1073,"There are two countries in the world which are double-landlocked meaning they are surrounded by other landlocked countries. One is Uzbekistan. Name the other one which is a small principality in the European Alps.
",Andorra,Liechtenstein,Luxembourg,Monaco,Liechtenstein
1074,"In the movie The Sound of Music one of the main characters was a captain in the Navy of what landlocked country?
",Hungary,Liechtenstein,Austria,Switzerland,Austria
1075,"This African landlocked nation was once known as Upper Volta (or Haute Volta). What is it called now?
",Burkina Faso,Niger,Central African Republic,Mali,Burkina Faso
1076,"For a variety of reasons, mostly relating to ethnic conflict, the three landlocked nations in East Africa have been home to terrible atrocities and genocide. Which of the following is NOT one of these East African landlocked nations?
",Uganda,Sudan,Burundi,Rwanda,Sudan
1077,"Thirteen countries, or almost a third of all landlocked countries in the world, have gained their independence in 1990, mostly due to the breakup of the Soviet Union and the breakup of Yugoslavia. Which of the following is NOT one of these thirteen countries?
",Macedonia,Montenegro,Moldova,Armenia,Montenegro
1078,"Almost all landlocked countries are in Europe, Africa and Central Asia. What is the only landlocked country in Southeast Asia?
",Singapore,Laos,Vietnam,Cambodia,Laos
1079,"For which of these traits is Ebenezer Scrooge best known?
",Humbleness,Compassion,Empathy,Greed,Greed
1080,"Ebenezer Scrooge was based on a real person.
",False,True,,,True
1081,"Which of these is most important to Ebenezer Scrooge?
",His principals,Money,Family,Friends,Money
1082,"What is the name of Ebenezer Scrooges underpaid clerk?
",Tiny Tim,Jacob Marley,Bob Cratchit,Bob Marlow,Bob Cratchit
1083,"The committee required four criteria for submission to design this monument: The monument must harmonize with the surroundings, the monument will not make any political statement, it will honor service and must include the 57,661 names of those killed or missing in action. On what memorial will you find these lines, The names of those who gave their lives and of those who remain missing are inscribed in the order they were taken from us.?
",The World War I Memorial,The World War II Museum,Vietnam Veterans Memorial,The Korean War Memorial,Vietnam Veterans Memorial
1084,"The East Gate is inscribed with the time 9:01 A.M. and the West Gate with 9:03 A. M. In what city would you find 168 chairs in the Field of Empty Chairs?
","Selma, AL","Oklahoma City, OK","Stoneycreek, PA","Lockerbie, UK","Oklahoma City, OK"
1085,"Richmond, Virginia was once the capitol of the Confederacy and in this city  you will find what is now known as Monument Avenue. Monument Avenue was known as Confederate Avenue when the first statute, of General Robert E. Lee, was erected in 1890. As a sign of changing times, whose statute was unveiled in 1996?
",Arthur Ashe,Martin Luther King,Ulysses S. Grant,Fredrick Douglas,Arthur Ashe
1086,"This memorial is located on 7.5 acres of land and is made up of four rooms or courtyards. In room two, you will find these words inscribed I see one-third of a nation ill-housed, ill-clad and ill-nourished. The test of our progress is not whether we add more to the abundance of those who have much; it is whether we provide enough for those who have little. Whose carved figure would you see next to his little dog, Fala?
",Woodrow Wilson,Franklin Delano Roosevelt,Grover Cleveland,Teddy Roosevelt,Franklin Delano Roosevelt
1087,"On March 9, 1841the Supreme Court upheld a lower court decision which ruled that Joseph Cinque and other members of the Mende people had been illegally enslaved and were ordered to be returned to Africa. What replica sails the seas and visits ports as an educational tool and ambassador of goodwill?
",Old Ironsides,U.S.S.  Constitution,Amistad,Bonhomme Richard,Amistad
1088,"What luxury car brand was resurrected in 2002 by Mercedes-Benz?
",Rolls-Royce,Maybach,Maserati,Lamborghini,Maybach
1089,"This company which produces automobiles, motorbikes and wheelchairs was founded in 1909. Models of cars include Jimny and Grand Vitara.
",Citroen,Daewoo,Suzuki,Kia,Suzuki
1090,"What German auto manufacturer was originally set up in 1910 and has a slogan in its home country which translates as Advancement Through Technology?
",Mercedes Benz,Volkswagen,Audi,BMW,Audi
1091,"Founded in 1899 by three brothers, this French vehicle company has produced models called Voiturette 1CV and Dauphine, but generally numbers its models. The company was first to patent the sedan car and the turbocharger.
",Peugeot,Bugatti,Citroen,Renault,Renault
1092,"This Italian motor company, originally called Anonima Lombarda Fabbrica Automobili, was founded in 1910 and was acquired by Fiat in 1986.
",Maserati,Lancia,Ferrari,Alfa Romeo,Alfa Romeo
1093,"Name Nissans luxury car brand in the American, Canadian, Mexican, Middle Eastern, South Korean and Taiwanese markets. Models include G37, M, EX35 and QX56.
",Acura,Lexus,Infiniti,Nissan,Infiniti
1094,"Which model of car, first released by Lotus in 1996, has a hand-finished fibreglass shell bonded to an extruded aluminium frame, is capable of speeds up to 150 mph (240 km/h) and at the time of its release weighed just over half of what a Porsche Boxter did?
",Europa,Exige,Elise,Elan,Elise
1095,"What is the official currency of the European Union?
",Dollar,Franc,Pound,Euro,Euro
1096,"Which country uses the yen as its national currency?
",North Korea,China,Japan,South Korea,Japan
1097,"Rubles are used in which Eastern European country?
",Austria,Serbia,Russia,Czech Republic,Russia
1098,"Before switching to the euro, which of these countries used francs?
",Germany,Finland,France,Austria,France
1099,"Which of the following countries uses the pound as its currency?
",United Kingdom,France,Spain,Germany,United Kingdom
1100,"Which of these countries does not use the peso as its national currency?
",Argentina,Cuba,Mexico,Venezuela,Venezuela
1101,"Which ancient empire used the denarius?
",Hellenic Empire,Egyptian Empire,Roman Empire,Persian Empire,Roman Empire
1102,"Which of these countries used the lira before it switched to the euro?
",Germany,Romania,Turkey,Italy,Italy
1103,"Which of these countries use dollars?
",Great Britain and Canada,The USA and Great Britain,Canada and Australia,Great Britain and Australia,Canada and Australia
1104,"Before it started using the euro, which country used marks?
",Germany,Spain,France,Portugal,Germany
1105,"Which 102-storey Art Deco style building was officially opened in May, 1931?
",Sears Tower,Empire State Building,CN Tower,World Trade Center,Empire State Building
1106,"As unbelievable as it may seem, seventeen of the worlds twenty largest hotels are located in the same city, on the same street. Which is this city?
",New York,Las Vegas,Dubai,Paris,Las Vegas
1107,"Jumeirah Beach Hotel, one of Dubais most luxurious hotels, has a unique architectural structure, resembling what?
",A shark,A starfish,A wave,A seashell,A wave
1108,"If you long for a Caribbean adventure, this Las Vegas hotel resort carrying the name of a Robert Louis Stevensons famous book, is the right place for you.
",The Beach at Fales谩,The Wrecker,Treasure Island,The Isle of Voices,Treasure Island
1109,"This British hotel, located on Strand street in London and famous for its superb cooking, carries the name of the palace which once occupied the site.
",Langham Palace,Savoy Palace,Beau-Rivage Palace,The Brown Palace Hotel,Savoy Palace
1110,"This hotel located in the capital of the small African country of Rwanda is not only famous for its luxury, but also for the nearly 1,000 people it saved during the Rwandan Genocide in 1994.
",H么tel des Mille Collines,Villa Muniria,Llao Llao,Normandie Hotel,H么tel des Mille Collines
1111,"A small part of Russia lies just north of Poland on the Baltic Sea, separated from the rest of Russia by three nations. What is the current name of this exclave of Russia?
",Konigsberg,Kaliningrad,Lithuania,St. Petersburg,Kaliningrad
1112,"This nation, which became independent in 2002, shares an island with Indonesia. Part of its territory, the district of Oecussi-Ambeno, is separated from the rest of the country by a part of the Indonesian province of East Nusa Tenggara.
",Malaysia,East Timor,Brunei,Papua New Guinea,East Timor
1113,"This town was a South African enclave, surrounded on three sides by the nation of Namibia (and by the Atlantic Ocean on the other side) until it was ceded to Namibia in 1994.
",Capetown,Walvis Bay,Windhoek,Angola,Walvis Bay
1114,"Until the reunification of Germany in 1990, this city was a West German enclave, completely surrounded by East Germany.
",West Berlin,Leipzig,Dresden,Bonn,West Berlin
1115,"The towns of Ceuta and Melilla in northern Morocco are autonomous cities of what nation?
",France,Spain,Great Britain,Algeria,Spain
1116,"Nakhichevan is an landlocked exclave, bordered by Armenia, Iran and Turkey. What nation is it a part of?
",Georgia,Russia,Azerbaijan,Armenia,Azerbaijan
1117,"The exclave of Cabinda in Africa is separated from the rest of the country it is part of by the Atlantic coastal portion of the Democratic Republic of the Congo. What nation does Cabinda belong to?
",Angola,Gabon,Equatorial Guinea,Republic of the Congo,Angola
1118,"The Musandam peninsula on the southern side of the entrance to the Persian Gulf is an exclave of what country, separated from the rest of the country by the United Arab Emirates?
",Qatar,Yemen,Saudi Arabia,Oman,Oman
1119,"The peninsula of Point Roberts, an exclave USA, can only be reached by land from other parts of its state by passing through the Canadian province of British Columbia. What U.S. state does Point Roberts belong to?
",Idaho,Montana,Washington,Alaska,Washington
1120,"According to which calendar, decreed in 1582, does the new year begin on January 1?
",Ecclesiastical,Julian,Gregorian,Roman,Gregorian
1121,"In this country, the new year begins between January 21 and February 21, at new moon.
",China,Norway,Russia,Ethiopia,China
1122,"This Roman god, usually depicted with two faces looking away from each other, gives the name of one of the months of the year and is a symbol of change and transition.
",Janus,Jupiter,Mars,Juno,Janus
1123,"The Scottish New Year celebration, whereupon people traditionally sing 鈥楢uld Lang Syne鈥, is called what?
",Losar,Gudi Padva,Norouz,Hogmanay,Hogmanay
1124,"Name the mythical figure, depicted as an old bearded man, dressed in a robe and usually carrying a scythe and an hourglass.
",Father Time,Father Year,Father Day,Father January,Father Time
1125,"Each year, on January 1, a New Year concert takes place, presenting mostly music of the Strauss family, broadcast in over 40 countries. In which city does this concert take place?
",London,Munich,Vienna,Salzburg,Vienna
1126,"This popular annual parade, which originated in 1890, takes place on New Year鈥檚 Day in Pasadena, California.
",Pride Parade,Tournament of Roses,Light Magic,Torchlight Parade,Tournament of Roses
1127,"This English Poet Laureate, regarded as the chief representative of the Victorian age poetry, wrote the poem, 鈥楾he Death of the Old Year鈥.
",William Butler Yeats,Robert Browning,T. S. Elliot,Alfred Tennyson,Alfred Tennyson
1128,"In this country, New Year, called 鈥榦shogatsu鈥, is generally regarded as the most important public holiday. Homes and entrance gates are decorated with ornaments made of pine, bamboo and plum trees.
",Japan,Vietnam,Tibet,Thailand,Japan
1129,"This American novelist, author of 鈥楲ife on Mississippi鈥, made the following humorous remark: 鈥楴ew Year鈥檚 Day - now is the accepted time to make your regular annual good resolutions. Next week you can begin paving hell with them as usual.鈥
",Ernest Hemingway,Henry James,John Steinbeck,Mark Twain,Mark Twain
1130,"This ancient legislation, which stood at the foundation of the Roman law, marked the beginning of the Roman legal history.
",Lex Duodecim Tabularum,Lex Acilia Calpurnia,Corpus Iuris Civilis,Lex Fufia Caninia,Lex Duodecim Tabularum
1131,"This collection of laws, originating from Mesopotamia, is known as one of the earliest sets of laws.
",Code of Hammurabi,Ur-Nammu,Codex of Lipit-Ishtar of Isun,Codex of Eshnunna,Code of Hammurabi
1132,"This legal Latin term, which in English means obvious, denotes evidence that is sufficient to prove a particular fact.
",pro hacvice,res ipsa loquitur,primogeniture,prima facie,prima facie
1133,"The United Nations Convention on the Right of the Child, which sets out the civil, political, economic, social and cultural rights of children, was adopted by The United Nations General Assembly on what date?
","November 20, 1989","May 12, 2000","November 20, 1959","October 10, 1990","November 20, 1989"
1134,"Which treaty, signed on 7 February, 1992, led to the creation of the European Union?
",Elysee Treaty,Maastricht Treaty,Treaty of Nice,Treaty of Berlin,Maastricht Treaty
1135,"The death penalty was abolished in Northern Ireland under the Northern Ireland (Emergency Powers) Act in what year?
",1983,1973,1972,1970,1973
1136,"In the judicial system of England and Wales this court has two divisions - Civil Division and Criminal Division.
",Court of Appeal,Crown Court,High Court,Magistrates Court,Court of Appeal
1137,"Clara Shortidge Foltz was the first woman to be admitted to practice law in the State of California. This happened in what year?
",1878,1872,1884,1886,1878
1138,"On May 17, 1954 this person announced the decision of the Supreme Court regarding Brown v. Board of Education, a landmark case in the United States legal history.
",Chief Justice Earl Warren,Chief Justice Taney,Chief Justice John Marshall,Chief Justice Joseph Story,Chief Justice Earl Warren
1139,"This person presided over the Federal Constitutional Court of Germany from 1987 to 1994, before being elected President of Germany.
",Johannes Rau,Christiane Herzog,Richard von Weizsacker,Roman Herzog,Roman Herzog
1140,"Who had the dubious honor of being Alcatrazs very first inmate?
",Joseph Harrison,Leon Gregory,Frank Bolt,Charles Copp,Frank Bolt
1141,"When did the US Air Force officially become activated?
","September 17, 1947","September 17, 1948","September 18, 1948","September 18, 1947","September 18, 1947"
1142,"Before becoming a separate entity, the US Air Force existed under this name.
",US Air Reserve Corps,US Army Air Force,US Army Air Corps,US Army Air Reserve,US Army Air Force
1143,"On what date did the Korean War begin and when did it end?
","June 25, 1950 - July 27, 1953","June 25, 1949 - July 27, 1952","June 25, 1949 - July 27, 1951","June 25, 1950 - July 27, 1952","June 25, 1950 - July 27, 1953"
1144,"The USAF Air Demonstration Squadron are also known as this.
",Blue Angles,Thunderchiefs,Golden Knights,Thunderbirds,Thunderbirds
1145,"What was the nickname given to the group of Black pilots in WW II that excelled in aerial combat?
",Montgomery Warcats,Talladega Warhawks,Tuskegee Airmen,Birmingham Warriors,Tuskegee Airmen
1146,"We can trace the origins of the first Christmas card back to 1843.
",False,True,,,True
1147,"The common Christmas plant Poinsettias is poisonous to humans.
",True,False,,,False
1148,"The Dutch were those who brought the Christmas tree tradition to the United States.
",False,True,,,False
1149,"A traditional early English Christmas dinner was a pigs head with mustard.
",True,False,,,True
1150,"Connecticut was the first U.S. state to recognize Christmas as an official holiday.
",False,True,,,False
1151,"In Ukraine spiders and spider webs are a traditional part of Christmas decorations.
",False,True,,,True
1152,"The traditional hook-like red-white candy canes started out as straight white sticks.
",True,False,,,True
1153,"As the song states, Christmas was once a 12-day celebration.
",False,True,,,True
1154,"The first use of electric Christmas lights was in the 1920s.
",True,False,,,False
1155,"In Victorian England the Christmas turkeys wore boots as they were walked into London.
",True,False,,,True
1156,"This monument was built in ancient Egypt, had many rooms and a fantastic maze hidden in a pyramid. Its walls were covered with gigantic figures. It is not certain when exactly it was destroyed, but during Roman times it was repeatedly plundered due to its fine stone.
",The pyramid of Amenhotep,The pyramid of Tutankhamen,The Sphinx,The Egyptian labyrinth,The Egyptian labyrinth
1157,"This massive step pyramid (about 210 by 150 feet in size) is the most well-preserved monument from the age of the Sumerians. In the 4th century BC the river Euphrates changed its course and the city, in which this pyramid was built, was abandoned.
",The Ziggurat at Ur,The Temple of Solomon,Abu Simbel,Statue of Zeus,The Ziggurat at Ur
1158,"This ancient-Greek structure had a single path running to and from the center, in 7 concentric rings. It was burned to the ground in the 15th century.
",The Labyrinth at Knossos,The Egyptian Labyrinth,The Temple of Artemis,Roman mosaic labyrinth,The Labyrinth at Knossos
1159,"This is one of the few surviving relics of the Phrygian culture, which occupied the territory known today as Anatolia. The relic was used for religious ceremonies. It is generally considered that the reasons for its semi-destruction were major climatic cataclysms.
",The Giants of Easter Island,The Great Wall of China,The Midas Monument,The Colosseum,The Midas Monument
1160,"It was the most famous artistic work of ancient Greece. The statue was made of gold and ivory and presided over the Olympic games. The games were forbidden, accused of being pagan in the 5th century by Emperor Theodosius I. Later, the statue disappeared and its fate has been unknown since.
",The Ziggurat of Marduk,The Parthenon,The Statue of Zeus at Olympia,The Colossus of Helios at Rhodes,The Statue of Zeus at Olympia
1161,"This great marble temple was built in Ephesus. It is famous for being one of the biggest temples the ancient Greeks ever built.  It was burned by a madman, who wanted to immortalize his name.
",The Mayan Pyramids,The Parthenon,The Temple of Artemis,The Forum,The Temple of Artemis
1162,"This was the monumental marble tomb of the Anatolian king Mausolus. 140 feet high, it rivalled even the Egyptian pyramids.
",The Mausoleum,The Colosseum,The Temple of Artemis,The Ziggurat of Marduk,The Mausoleum
1163,"These temples were built on the islands of Malta and Gozo earlier than the Egyptian pyramids and Stonehenge. They date from the Bronze Age - 3,600 BC.
",The Mayan Pyramids,Ggantija and the Megalithic Temples,The Ziggurat of Marduk,The Temple of Solomon,Ggantija and the Megalithic Temples
1164,"This building inspired the Biblical myth of the Tower of Babel. It was a gigantic seven-stage multicolored pyramidal tower, over 300 feet high. However, only the ground plan and traces of the three stairs leading up to it have been preserved.
",The fortifications at Khattusas,Troy,The Ziggurat of Marduk,The Parthenon,The Ziggurat of Marduk
1165,"These buildings were designed to be both tombs and temples.  Mayan royalties carried out self-torture and mutilation rites on the roofs, as they believed that blood nourished gods.
",Ggantija and the Megalithic Temples on Malta,The Hanging Gardens,The Giants of Easter Island,The Mayan Pyramids,The Mayan Pyramids
1166,"This First Lady of the United States started the first White House library.
",Abigail Washington,Abigail Fillmore,Abigail Lincoln,Abigail Adams,Abigail Fillmore
1167,"When George Washington first won the Presidency, how many states did he carry?
","None - he was appointed, not voted in",13 - all of the states,10 - he did not carry three states,14 - the 13 original colonies plus Ohio,10 - he did not carry three states
1168,"Who was the first incumbent, one-term President not to be even nominated for another term although he wanted the office?
",Millard Fillmore,Zachary Taylor,Lyndon Johnson,Richard Nixon,Millard Fillmore
1169,"Who was the first US president with no natural children?
",James Madison,George Washington,James Buchannan,John Tyler,George Washington
1170,"Who actually built Monticello, the estate of Thomas Jefferson?
",Jefferson built it with his own two hands.,Jeffersons slaves,James Madisons construction company,Masons brought over from Europe by Jefferson,Jeffersons slaves
1171,"This very important Supreme Court case struck down a Connecticut law banning the use of contraceptives.
",Phillips v. Martin,Roe v. Wade,Connecticut v. Hutchinson,Griswold v. Connecticut,Griswold v. Connecticut
1172,"Who was the first US President to be born in the 19th century?
",Millard Fillmore,John Tyler,Andrew Johnson,Martin Van Buren,Millard Fillmore
1173,"Two streets in Jerusalem are named after US Presidents. Which two?
",Washington and Lincoln,Washington and  Kennedy,Lincoln and Kennedy,Kennedy and Nixon,Washington and Lincoln
1174,"This city in California bills itself as The Avocado Capital of the World.
",Yorba Linda,Fall Brook,Pacific Grove,Sacramento,Fall Brook
1175,"In July 2005, Hersheys announced that they would acquire California-based boutique chocolate-maker Scharffen Berger.
",False,True,,,True
1176,"Hershey merged with Cadbury Schweppes p.l.c. in 2000.
",False,True,,,False
1177,"This candy bar, produced by the Hershey Company, was created around 1928 by a former dairy farmer and shipping foreman for Milton S. Hershey.
",Hersheys kisses,Reeses peanut butter cups,HEATH toffee bar,Hersheys chocolate bar,Reeses peanut butter cups
1178,"Which African country is bordered by Nigeria, Cameroon, Niger, Libya, Sudan and the Central African Republic?
",Mauritania,Chad,Togo,Mali,Chad
1179,"I am thinking of a US state. The capitals of the states bordering it are Sacramento, Salem, Boise, Salt Lake City and Phoenix. What is the capital of the state I am thinking of?
",Denver,Olympia,Madison,Carson City,Carson City
1180,"The United Kingdom has no land borders.
",False,True,,,False
1181,"Which of the following Australian states has no border with any of the others?
",Queensland,New South Wales,Victoria,Tasmania,Tasmania
1182,"This country, bordering the Arabian Sea on the south, also has land borders with Iran, Afghanistan, China and India.
",Iraq,Azerbaijan,Turkmenistan,Pakistan,Pakistan
1183,"Oklahoma has borders with how may other states?
",7,5,6,4,6
1184,"Switzerland has borders with France, Germany, Italy, Austria and which other country?
",Luxembourg,Slovenia,Liechtenstein,Czech Republic,Liechtenstein
1185,"The English county of Yorkshire was originally split into 3 districts that bordered each other. These districts were historically called, Ridings. Which of these was not one of the historic Ridings?
",North Riding,East Riding,South Riding,West Riding,South Riding
1186,"Is Harare the capital of Niger?
",No,Yes,,,No
1187,"Three of these US cities are real, the fourth is a fake.
","West Illiad, AR","Blue Ash, OH","King of Prussia, PA","Hamtramck, MI","West Illiad, AR"
1188,"Take a good look, one of these US cities is as counterfeit as that fiver you spent on coffee this morning!
","Millbrae, CA","North Orange, NJ","Osage, Florida","Bessemer, AL","North Orange, NJ"
1189,"Drat, I hate when the phone rings so early! Got another list for ya.  Who could imagine thered be so many fake towns out there!? Can you spot the fake one?
","Grapevine, TX","St. Albins, MO","West Allis, WI","Cementville, IN","St. Albins, MO"
1190,"Help me with this list, one of these towns does not exist.
","Covington, KY","Gastonia, NC","Collinsville, IL","W. Memphis, TN","W. Memphis, TN"
1191,"One of these towns is about as fake as that clip - on tie youre wearing.
","Cerritos, CA","Carruthers, SC","Des Moines, WA","Schaumburg, IL","Carruthers, SC"
1192,"Before we go to lunch, lets knock out one more list. Ya get it right, I buy you lunch!  Hows that for a deal?  Here, youll probably need this list, so you can spot the fake town on it.
","Eden Prarie, MT","Willow, AK","Edina, MN","Bloomfield Hills, MI","Eden Prarie, MT"
1193,"Lets look at this next file.  One of these towns aint kosher, pal! Which one?
","Strongsville, OH","Linthicum, MD","Menlo, CT","Hialeah, FL","Menlo, CT"
1194,"Here, have a go at this while we wait to order.  These towns all look good to me, but what do I know?  One of them is fake.
","Moline, IL","Oil City, OK","Kentfield, ND","Plano, TX","Kentfield, ND"
1195,"Which town on this list is fake?
","Leeds, AL","Burlingame, CA","Proctors Corner, VA","Federal Way, WA","Proctors Corner, VA"
1196,"Splendid lunch, but now I need a nap! Before we go, can you tell me which of these towns does not exist?
","Brentwood, TN","Barclay, ME","Conyers, GA","Humble, TX","Barclay, ME"
1197,"Alaska is also called Golden West.
",True,False,,,False
1198,"Which of these is a nickname of West Virginia?
",Americas Dairyland,Lone Star State,Sunshine State,Mountain State,Mountain State
1199,"Which of these is an unofficial nickname of South Dakota?
",Sunshine State,Independence State,First State,Palmetto State,Sunshine State
1200,"Which of these states is called The Cactus State?
",New Jersey,New Hampshire,New Mexico,New York,New Mexico
1201,"What is Nebraskas nickname?
",Cornhusker State,White Mountain State,Sagebrush State,Garden State,Cornhusker State
1202,"South Carolina is also called The Land of Milk and Honey.
",False,True,,,False
1203,"Hawaii is not considered a part of North America.
",False,True,,,True
1204,"In the United States, Fathers Day is celebrated on the 2nd Sunday of June.
",False,True,,,False
1205,"Marilyn Monroe and Pat Boone were born on the same day in June, but not in the same year.
",True,False,,,True
1206,"What Roman Goddess is the month of June named after?
",Juno,Venus,Janus,Vera,Juno
1207,"Prince and Keenan Ivory Wayans were born on June 7th 1958.
",False,True,,,False
1208,"Margaux Hemingway, who plays a fashion model in the movie Lipstick, died in the month of June. What did she die from?
",suicide,car accident,gunshot wound,boating accident,suicide
1209,"What day is Flag Day celebrated on in the United States?
",20 June,26 June,6 June,14 June,14 June
1210,"In the United States, June is National Safety Month.
",True,False,,,True
1211,"Actress Darla Hood, who appeared in the Our Gang films, died at the age of 47 in the month of June.
",False,True,,,True
1212,"June is Lane Courtesy Month in the United States.
",True,False,,,True
1213,"What is the official nickname of Seattle, a city in the State of Washington?
",Venice of the West,The Lilac City,The Emerald City,The Big Apple,The Emerald City
1214,"Seattle was named after the Native American chief Seattle who belonged to what tribe?
",The Navajo,The Suquamish,The Cree,The Cheyenne,The Suquamish
1215,"Seattle, Washington, is regarded as the birth place of what style of music?
",Punk,Death metal,Blues,Grunge,Grunge
1216,"Which of these is not a symbol of the city of Seattle?
",Seattle the Peerless City - official song,Great Blue Heron - official bird,Dahlia - official flower,Excelsior! - official motto,Excelsior! - official motto
1217,"What animal is the official mascot of the baseball team the Seattle Mariners?
",Bear,Whale,Moose,Fox,Moose
1218,"Which of these is a sister city to Seattle, Washington?
","Reykjav铆k, Iceland","Paris, France","Warsaw, Poland","Kalmar, Sweden","Reykjav铆k, Iceland"
1219,"The 1993 movie Sleepless in Seattle starred Tom Hanks and which famous actress?
",Audrey Tautou,Andie MacDowell,Nicole Kidman,Meg Ryan,Meg Ryan
1220,"The Space Needle, Seattles 184-meter high symbol, is featured in the logo of which popular sitcom?
",Sex and the City,Married With Children,Frasier,Friends,Frasier
1221,"Which of these songs, referring to Seattle, was recorded by the famous grunge band Nirvana?
",The Shadow of Seattle,Frances Farmer Will Have Her Revenge On Seattle,The Day Seattle Died,Seattle Head,Frances Farmer Will Have Her Revenge On Seattle
1222,"Which of these statements about Seattle, Washington, is NOT true?
","The original settlement, later to become Seattle, was initially called New York.",Seattle is the capital of the State of Washington.,In 2005 Seattle was proclaimed the most literate city in the USA.,Three people committed suicide jumping from the Space Needle in the 1970s.,Seattle is the capital of the State of Washington.
1223,"Which man made lake lies in North Georgia?
",Lake Michigan,Lake Lanier,Lake Burton,Lake Okeechobee,Lake Lanier
1224,"What mountain range is Mt. Rushmore located in?
",Blue Ridge,Black Hills,Appalachian,Rockies,Black Hills
1225,"Which of these lakes is not part of the Great Lakes?
",Erie,Superior,Great Salt Lake,Michigan,Great Salt Lake
1226,"What large river forms most of the border between the states of South Carolina and Georgia?
",Georgia River,South Carolina River,Santee River,Savannah River,Savannah River
1227,"What is the largest saltwater lake in the United States?
",Great Salt Lake,none of these,Lake Pontchartrain,Lake Superior,Great Salt Lake
1228,"What river connects Lake Ontario, one of the Great Lakes, to the Atlantic Ocean?
",St. Marys River,St. Lawrence River,Niagara River,St. Clair River,St. Lawrence River
1229,"The US shares water borders with all but one of these countries. Which is the odd one?
",Canada,Russia,Mexico,Argentina,Argentina
1230,"What US state is situated to the East of the Bering Strait?
",Alaska,New Mexico,Florida,Hawaii,Alaska
1231,"The Great Plains lie west of this river and east of the Rocky Mountains.
",Tennessee River,Ohio River,Niagara River,Mississippi River,Mississippi River
1232,"Christopher Columbus went on his first voyage across the Atlantic Ocean in 1492, using three famous ships. Which of the following was not among them?
",Pinta,Santa Maria,Ni帽a,Doria,Doria
1233,"What was special about Jacques-Yves Cousteaus ship Calypso, which was originally built for the British Royal Navy?
",She sank mysteriously and was never seen again,Cousteau inherited her,She was equipped as a mobile laboratory for field research,She had 38 cannons,She was equipped as a mobile laboratory for field research
1234,"This notorious passenger steamer was first launched in 1865. On the evening of September 3, 1878, it collided with another vessel and sank in the Thames.
",Princess Alice,Britannic,Queen Mary,Lady Nelson,Princess Alice
1235,"Lusitania and Mauretania were sister ships, built to compete with fast German liners. Which one of them was torpedoed and sunk by a German submarine in 1915?
",Lusitania,None,Both,Mauretania,Lusitania
1236,"In 1620, this ship made a historical voyage from Plymouth, England to North Virginia, transporting the Pilgrims to America.
",Lady Nelson,Christopher Jones,Mayflower,Nimreid,Mayflower
1237,"Three of the following vessels are sister ships. Which one does not belong to the group?
",Olympic,Titanic,Austric,Britannic,Austric
1238,"This famous French ocean liner was launched in 1932 and received a lot of applause. It was the first liner to surpass 60,000 tons, the first ship with 1,000 feet of length and the first to make an Atlantic crossing with an average speed of over 30 knots.
",Adriatic,Achille Lauro,Aramis,Normandie,Normandie
