,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
705,"College bands brings out the school spirit in the fans and some bands are renowned in their own right.  But the most famous band member in college football is not a member of a drumline or a strutting majorette, hes a sousaphone player.  What universitys band is on the field when the sousaphone player dots the i?
",Princeton,University of Iowa,Ohio State,University of Miami,Ohio State
706,"Touchdown!  A Conestoga wagon pulled by two white ponies named Sooner and Boomer race around Owen Field.  Who has scored a touchdown?
",Sanford,University of Colorado,University of Oklahoma,Texas A  M,University of Oklahoma
707,"What university are you visiting when, at the end of the game, the fans begin to sing  Take Me Home, Country Roads
",University of North Carolina,Virginia Tech,West Virginia University,University of Virginia,West Virginia University
708,"Which university mascot made the April 28, 1997 cover of Sports Illustrated?
",Handsome Dan,Uga,Smokey,Sue E Pig,Uga
709,"One of college footballs greatest traditions is the Rose Bowl played on New Years Day. What university hosted the only Rose Bowl not played in Pasadena?
",University of Washington,University of Oklahoma,Duke,Sanford,Duke
710,"This universitys symbol, a golden eagle, soared over the crowd to help begin the 2002 Winter Olympics at Salt Lake City, Utah.  This year War Eagle VII will soar above the stadium to the cry of War Eagle!  War Eagle!  What university is home to the War Eagle named Tiger?
",Princeton,UCLA,Auburn,Brown,Auburn
711,"Several universities can be heard yelling Hold that tiger. Hold that tiger as their team rushes to the field.   But only one university has each player touch Howards Rock and run straight down a steep hill into the stadium know as  Death Valley.  What university would you be visiting when these Tigers take the field?
",LSU,Auburn,Memphis,Clemson,Clemson
712,"Two universities are are almost always listed in the number one or number two spot when naming the best college fight song.  One song mentioned is Notre Dames Notre Dame Victory March.  The second fight song lyrics start: Send a volley cheer on high.  Shake down the thunder from the sky.  In which university stadium called the big house would you be sitting when the fans starting singing The Victors?
",University of Texas,University of Michigan,Cornell,Ohio State,University of Michigan
713,"The Yankees won the 1947 World Series over the Dodgers.
",True,False,,,True
714,"In the 1949 World Series the Yankees beat the Dodgers in six games.
",False,True,,,False
715,"Babe Pinelli was the manager of the 1952 World Series-winning Yankees.
",True,False,,,False
716,"The Yankees won the World Series of 1953. It was their fifth straight World Series championship victory.
",False,True,,,True
717,"The Dodgers won the 1955 World Series over the Yankees in seven games.
",True,False,,,True
718,"The Dodgers beat the Yankees in 1956 to claim the World Series championship.
",True,False,,,False
719,"Which Dodger pitcher was named the 1963 World Series most valuable player?
",Jerry Reuss,Don Drysdale,Johnny Podres,Sandy Koufax,Sandy Koufax
720,"The 1977 Yankees beat the Dodgers in four games, all of which were decided by two runs or less.
",True,False,,,False
721,"The Yankees lost the first two games of the 1978 World Series. Then they bounced back to win the next four games.
",True,False,,,True
722,"Who was the manager of the 1981 World Series-winning team?
",Bob Lemon,Walter Alston,Billy Martin,Tommy Lasorda,Tommy Lasorda
723,"Where is race car driver Ryan Newman originally from?
","St. Louis, MO","South Bend, IN","Louisville, KY","Indianapolis, IN","South Bend, IN"
724,"Which university did NASCAR driver Ryan Newman graduate from?
",Texas Tech,Notre Dame,Iowa,Purdue,Purdue
725,"Driver Ryan Newman has in fact never won a USAC championship.
",True,False,,,False
726,"Does NASCAR driver Ryan Newman have more than one ARCA victory?
",Yes,No,,,Yes
727,"In what year did Ryan Newman get his first NASCAR Busch Series victory?
",2002,2000,1999,2001,2001
728,"What award did NASCAR driver Ryan Newman win in 2003?
",Rookie of the Year,SPEED Channel American Driver of the Year,Winston cup,Most popular driver,SPEED Channel American Driver of the Year
729,"How many wins did NASCAR driver Ryan Newman have in 2003?
",8,5,1,3,8
730,"At which track did Ryan Newman win his first Cup Series points race?
",Michigan,New Hampshire,Pocono,Dover,New Hampshire
731,"How many players are allowed on the ice during an ice hockey game?
",5,12,10,6,12
732,"In ice hockey, the goalie is the only player allowed to play with a broken stick.
",True,False,,,True
733,"The NHL and IIHF (International Ice Hockey Federation) use the same size ice rink.
",False,True,,,False
734,"Which professional wrestler had won more titles than any other wrestler until he became King of the Ring in 2006?
",Bret Hart,Shawn Michaels,Sting,Booker T,Booker T
735,"Which of these wrestlers did not win an IWGP championship title in the 20th century?
",El Samurai,Owen Hart,Chris Jericho,The Pegasus Kid,Chris Jericho
736,"The members of which of these professional wrestling teams did not begin their career together as a tag team?
",Lance Storm and Chris Jericho,Sting and Warrior,Rick Steiner and Scott Steiner,Curt Henning and Scott Hall,Rick Steiner and Scott Steiner
737,"Which of these wrestlers was a member of the professional wrestling stable the Four Horsemen only for three weeks?
",Sid Vicious,Curt Henning,Paul Roma,Lex Lugar,Curt Henning
738,"This tag team won their title match but Vince McMahon decided that the title reign had to be anulled and edited out of the broadcast.
",The Rockers,The Killer Bees,Men On a Mission,Marty Jannety and 1-2-3 Kid,The Rockers
739,"Which pay-per-view of the World Wrestling Federation was named The Night the Lights Went Out in Georgia?
",King of the Ring,Judgement Day,Armageddon,No Way Out,Judgement Day
740,"Which of these wrestlers became WWF Intercontinental Champion on April 12, 1999?
",Hacksaw Jim Duggan,Bad News Allen,Vader,The Godfather,The Godfather
741,"Who has managed the wrestlers Chris Jericho, the Undertaker, Ice Train, Jazz, Sid Vicious and Too Cold Scorpio?
",Stephen Pritchard,Michael Hayes,Paul Heyman,Teddy Long,Teddy Long
742,"What incredible event took place the same month Bob Backlund defeated Bret Hart to win the WWE Title in 1994?
",Backlund had just recovered from hip surgery.,Rick Flair won his 9th world title.,Hogan won his first WCW title.,George Foreman became heavyweight boxing champion.,George Foreman became heavyweight boxing champion.
743,"What year was the St. Louis Cardinals team established?
",1882,1890,1900,1910,1882
744,"What was Bob Gibsons earned run average in 1968?
",1.12,1.58,1.00,1.39,1.12
745,"What nickname was applied to the St. Louis Cardinals team of the 1934?
",Flyin Birds,Whiz Kids,Gashouse Gang,Cardiac Kids,Gashouse Gang
746,"Which player of the the St. Louis Cardinals set a major league record by hitting two grand slams in a single inning against the Los Angeles Dodgers?
",Ken Boyer,Mike Shannon,Terry Pendleton,Fernando Tatis,Fernando Tatis
747,"In what year did the St. Louis Cardinals win the World Series after beating the Milwaukee Brewers?
",1987,1968,1985,1982,1982
748,"When was the first Busch Stadium built?
",1956,1960,1966,1970,1966
749,"What team did Ozzie Smith play for before joining the St. Louis Cardinals in 1982?
",San Diego Padres,New York Mets,LA Dodgers,Oakland As,San Diego Padres
750,"What pitcher, who last played with the St. Louis Cardinals, died suddenly in his hotel room in Chicago in 2002?
",Steve Carlton,John Tudor,Darryl Kile,Bob Tewksbury,Darryl Kile
751,"What former Cardinal played against his old team in the 1985 World Series as a member of the Kansas City Royals?
",Dane Iorg,Keith Hernandez,Ken Oberkfell,Terry Pendleton,Dane Iorg
752,"Which of these baseball players has never played with the New York Mets?
",Bobby Valentine,Fran Healy,Warren Spahn,Joe Torre,Fran Healy
753,"The New York Mets are the single oldest baseball team team without a no hitter.
",True,False,,,False
754,"Who started at third base for the New York Mets on Opening Day in 1962?
",Ed Charles,Rod Kanehl,Elio Chacon,Don Zimmer,Don Zimmer
755,"The New York  Mets lost to which team in the 1988 NLCS?
",CIncinatti Reds,San Diego Padres,Atlanta Braves,Los Angeles Dodgers,Los Angeles Dodgers
756,"Jerry Koosman was traded from the Mets to the Twins and in return for Jerry Koosman, the Mets got Jesse Orosco.
",False,True,,,True
757,"How many years did John Franco spend with the New York Mets?
",13,15,16,12,15
758,"How many regular season games did the Chargers win in 2006?
",10,12,13,14,14
759,"Which team did the 2006 Chargers lose to in the playoffs?
",New York Jets,Baltimore Ravens,Indianapolis Colts,New England Patriots,New England Patriots
760,"Which former San Diego Charger scored a touchdown against his former team in the Chargers 2006 playoff loss?
",Reche Caldwell,Derek Farmer,Drew Brees,Jesse Chatman,Reche Caldwell
761,"Which member of the 2006 Chargers coaching staff was fired following the season?
",James Lofton,Wade Phillips,Marty Schottenheimer,Cam Cameron,Marty Schottenheimer
762,"Which of the following is NOT true of Charger running back LaDainian Tomlinson?
","In 2006, he broke the single season scoring record.","In 2006, he won the NFL Most Valuable Player award.","In 2006, he rushed for over 2,000 yards.","In 2006, he became the player to reach 100 touchdowns for a career in the shortest length of time.","In 2006, he rushed for over 2,000 yards."
763,"How many Chargers were elected to (including replacement player) the 2006 AFC Pro Bowl from the 2006 team?
",10,7,8,6,10
764,"LaDainian Tomlinson finished first on the 2006 Chargers team in rushing yards. What running back finished second that year behind Tomlinson?
",Philip Rivers,Lorenzo Neal,Andrew Pinnock,Michael Turner,Michael Turner
765,"Which Charger led the team in receiving touchdowns in 2006?
",Antonio Gates,Keenan McCardell,Vincent Jackson,Eric Parker,Antonio Gates
766,"Which of the following Charger players did NOT break either the National Football League (NFL) rules or the law in 2006?
",Terrence Kiel,Antonio Cromartie,Shawne Merriman,Steve Foley,Antonio Cromartie
767,"Which team did the 2006 Chargers shut out on the road on Monday night by the score of 27-0?
",Pittsburgh Steelers,Tennessee Titans,Oakland Raiders,Kansas City Chiefs,Oakland Raiders
768,"Bill Russells uniform number 6 was retired from the Celtics March 12, 1972.
",True,False,,,True
769,"Larry Bird wore which Boston Celtics number that was retired February 4, 1993?
",23,33,10,12,33
770,"Wycliffe 鈥淲yc鈥 Grousbeck was the first owner of the Boston Celtics.
",True,False,,,False
771,"Dennis Johnson, better known as DJ, played how many seasons with the Celtics?
",8,7,9,10,7
772,"Boston Celtics player John Havlicek was elected to the NBA Hall Of Fame in 1983.
",False,True,,,True
773,"Robert Parish from the Boston Celtics was better known by his nickname. What was it?
",The Chief,The Captain,The Boss,The Playmaker,The Chief
774,"The Celtics were the winners of the NBA title in the 1985-86 season.
",True,False,,,True
775,"The 1985-86 season in the NBA championship saw what number title for the Boston Celtics?
",20th,15th,16th,21st,16th
776,"The logo of the Boston Celtics is a leprechaun.
",True,False,,,True
777,"During the 1980s decade how many titles did the Celtics win?
",4,2,3,5,3
778,"What is Dale Earnhardt Juniors full name?
","Ralph Dale Earnhardt, Jr.","Dale Ralph Earnhardt, Jr.","Randall Dale Earnhardt, Jr.","Dale Randall Earnhardt, Jr.","Ralph Dale Earnhardt, Jr."
779,"When was Dale Earnhardt Jr. born?
","October 10, 1974","August 1, 1973","March 28, 1980","May 29, 1970","October 10, 1974"
780,"Is Dale Earnhardt Jr. an only child?
",No,Yes,,,No
781,"What is Dale Earnhardt Juniors favourite football team?
",Dallas Cowboys,Oakland Raiders,Carolina Panthers,Washington Redskins,Washington Redskins
782,"What is the name of Dale Earnhardt Juniors mother?
",Barbara,Brenda,Kathy,Kelley,Brenda
783,"Besides being co-owner of Chance 2 Motorsports, what other company does Dale Earnhardt  Jr. own?
",JR Motorsports,Second Chance Driving,JR Inc.,Earnhardt Racing Co.,JR Motorsports
784,"Dale Earnhardt Junior owns a share in the Paducah Raceway along with Tony Stewart and what other driver?
",Ken Schrader,Mark Martin,Michael Waltrip,Kyle Petty,Ken Schrader
785,"Who was the first man to win 8 gold medals at a single Olympics?
","Carl Lewis (USA, track and field)","Michael Phelps (USA, swimming)","Alexander Dityatin (USSR, gymnastics)","Usain Bolt (Jamaica, track and field)","Michael Phelps (USA, swimming)"
786,"Which of the following tennis players was the World number one player for the most number of consecutive weeks?
",Ivan Lendl (Czechoslovakia and USA),Roger Federer (Switzerland),Jimmy Connors (USA),Pete Sampras (USA),Roger Federer (Switzerland)
787,"Which cyclist was diagnosed with testicle cancer, but recovered and won the prestigious Tour de France race for a record breaking 7 consecutive years?
",Eddy Merckx (Belgium),Miguel Indurain (Spain),Bernard Hinault (France),Lance Armstrong (USA),Lance Armstrong (USA)
788,"Who won the most Formula 1 Championships in the period 1985-2008?
",Michael Schumacher (Germany),Fernando Alonso (Spain),Ayrton Senna (Brazil),Lewis Hamilton (UK),Michael Schumacher (Germany)
789,"Which team won every competition they could between 2003-2007, including an Olympic Gold, 2 World Championships and 6 World League cups?
","Germany, soccer - men","USA, basketball - men","Brazil, volleyball - men","South Korea, soccer- women","Brazil, volleyball - men"
790,"Which female pole vaulter was first to clear 5m?
",Stacy Dragila (USA),Svetlana Feofanova (Russia),Jennifer Stuczynski (USA),Yelena Isinbayeva (Russia),Yelena Isinbayeva (Russia)
791,"Which Ethiopian is widely considered one of the greatest long distance runners in history?
",Wilson Boit Kipketer,Paavo Nurmi,Haile Gebrselassie,Hicham El Guerrouj,Haile Gebrselassie
792,"Which of these drivers won the most World Rally Championships and individual rallies?
",Carlos Sainz (Spain),Juha Kankkunen (Finland),Colin McRae (UK),S茅bastien Loeb (France),S茅bastien Loeb (France)
793,"Which alpine skier is known as Herminator?
",Herman Maier (Austria),Bode Miller (USA),Alberto Tomba (Italy),Pirmin Zurbriggen (Switzerland),Herman Maier (Austria)
794,"Athletes from which country took all gold medals in table tennis in the Olympic Games in 2000, 2004 and 2008?
",USA,Poland,China,Singapore,China
795,"The NFL players Peyton and Archie Manning are the only Manning family men known by their actual birth names.
",True,False,,,False
796,"Which fact is true about the two baseball players named Goose?
",Their playing days were separated by some 50 years.,They both loved foie gras.,Both were pitchers.,Both their given names are Gander.,Their playing days were separated by some 50 years.
797,"Which of the baseball players known as Sparky, has the first and middle name of George Lee?
",Sparky Anderson,Sparky Frickshun,Sparky Lyle,Sparky Farkas,Sparky Anderson
798,"Why did baseball player Mordecai Brown get the nickname Three-Finger Brown?
",He was born with just 3 fingers on his pitching hand.,"At age 7, his hand was mangled by a corn shredder.","For emphasis, he used to give opponents the finger, in triplicate.",He held up 3 fingers to taunt batters before throwing them 3 straight fastballs.,"At age 7, his hand was mangled by a corn shredder."
799,"Yankee teammates Bernie Williams and Melky Cabrara were, respectively, born Bernardo and Melchior.
",True,False,,,False
800,"Earl and Kultida Woods named their son Tiger when he was born on December 30, 1975 in Cypress, CA. because his birth had been a tough ordeal.
",False,True,,,False
801,"NFL running backs Duce Staley and Deuce McAllister are two of a kind, because both of their monikers are actual given names.
",False,True,,,False
802,"Bubba was the birth name of how many of these eight athletes: Church, Crosby, Franks, Long, Trammell, Smith, Walton, Wells?
",0,All,2,1,0
803,"Which one of the following statements is true about the pigskin brothers, Tiki and Ronde Barber?
",They were born in a huddle.,They are named after Hawaiian snack foods.,"They are fraternal, not identical twins.",Both of their jock names are nicknames.,Both of their jock names are nicknames.
804,"Jock Callander is a former ice hockey player whose real first name is Jock.
",True,False,,,True
805,"When was Brett Favre born?
","October 10, 1969","September 12, 1970","December 11, 1970","November 11, 1969","October 10, 1969"
806,"Brett Favres fathers name is Irvin Favre.
",True,False,,,True
807,"Where was Brett Favre raised?
","Burton, Alabama","Green Bay, Wisconsin","Kiln, Mississippi","Memphis, Tennessee","Kiln, Mississippi"
808,"Southern Mississippi originally offered Brett Favre a scholarship to play as defensive back.
",False,True,,,True
809,"How many teams did Brett Favre play for in his professional career?
",3,1,4,2,3
810,"How many NFL all-time records did Brett Favre set?
",16,10,5,15,5
811,"Bret Favres first pass as a Packer was caught by this player.
",Antonio Freeman,Bubba Franks,Himself,Donald Driver,Himself
812,"Brett Farve has never won a game in Texas Stadium (Home of the Dallas Cowboys) in his career.
",True,False,,,True
813,"The 1999 match between Juventus and Manchester United ends in 2:3.  Which player scored first for Manchester United?
",David Bekcham,Roy Keane,Ryan Giggs,Andy Cole,Roy Keane
814,"What year did Dennis Bergkamp join Arsenal?
",1993,1996,1995,1991,1995
815,"How many Premiership titles did Ryan Giggs win dirung 1990-2004?
",4,8,3,5,8
816,"How many titles did Gerard Houllier win while with Liverpool?
",1,5,4,3,5
817,"How many games and how many goals are accredited to David Beckham while playing for Manchester United
",500-91,250-65,394-85,350-35,394-85
818,"Arsenal bought Thierry Henry in 1999 from which team?
",Inter,Milan,Juvenots,Parma,Juvenots
819,"During which season did Manchester United first become English Champions?
",1910-11,1958-59,1907-08,1956-57,1907-08
820,"Who was manager for Birmingham City during the 2004-2005 season?
",Steve Bruce,Bryan Robson,Steve Wigley,David Moyes,Steve Bruce
821,"Which of these schools is NOT one of the original members of the Atlantic Coast Conference?
",Clemson,Duke,North Carolina,Boston,Boston
822,"Which one of the following schools was NOT added to the Atlantic Coast Conference in 2004 and 2005?
",Boston College,Miami,Virginia Tech,Virginia,Virginia
823,"Which of these schools is NOT on the legendary Tobacco Road?
",Clemson,Wake Forest,The University of North Carolina (UNC),Duke,Clemson
824,"What school did NBA player Tim Duncan attend?
",Virginia,Wake Forest,Georgia Tech,UNC,Wake Forest
825,"Starting in 1999, the ACC has challenged what other power conference in a friendly, early-season tournament?
",SEC,Big East,Big 10,Pac-10,Big 10
826,"What Conference did the ACC challenge in a friendly, early-season tournament prior to 1999?
",Pac-10,Big Ten,SEC,Big East,Big East
827,"What school won the 2006 ACC Mens Basketball Tournament Championship?
",NC State,Duke,Wake Forest,UNC,Duke
828,"What ACC school won the NCAA championship in 2005?
",Maryland,Duke,NC State,UNC,UNC
829,"Dean Smith was the all-time wins leader among college coaches until Bobby Knight surpassed him on January 1, 2007. How many seasons did Smith coach?
",36,37,38,39,36
830,"Who was the first Commissioner of Major League Baseball?
",Kenesaw Mountain Landis,Bowie Kent Kuhn,A.B. Happy Chandler,Lt. Gen. William D. Eckert,Kenesaw Mountain Landis
831,"Both commissioner Kenesaw Mountain Landis and commissioner A. Bartlett Giamatti died while in office
",True,False,,,True
832,"This commissioner barred both Willie Mays and Mickey Mantle from baseball due to the their involvement in a casino promotion.
",A. Bartlett Giamatti,Bowie K. Kuhn,Fay Vincent,Ford C. Frick,Bowie K. Kuhn
833,"Baseball commissioners have been lawyers, governors, lieutenants and successful businessmen. Which one of these received a doctorate?
",Peter V. Ueberroth,Bud Selig,A.B. Happy Chandler,A. Bartlett Giamatti,A. Bartlett Giamatti
834,"In 1992, Bud Selig became the 10th baseball commissioner in Major League Baseball.
",No,Yes,,,No
835,"Which baseball commissioner was widely criticized for refusing to cancel games following the assassinations of Martin Luther King and Robert Kennedy?
",Lt. Gen. William D. Eckert,A.B. Happy Chandler,Bowie K. Kuhn,Ford C. Frick,Lt. Gen. William D. Eckert
836,"The Baseball Hall of Fame honored this commissioner with an annual award bearing his name presented to a baseball broadcaster for major contributions to the game.
",A. Bartlett Giamatti,Ford C. Frick,A.B. Happy Chandler,Kenesaw Mountain Landis,Ford C. Frick
837,"This baseball commissioner played a vital role in convincing the Chicago Cubs to install lights at the Wrigley Field stadium instead of reimbursing the league for lost night games.
",Fay T. Vincent,Bud Selig,A. Bartlett Giamatti,Peter V. Ueberroth,Peter V. Ueberroth
838,"In 1990, this commissioner banned New York Yankees owner George Steinbrenner from baseball for life.
",Bud Selig,Fay T. Vincent,Bowie Kuhn,A. Bartlett Giamatti,Fay T. Vincent
839,"When were the first formal rules of basketball devised?
",1940,1903,1892,1935,1892
840,"The game of basketball was created to distract rowdy students.
",False,True,,,True
841,"The Basketball Hall of Fame was established in 1939.
",False,True,,,False
842,"According to the original rules of basketball, there was an overtime period of 5 minutes.
",False,True,,,False
843,"The inventor of basketball served in the Infantry.
",False,True,,,True
844,"There were no teams inducted into the Basketball Hall of Fame between 1961 and 2002.
",False,True,,,False
845,"When was the first NBA Championship game played?
",1937,1905,1947,1889,1947
846,"Oklahoma and Villanova played in the first Mens College Basketball final in 1939.
",False,True,,,False
847,"Bill Bradley held the record for most points scored in a NCAA tournament game until 1999.
",False,True,,,False
848,"Already a permanent part of the American Basketball Association, the 3-point shot was instituted by the NBA in what year?
",1955,1980,1965,1977,1980
849,"Mike Scott, a former pitcher in Major League Baseball, threw a no-hitter for the Houston Astros.
",False,True,,,True
850,"What former Houston Astros player was nicknamed The Toy Cannon?
",Jose Cruz,Jimmy Wynn,Nolan Ryan,Jim Umbricht,Jimmy Wynn
851,"Which one of these players won an MVP Award while playing with the Houston Astros?
",Jose Cruz,Jeff Kent,Nolan Ryan,Jeff Bagwell,Jeff Bagwell
852,"Who was the first Houston Astros player to be inducted into the Baseball Hall of Fame?
",Jim Abbott,Joe Morgan,Jacob Nelson Nellie Fox,Carl Everett,Joe Morgan
853,"Who was the first Houston Astros player ever to win the Rookie of the Year Award?
",Craig Biggio,Brad Ausmus,Lance Berkman,Jeff Bagwell,Jeff Bagwell
854,"In his career, Nolan Ryan had 5,714 strikeouts. How many of them came while he played with the Houston Astros?
",2000,1866,2745,1296,1866
855,"Which of these pitchers has won a Cy Young Award in 2004, while playing for the Houston Astros?
",Roger Clemens,Randy Johnson,Eric Gagne,None of these,Roger Clemens
856,"Who was the first baseball player to hit a home run in Minute Maid Park?
",Scott Rolen,Richard Hidalgo,Barry Bonds,Jeff Bagwell,Scott Rolen
857,"Who was the first Houston Astros Manager?
",Harry Craft,Phil Garner,Hal Lanier,Leo Durocher,Harry Craft
858,"Which 2 NHL teams faced off in a preseason game in London, England, in 1992?
",Edmonton Oilers vs. Calgary Flames,Chicago Blackhawks vs. Montreal Canadians,Toronto Maple Leafs vs. Boston Bruins,Vancouver Canucks vs. Detroit Red Wings,Chicago Blackhawks vs. Montreal Canadians
859,"The Stanley Cup Trophy has taken a ride on a roller coaster.
",True,False,,,True
860,"Which of these womens names was not engraved on the Stanley Cup in the period from 2001-2006?
",Charlotte Grahame,Kelly Kirwin,Karen Hughes,Sonia Scurfield,Karen Hughes
861,"What was the Detroit Red Wings nickname from 1926 to 1930?
",Cardinals,Falcons,Cougars,Shamrocks,Cougars
862,"In what year was the longest overtime game in the Stanley Cup playoffs played, prior to the 2006/2007 seasons playoffs.
",1967,1973,2006,1936,1936
863,"National Hockey League rules are slightly different from those used by the International Ice Hockey Federation.
",False,True,,,True
864,"Who is the Conn Smythe Trophy awarded to every year?
",The MVP for the regular season.,The MVP in the Stanley Cup Playoffs,The top goalie,The top rookie,The MVP in the Stanley Cup Playoffs
865,"During what period of time did the original Ottawa Senators franchise run?
",1920-1925,1915-1926,1917-1934,1919-1920,1917-1934
866,"Who was the 1st  European-born hockey player to be drafted first overall in the NHL entry draft?
",Mats Sundin,Ulf Dahl茅n,Jari Kurri,Jaromir Jagr,Mats Sundin
867,"No Russians played in the NHL until the dissolution of the Soviet Union in 1991.
",True,False,,,False
868,"When was the International Olympic Committee founded?
",1896,1894,1898,1900,1894
869,"The Beijing 2008 Olympic Games have been scheduled to include 28 sports and how many separate events?
",301-350,151-200,201-250,251-300,301-350
870,"80% of the competitors in the 1904 Olympic games were from which country?
",The USA,Greece,Australia,France,The USA
871,"Roughly how many television viewers watched the 2000 Olympic Games in Sydney, Australia over the whole course of the event?
",38 billion,3.8 billion,38 million,3.8 million,3.8 billion
872,"Which were the first modern Olympic Games to be subject to a boycott by more than one country?
","1980, Moscow","1936, Berlin","1920, Antwerp","1956, Melbourne","1956, Melbourne"
873,"Members of which Olympic team were taken hostage by the terrorist group Black September during the 1972 Munich games?
",Ethiopia,United States of America,Canada,Israel,Israel
874,"The Olympic Flame was introduced in 1928 and carrying it in a relay in the lead-up to each game began in 1936. Where in Greece is the flame lit at the start of the relay?
",Rhodes,Olympia,Olympus,Athens,Olympia
875,"The Olympic motto Citius, Altius, Fortius embodies the spirit of the Olympic movement. What is the English translation of these Latin words?
","Swifter, Higher, Stronger","Quicker, Shorter, Better","Faster, Taller, Tougher","Bigger, Better, Cleaner","Swifter, Higher, Stronger"
876,"In 1913, this young athlete became the first American-born golfer to win the US Open.
",Harry Vardon,Francis Ouimet,Arnold Palmer,Gene Sarazen,Francis Ouimet
877,"Which professional golfer was known as The Hawk?
",Byron Nelson,Ben Hogan,Babe Didrickson,Fred Couples,Ben Hogan
878,"Who was the first professional golfer to win all four professional major championships, known as a Career Grand Slam?
",Ben Hogan,Bobby Jones,Gene Sarazen,Jack Nicklaus,Gene Sarazen
879,"This excellent amateur golfer who instituted his clambake at Rancho Santa Fe in San Diego died after a round of eighteen holes of golf in Madrid, Spain. His last words were reported as, That was a great game of golf, fellas.
",Bing Crosby,Bob Hope,Bobby Jones,Francis Ouimet,Bing Crosby
880,"A natural right-hander, this golfer plays left-handed, probably because he copied his fathers swing. He was the second left-handed golfer to win the Masters.
",Jim Furyk,Corey Pavin,Retief Goosen,Phil Mickelson,Phil Mickelson
881,"The Meadowland is the home ice of the NHLs New York Rangers.
",False,True,,,False
882,"Did David Wright play third baseman for the 2006 New York Mets?
",No,Yes,,,Yes
883,"The New Jersey Devils have never won a Stanley Cup.
",False,True,,,False
884,"What is the home stadium of the New York Mets?
",Yankee Stadium,Shea Stadium,Wrigley Field,Fenway Park,Shea Stadium
885,"Which of these NBA teams is not in the Atlantic Division of the Eastern Conference?
",Boston,Philadelphia,Miami,Toronto,Miami
886,"The New York Yankees beat the Boston Red Sox in the 1986 World Series.
",True,False,,,False
887,"Jesse Orosco played shortstop for the New York Mets.
",False,True,,,False
888,"Is a full count in baseball 2 balls and 2 strikes?
",No,Yes,,,No
889,"Which player held the record for the most consecutive 30 home run seasons in Major League history after the completion of the 2007 season?
",Hank Aaron,Barry Bonds,Babe Ruth,Frank Robinson,Hank Aaron
890,"Upon the conclusion of the 2007 season, who held the Major League Baseball rookie record for most home runs hit in a season?
",Cecil Fielder,Alex Rodriguez,Mark McGwire,Ryan Howard,Mark McGwire
891,"Which of these baseball players did not lead the majors in home runs at least 3 consecutive years in a row?
",Mike Schmidt,Babe Ruth,Ralph Kiner,Hank Aaron,Hank Aaron
892,"Roger Maris home run record stood for 37 years until it was broken in 1998. Now his former single season record is not even in the top 5 of best home run seasons in Major League Baseball history.
",True,False,,,True
893,"Who is the first major leaguer to hit two grand slams in the same inning?
",Robin Ventura,Reggie Jackson,Todd Hundley,Fernando Tatis,Fernando Tatis
894,"What Major Leaguer broke the career record for the most seasons with 40 or more home runs with 11 consecutive seasons?
",Alex Rodriguez,Hank Aaron,Babe Ruth,Barry Bonds,Babe Ruth
895,"Which of the following catchers had the most home runs during his MLB career?
",Johhny Bench,Mike Piazza,Carlton Fisk,Yogi Berra,Mike Piazza
896,"What Major League Baseball slugger had the lowest average at-bats per home run ratio in his career for 2007? In other words, this mans at-bats have resulted in home runs more often than any other player in MLB history.
",Barry Bonds,Alex Rodriguiz,Ken Griffey Jr.,Mark McGwire,Mark McGwire
897,"Which of the following players had NOT hit over 50 home runs in a single Major League Baseball season by the conclusion of the 2007 season?
",Carlos Delgado,Jimmy Foxx,Ryan Howard,Ken Griffey Jr.,Carlos Delgado
898,"Mike Hampton is listed in the top 5 of all-time for the most home runs by a pitcher in a major league career for 2007.
",True,False,,,False
899,"After the 2007 season there were two people tied for the most games with 3 or more home runs in MLB history.  Which of the players listed below is a co-owner of that record?
",Babe Ruth,Barry Bonds,Sammy Sosa,Mickey Mantle,Sammy Sosa
900,"Who is the only slugger in the following list that has had a 50+ home run season?
",Mo Vaughn,Frank Thomas,Jay Buhner,Andruw Jones,Andruw Jones
901,"Which of these sluggers never hit for at least 40 home runs in a single MLB season?
",Eddie Matthews,Jose Canseco,Reggie Jackson,Joe Carter,Joe Carter
902,"All of the following players have at least 50 home runs in a season. Which one of these has the lowest overall career home run total?
",Roger Maris,Greg Vaughn,Albert Belle,Johnny Mize,Roger Maris
903,"Of the players listed below, who has the most career MLB home runs?
",Rafael Palmeiro,Mickey Mantle,Sammy Sosa,Frank Robinson,Sammy Sosa
904,"Babe Ruth led the American League in home runs in three different decades.
",True,False,,,True
905,"Which of the following players did not hit 4 home runs in one game?
",Mickey Mantle,Babe Ruth,Carlos Delgado,Lou Gehrig,Babe Ruth
906,"Mark Bellhorn hit a home run from each side of the plate in a single inning.  Who is the other switch hitter to have accomplished this feat?
",Chipper Jones,Carlos Baerga,Ruben Sierra,Jorge Posada,Carlos Baerga
907,"Which of the following players has NOT hit over 50 home runs in a single MLB season?
",Ralph Kiner,Jim Thome,All of them have accomplished this feat.,Mickey Mantle,All of them have accomplished this feat.
908,"Several Major Leaguers have had multiple 50-plus home run seasons. Which player listed below has NOT accomplished this feat at least 3 times?
",Babe Ruth,Mark McGwire,Barry Bonds,Alex Rodriguez,Barry Bonds
