,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
233,"The beautiful Belle changes everyones fate in which Broadway musical?
",The Wiz,The Boy From Oz,The Lion King,Beauty and the Beast,Beauty and the Beast
234,"Nicely-Nicely Johnson is a second banana character in which Frank Lessor musical?
",La Cage aux Folles,Me and My Girl,My One and Only,Guys and Dolls,Guys and Dolls
235,"Often called the Father of American Anthropology, he established the first PhD program in anthropology in America.
",Richard L. Jantz,Corey s. Sparks,Franz Boas,Jonathan Marks,Franz Boas
236,"This fossil, first discovered in 1924, proved that the human race really had a natural history.
",Taung Child,Pitdown Man,Java Man,Neanderthal Man,Taung Child
237,"The name of of which extinct species means working man in Greek?
",Homo antecessor,Homo ergaster,Homo habilis,Homo cerpanensis,Homo ergaster
238,"This diminutive species was nicknamed hobbits after J.R.R Tolkiens fictional race of similar size.
",Homo erectus palaejavanicus,Homo erectus soloensis,Homo floresiensis,Homo heidelbergensis,Homo floresiensis
239,"The discovery site of which species was listed by UNESCO as a World Heritage Site in 1987?
",Rudolf Man,Handy Man,Georgia Man,Peking Man,Peking Man
240,"Turkana boy, a fossil famous for being almost a complete skeleton, was discovered in Kenya in which year?
",1974,1984,1962,1981,1984
241,"What is the meaning of the anthropology term Pithecanthropus in Greek?
",ape man,caveman,upright man,wise man,ape man
242,"This anatomist is famous for his discovery of the first specimen of early hominid remains ever found outside Europe.
",Henry McHenry,David Pilbeam,Svante Paablo,Eugene Dubois,Eugene Dubois
243,"The Cro-Magnons, considered virtually identical to contemporary humans, were discovered in France in which year?
",1860,1868,1863,1900,1868
244,"Name the remains of a prehistoric man, whose discovery in 1996 raised sensitive political issues, related to the Native Americans rights.
",Boxgrave Man,Kennewick Man,Lindow Man,Red Lady of Paviland,Kennewick Man
245,"This double-letter word is used to describe many items and is even the last name of some very famous people and fictional characters.
",Small,Narrow,Little,Lesser,Little
246,"This is an activity you usually do on snow but sometimes it is done on water.
",Running,Skating,Skiing,Shooting,Skiing
247,"This double-letter word refers to a yummy baked dish that can be delivered to your house hot and ready to eat.
",Rolls,Spaghetti,Pizza,Moonpies,Pizza
248,"The word savvy means intelligence or common sense.
",True,False,,,True
249,"The word vacuum means a space entirely devoid of matter.
",False,True,,,True
250,"These furry bundles of joy sometimes cause severe allergies in people.
",rattle snakes,wobbles,goons,kittens,kittens
251,"Which of the following words best fits this sentence: The next ____ will be out soon for everyone to read.?
",newspaper,bubble,issue,pizzas,issue
252,"A bubble is a period of intense speculation in a market, causing prices to rise quickly to irrational levels and then fall even more quickly as the bubble bursts.
",True,False,,,True
253,"Sometimes people who hike  very long distances hide supplies in boxes along their route. What are these boxes called?
",suppliboxes,route boxes,bounce boxes,roadplies,bounce boxes
254,"In 2007 this expression was introduced to describe an economy that is in a real frenzy.
",latteconomy,cappuccino economy,caffeine economy,Potus,cappuccino economy
255,"Someone who did not like the hardware made by Apple might use this expression.
",MacIntrash,Sourapple,Roottenmacs,Jobs Sobs,MacIntrash
256,"Because of the high cost of medical care, some older adults are abandoned by their caretakers. What is this called?
",gerontal deprivation,patriloss,parentaloss,granny dumping,granny dumping
257,"Sometimes people can get so many e-mails that they cannot deal with them. They might just delete them all and start again. What is this action called?
",e-mail bankruptcy,e-looting,Instamesagloss,virtual bankruptcy,e-mail bankruptcy
258,"This new form of exercise which combines step aerobics with soul music.
",Stephopping,Exergaming,Aerohop,Funkinetics,Funkinetics
259,"Which of these words describes movies that contain extreme and unnecessary violence.
",xoviolence,gorno,tremovile,xtremolence,gorno
260,"In computer messaging punctuation marks are sometimes used to show human emotion. What do we call a series of such marks?
",emoticons,textations,virtutions,emailotions,emoticons
261,"The mentoring system is all the rage. Which word refers to a person being mentored?
",monitor,mentator,mentee,mentationary,mentee
262,"This word refers to a newly wed man who was a bachelor for many years.
",a Benedict,a Neothorpe,a Neosexual,a Bachephile,a Benedict
263,"Which word refers to a very long-winded person?
",mzee,lopomo,A.S.S. Graduate,twonk,A.S.S. Graduate
264,"This is a Navaho legend, explaining the formation of a constellation. According to this myth there was a girl who married a bear. Her younger sister told their father and he got so furious, he killed the bear. In order to revenge, the bigger sister turned into a bear and began chasing her siblings. She killed her seven brothers who flew up in the sky and formed this constellation.
",Ursa Minor,Ursa Major,Lynx,Draco,Ursa Major
265,"This Navajo god of rains, whose name means water sprinkler, often played waggish tricks on mankind, but he never harmed anyone.
",Skywoman,Dineh,Spider Woman,Tonenili,Tonenili
266,"When evoked to cure an illness, this spirit could take the form of either a woman or a man, depending on the gender of the patient.
",Aningan,Atira,Breathmaker,Asgaya Gigagei,Asgaya Gigagei
267,"This military practice was widespread among American Indian tribes well before the European colonists came to the New World. It provided warriors with proof of his courage and a war trophy.
",Shouting,Snake Dance,Riding horses,Scalping,Scalping
268,"These items, taken from birds, were usually accepted as marks of honor or sources of ideas. They were also symbols of the Creative Force.
",Claws,Wings,Feathers,Beaks,Feathers
269,"This animal was considered an important spirit among most of the Northern tribes. It was responsible for sorrow and death, and was an omen of impending evil.
",Coyote,Bear,Eagle,Raven,Coyote
270,"According to the Iroquois, this woman fell from a hole in the sky and brought light to the world.
",Sunwoman,Skywoman,Moonwoman,Cloudwoman,Skywoman
271,"According to the Iroquois these demon gods flew during storms and ate people as humans were very delicious to them.
",Bodyless,Storm heads,Flying heads,Big heads,Big heads
272,"This bird is considered to be the master of the sky. It is the carrier of prayers, venerated for its courage and wisdom.
",Eagle,Vulture,Owl,Condor,Eagle
273,"According to the Pawnees this star was evil, since it had driven the Sun out of the sky.
",Sirius,Morning star,Evening star,Venus,Evening star
274,"Which one of these Renaissance artists was at first apprenticed to a goldsmith?
",Raphael Sanzio,Leonardo da Vinci,Michelangelo Caravaggio,Alessandro Botticelli,Alessandro Botticelli
275,"The Birth of Venus, The Annunciation, Medusa, and Flora are four artworks that all have this in common.
",They are exposed in the same gallery,They depict one and the same subject,They have one and the same author,They have nothing in common,They are exposed in the same gallery
276,"Michelangelos marble sculpture, Moses, was originally intended for the tomb of Pope Julius II in St. Peters Basilica, but after the popes death the sculpture was placed in a church on this hill -- one of the famous seven hills in Rome.
",Esquiline,Celio,Palatino,Aventino,Esquiline
277,"Which Medici family member commissioned the great Florentine architect Brunelleschi to reconstruct the Church of San Lorenzo in 1419?
",Cosimo I the Great,Cosimo the Elder,Giovanni di Bicci de Medici,Salvestro de Medici,Cosimo the Elder
278,"This one of Donatellos bronze statues was notable as the first unsupported standing work in bronze cast, since classical times.
",The Feast of Herod,David,Mary Magdalen,St. Mark,David
279,"Caravaggio was a Baroque painter, and this was the main subject in most of his artwork.
",Animals,Young men,Landscapes,Nude women,Young men
280,"Only one of these sculptures is not a work of Antonio Canova, famous for his ability to delicately render nude flesh in his statues.
",The Three Graces,Daedalus and Icarus,Cupid and Psyche,The Virgin,The Virgin
281,"Typical of the baroque architecture, this was the paradigm of the basilica, mainly in Italy and France.
",Clerestory windows,Apse of one end,Crossed dome and nave,Interior colonnades,Crossed dome and nave
282,"Which of these words means to be transitory or perishable?
",Panoptic,Antithetical,Caducity,Cavil,Caducity
283,"Indomitable means unconquerable.
",True,False,,,True
284,"Which of these words is defined as indifferent or nonchalant?
",Binary,Askew,Pococurante,Lissome,Pococurante
285,"The term waddy is a noun that means sailor.
",True,False,,,False
286,"What word defines a person who lives in seclusion for religious reasons?
",Garderobe,Wimple,Canard,Anchorite,Anchorite
287,"Panoptic means having a panoramic view.
",True,False,,,True
288,"What noun refers to a bald-headed man or a man that is looked at with humor or mock pity?
",Libertine,Pilgarlic,Infix,Distrait,Pilgarlic
289,"The word palmy means poor or underfunded.
",True,False,,,False
290,"What word means either cheerful and optimistic or having good digestion?
",Eupeptic,Demulcent,Resplendent,Estival,Eupeptic
291,"Jocose means somber or depressed.
",True,False,,,False
292,"What is a privet?
",an electronic circuit,a prudish person,a type of animal,a type of shrub,a type of shrub
293,"Which of these words means loose hemp or jute fiber, occasionally treated with pitch or tar?
",oak leaf cluster,oakum,ocarina,oarlock,oakum
294,"Can you define the word nimbus?
",a state of being numb,a halo or bright light,an alcove or recess in a wall,a radioactive element,a halo or bright light
295,"Milch is an adjective that can be put before which of the following words?
",cow,oxen,bull,hen,cow
296,"What word refers to an emperor of Japan?
",Reredos,Mufti,Mikado,Milt,Mikado
297,"Which one of these words denotes a type of shade tree?
",Ligroin,Lignite,Likuta,Linden,Linden
298,"What is a killdeer?
",a Turkish viceroy,a type of deer,a bird,an English economist,a bird
299,"Where would you find a jalousie?
",in a home or building,in a vehicle,on your head,on your hat,in a home or building
300,"What color is the Iridium?
",yellow,red,blue,green,yellow
301,"Where would find a half track?
",in your car,in the military,in a gym,in a plane,in the military
302,"What character does Beyonce Knowles portray in the 2006 movie Dreamgirls?
",Michelle Morris,Lorell Robinson,Deena Jones,Madeline  Robinson,Deena Jones
303,"What is Jamie Foxxs role in the movie Dreamgirls?
","Curtis Taylor, Jr.",C. C. White,James Thunder Early,Marty Madison,"Curtis Taylor, Jr."
304,"In which city does the movie Dreamgirls begin?
",New York City,Los Angeles,Chicago,Detroit,Detroit
305,"In the movie Dreamgirls, this actress portrays Lorrell Robinson, the only original member of the group  who was never the lead singer.
",Sheryl Lee Ralph,Anika Noni Rose,Amanda Morris,Sharon Leal,Anika Noni Rose
306,"Who does Eddie Murphy portray in the film Dreamgirls?
",Marty Madison,Wayne,James Thunder Early,"Curtis Taylor, Jr.",James Thunder Early
307,"Who portrays Effie Melody  White in the 2006 movie Dreamgirls?
",Jennifer Warens,Jennifer Hudson,Jennifer Holliday,Jennifer Halliday,Jennifer Hudson
308,"In the movie Dreamgirls, who is the only  singer to have a child?
",Madeline,Deena,Michelle,Effie,Effie
309,"In the movie Dreamgirls, this actor plays Marty Madison, an old time manager, who is pushed out  of business by Curtis.
",Danny Glover,John  Lithgow,Adam Brooks,James Krasinski,Danny Glover
310,"Who directed the movie Dreamgirls?
",Michael Bennett,Bill Condon,James Krasinski,Tom Eyen,Bill Condon
311,"Jamie Foxx, who stars in the movie Dreamgirls, sang the theme song for what 1999 movie?
",Any Given Sunday,Anywhere But Here,Anything Fo You,Anythings Possible,Any Given Sunday
312,"Jamie Foxx, Jessica Lange, Julianne Moore, Holly Hunter, Al Pacino, Sigourney Weaver, Barry Fitzgerald, Teresa Wright and Faye Bainter share what distinction?
",They were nominated for both a lead actor/actress and supporting actor/actress Oscar in the same year.,Each was nominated for an Oscar for their first movie.,They are all alumni of USCs drama school.,They were nominated for Oscars in three consecutive years.,They were nominated for both a lead actor/actress and supporting actor/actress Oscar in the same year.
313,"This star from Boston Public is the only actress from the original Broadway cast of Dreamgirls who appeared (and sang) in the 2006 movie adaptation.
",Diane Adams,Loretta Devine,Sharon Leal,Beyonce Knowles,Loretta Devine
314,"Who originated the role of Deena Jones in the Broadway play Dreamgirls?
",Michelle Adams,Sheryl Lee Ralph,Beyonve Knowles,Jennifer Halliday,Sheryl Lee Ralph
315,"Who originated the role of Effie on the Broadway production Dreamgirls?
",Jennifer Warens,Jennifer Holliday,Jennifer Halliday,Jennifer Hudson,Jennifer Holliday
316,"How was the movie Dreamgirls rated?
",X,PG-13,G,PG,PG-13
317,"The original Broadway play Dreamgirls was designed to feature which actress/singer?
",Sheryl Lee Ralph,Diana Ross,Pearl Bailey,Nell Carter,Nell Carter
318,"Which word means extravagance in cooking and/or serving?
",ascerose,accolent,alimenation,abliguration,abliguration
319,"Which word means leave hurriedly or secretly?
",absquatulate,alleperpate,accolent,absperpate,absquatulate
320,"What does abactor mean?
",a cattle thief,a doctor who heels back and / or spinal pain,a person who edits a book,a person who retracts a decree,a cattle thief
321,"What does the word axilla mean?
",a medieval weapon with two sharp faces,a tiny worm found in Southern Europe,an armpit,the part of a flower protecting the reproductive organs,an armpit
322,"Which word means fear of solitude?
",autophobia,automysophobia,avalophobia,auxiolophobia,autophobia
323,"Which word means pertaining to grandparents?
",aval,avital,avanital,autovitalic,aval
324,"What does anatine mean?
",duck-like,naval or marine,unusually large and/or  fat,reptile like,duck-like
325,"What is the definition of the word acoushla?
",a term of endearment,a term of military respect,a type of two-person fishing boat used in Scotland and Northern Ireland,a type of gnome mentioned in Irish literature,a term of endearment
326,"Which word means a person learning the alphabet?
",avuncularian,abcederrian,abcadarian,abecedarian,abecedarian
327,"What does acronyal mean?
",not at a regular time,late,occurring at sunset,not on an annual basis,occurring at sunset
328,"Select the correct spelling.
",bellweather,belweather,bellwether,belwether,bellwether
329,"Hestia is the goddess of the hearth in Greek mythology.
",True,False,,,True
330,"Apollo is the Greek god of the hunt.
",True,False,,,False
331,"Goddess Demeter taught the human beings what according to Greek mythology?
",None of these,Farming,Swimming,Hunting,Farming
332,"What is Poseidon god of in Greek mythology?
",Nature and the seas,None of these,Movement,Poisons,Nature and the seas
333,"When drawing the human form, the entire figure is generally how many heads tall?
",10,6,8,7,8
334,"While tempera paint rarely includes this ingredient nowadays, it was prevalent with the Byzantine artists of the thirteenth and fourteenth centuries.
",Sulfur,Egg yolk,Lye,Ash,Egg yolk
335,"Which of the following is not a type of pottery?
",Porcelain,Stoneware,Earthenware,Glazeware,Glazeware
336,"Which of the following is not a movement in art history?
",Bauhaus,Dada,Rococo,Subrealism,Subrealism
337,"When creating a woodcut or linoleum print, you would generally carve out (or remove) which of these?
",Subject,Foreground,Interior,Negative space,Negative space
338,"Which of these qualities represents the major difference between watercolor and acrylic paints?
",Solubility,Level of opacity,Cost,Rate of drying,Level of opacity
339,"What style of art breaks from traditional perspective and depicts the subject matter from multiple points of view, fragmenting a three-dimensional form in order to depict it on the two-dimensional surface?
",Fauvism,Cubism,Impressionism,Expressionism,Cubism
340,"Which of the following is not an ingredient in typical camera film?
",Gelatin,Polyester,Sucrose,Cellulose Acetate,Sucrose
341,"A drawing in which one continuous line is used to trace the outlines of the subject matter, using more or less pressure to suggest shadow, is called what?
",Gesture,Line,Contour,Trace,Contour
342,"The method of watercolor painting in which paper, crumpled plastic wrap, or other items are applied to the paint when wet and removed after drying is called decalcomania.
",True,False,,,True
343,"Tango is a complicated dance with even more complicated origins. Angel Villoldo was the first to ever record a Tango. This is the home of Tango (and Angel Villoldo ).
",Spain,England,France,Argentina,Argentina
344,"One of the most popular Latin American dances is cha-cha-cha. It became popular in the United States in the 1950s and its music was derived from the music of this dance.
",Mambo,Foxtrot,Merengue,Polka,Mambo
345,"The home country of Salsa is Brazil.
",True,False,,,False
346,"One of the best (some say he was the best ever) tango dancers was Jos械 Ovidio Bianquet. His story is as mysterious as tango itself and his nickname is one of the most legendary in the history of this great dance. What is it?
",Sin rumbo,El Tarila,El Cachafaz,El Vasco,El Cachafaz
347,"The word samba is probably derived from the Angolan semba, meaning a religious rhythm. The dance and its music were born in the black ghettos of this city. The biggest samba carnival is also held in this city.
",Rio de Janeiro,San Juan,Havana,Brasilia,Rio de Janeiro
348,"Merengue was born in Portugal in the 16th century as part of an important ritual.
",False,True,,,False
349,"Probably the most famous and influential ballroom dance is Waltz. Its closed position became an example for many other dances and made it very fashionable. Waltz first became popular in this city and then spread all over the world.
",Paris,Toledo,Vienna,London,Vienna
350,"One of the symbols of the Spanish culture is the Flamenco (Flamenco originally meant Flemish in Spanish). At first Flamenco consisted only of unaccompanied singing, but later came the other essential ingredients, such as the dance and the guitar. What is the name of the flamenco guitar?
",Cajon,Palmas,Toque,Baile,Toque
351,"Quadrille was born as part of military parades in the 17th century and was performed by 4 horsemen and their horses.
",True,False,,,True
352,"This is a Polish folk dance which became quite popular at ballrooms. It is in triple time and its tempo is usually moderate. It has spread all over the world in countries such as the United States, Russia and France.
",Polka,Mazurka,Polska,Cumbia,Mazurka
353,"This Latin phrase means to a sickening or tiresome degree.
",sic malaria,in tota nauseam,sin vibre,ad nauseam,ad nauseam
354,"In debating, this term refers to an argument that attacks a persons character, as opposed to the subject of debate.
",ad hoc,ad hominem,in argumentatus,ad homunculus,ad hominem
355,"This is a label inside a book that bears the owners name.
",ad literatus,ex libris,in libro,ex literatus,ex libris
356,"In England, names of places ending in chester, like Manchester and Winchester come from a Latin word meaning what?
",meadow,stream,camp,house,camp
357,"Argentina comes from the Latin word Argentum which means silver.
",True,False,,,True
358,"A corrupted version of the Arabic word wadi, meaning watercourse, gives us this Spanish toponym.
",Salamanca,Madrid,Andalucia,Guadalajara,Guadalajara
359,"The Native Americans knew this place as Mesconsing, Lewis and Clark recorded it as Quisconsing. Its name was further distorted. What do we know it today as?
",Wisconsin,Quebec,Colorado,"Lansing, Michigan",Wisconsin
360,"What do the toponyms Rio Grande, Mississippi and Ta Ho mean in their native tongues?
",Long River,Big River,Great River,Surrounded by water,Big River
361,"Cairo means happiness in Arabic.
",True,False,,,False
362,"What place in New York was named Vlissigen by the Dutch?
",Yonkers,Brooklyn,Flushing,Harlem,Flushing
363,"Omaha is a distorted Native American tribal name.
",True,False,,,True
364,"What does Sahara mean in Arabic?
",oasis,fertile,wasteland,sand,wasteland
365,"For which monarch was the state of Virginia named?
",King Louis IV of France,King Virgil of Denmark,Mary Queen of Scots,Queen Elizabeth I of England,Queen Elizabeth I of England
366,"Which one of these words means an ornamental clasp or pin?
",brocade,ballast,bivouac,brooch,brooch
367,"Pick the B word that does NOT mean to nag or intimidate.
",bluster,befuddle,badger,browbeat,befuddle
368,"Which one of these words means to soil or defile?
",besmirch,bewitch,broach,beseech,besmirch
369,"Which of the following words does NOT mean a blessing?
",benediction,benevolence,blight,boon,blight
370,"What does the word blithe mean?
",joyous and lighthearted,full of errors,"limber, spry, agile",hard to understand,joyous and lighthearted
371,"Choose the B word that means rough or noisy.
",bawdy,boisterous,boorish,bland,boisterous
372,"Which of these word means a large group?
",bugaboo,bastion,bevy,blandishment,bevy
373,"Which of these B words means shortness of duration?
",blasphemy,bureaucracy,brevity,buffoonery,brevity
374,"Which one of these words means cheerful and optimistic?
",buoyant,bacchanalian,bereft,bucolic,buoyant
375,"Which of these words means highly ornate?
",baroque,bombastic,blase,burnishing,baroque
376,"Is it true that the figures of Cupid throughout history have had two different sides?
",Yes,No,,,Yes
377,"There are several different stories about Cupids parentage and the most popular is that his mother is Venus and his father - Mars.
",True,False,,,True
378,"The typical Christian depiction of a cherub is often compared to Cupid.
",False,True,,,True
379,"Cupid appears in the movie Toothless and is portrayed by actor Richard Chamberlain.
",True,False,,,False
380,"According to Greek mythology, this god is responsible for lust, love and sex.
",Eros,Cupid,Mars,Kama,Eros
381,"In ancient Athens, one day per week was sacred to Eros.
",False,True,,,False
382,"February 14 is the day set aside for Valentines Day, the day celebrating love.
",False,True,,,True
383,"100 million valentines are estimated to be given out in February in honor of Valentines Day.
",False,True,,,False
384,"What kind of creature is the leprechaun in Irish mythology?
",Fairy,Gnome,Dwarf,Demon,Fairy
385,"Which popular NBA team has a logo, featuring a leprechaun?
",Washington Wizards,L.A. Lakers,Boston Celtics,Orlando Magic,Boston Celtics
386,"Once leprechauns were described as creatures dressed in red.
",False,True,,,True
387,"What is the traditional craft practiced by leprechauns according to Irish mythology?
",making shoes,making shamrocks,making hats,making gold coins,making shoes
388,"According to legend, a leprechaun must tell the truth if looked directly in the eye.
",True,False,,,True
389,"In the old days, in order to keep leprechauns content, Irish people used to leave out a dish of what?
",Milk,Beer,Whiskey,Cookies,Milk
390,"There are female leprechauns.
",True,False,,,False
391,"A quorum has to do with a group of  which of these?
",flowers,words,animals,people,people
392,"Which of these words is associated with clothing?
",raison detre,raiment,recherche,rugger,raiment
393,"Pick out the word that means a type of person.
",sylvan,sybarite,stentorian,sternum,sybarite
394,"Tellurium is a metallic element of this color combination.
",black/white,silvery/white,red/white,gold/white,silvery/white
395,"The word umbilicus refers to what part of the human body?
",the legs,the eye brows,the head,the navel,the navel
396,"Which of these words means having an insatiable appetite?
",vole,viviparous,vizier,voracious,voracious
397,"Which of these animals can be a wrasse?
",goat,antelope,pig,fish,fish
398,"Pick out the name of the king of Persia from either 519-465 B.C. or 486-465 B.C.?
",Xenon,Xebec,Xerxes,X-axis,Xerxes
399,"The word yurt is similar in meaning to which of these words?
",a medieval creature,ship,statue,tent,tent
400,"Zoroastrianism refers to which of the following?
",,a type of religion,human sacrifice,Greek philosophy,a type of religion
401,"Which of these words means to guess?
",conjecture,castigate,contrive,coerce,conjecture
402,"Does the word clemency mean the state of being a huge Mark Twain fan?
",Yes,No,,,No
403,"Pick the word that does NOT mean conversation.
",colloquy,chitchat,concordance,conference,concordance
404,"Which of these words can be defined as an expert critical judge of art?
",coquette,connoisseur,clairvoyant,charlatan,connoisseur
405,"Which one of these words means pleased or satisfied with oneself?
",capacious,complacent,congenial,candid,complacent
406,"Which of these words means panic?
",cynicism,cataclysm,cacophony,consternation,consternation
407,"Pick the word that means annoyance at ones own failures or errors.
",cupidity,collusion,chagrin,composure,chagrin
408,"Which one of these words means to recover after a sickness?
",cauterize,convalesce,coddle,conciliate,convalesce
409,"The word centimeter means one hundred meters.
",False,True,,,False
410,"Find the word that does NOT mean to hold back.
",check,constrain,control,conduce,conduce
411,"For which culture does a Sinophile have an obsessive love?
",France,China,Japan,England,China
412,"Philhellenism is an obsessive love of which culture?
",Chinese,Japanese,Greek,German,Greek
413,"What is cyberphilia?
",An obsessive love of the Internet,An obsessive love of flowers,An obsessive love of cybersex,An obsessive love of electronics,An obsessive love of the Internet
414,"This is an obsessive love of  clowns.
",Cacophilia,Bathyhilia,Coulrophilia,Bufonophilia,Coulrophilia
415,"Of course there is a word for an obsessive love of peanut butter sticking to the roof of your mouth. Which one is it?
",Bibilophilia,Arithmophilia,Arachibutyrophilia,Canophilia,Arachibutyrophilia
416,"This is an obsessive love of walking.
",Tocophilia,Pedalophilia,Ambulophilia,Sesquipedalophilia,Ambulophilia
417,"For what does a lygophile have an obsessive love?
",Wine,Old people,Darkness,Kindness,Darkness
418,"This is an obsessive love of cats.
",Phallainophilia,Catagelophilia,Apiophilia,Ailurophilia,Ailurophilia
419,"Trichophilia is an obsessive love of what ?
",The dark,Pain,Hair,Insects,Hair
420,"What do we call an obsessive love of being ridiculed?
",Enochlophilia,Agathophilia,Catagelophilia,Drosophilia,Catagelophilia
421,"What is the term for obsessive love of wild animals?
",Agriozoophilia,Pogophilia,Zoaphilia,Atelophilia,Agriozoophilia
422,"What is  cenophilia ?
",An obsessive love of being dirty,An obsessive love of empty spaces,An obsessive love of animal fur skins,An obsessive love of school,An obsessive love of empty spaces
423,"Which of these phrases can mean fashionable?
",a propos,a la carte,a gogo,a la mode,a la mode
424,"Literally (not figuratively), what does the word adieu mean?
",to God,farewell,what,hello,to God
425,"What is an aperitif?
",a terrific person,a before meal drink,an opening,a guess,a before meal drink
426,"What does blase mean?
",blazer,unimpressed,tired,bleak,unimpressed
427,"Cafe au lait is an outdoor cafe.
",True,False,,,False
428,"What does the word coquette mean?
",a flirtatious girl,a fancy hair style,a salmon patty,a type of poodle,a flirtatious girl
429,"Which phrase refers to love of life?
",joie de livre,joie de vivre,joie dadore,joie de cafe,joie de vivre
430,"The definition of the phrase, cause celebre, is an issue arousing widespread controversy or heated public debate.
",True,False,,,True
431,"What is the literal translation of vis-a-vis?
",face to face,I see you,up front,in regards to,face to face
432,"Which phrase can mean feat of strength?
",soup du jour,tete a tete,tour de suite,tour de force,tour de force
433,"Suppose you wanted to study law and become a lawyer.   The word for lawyer in Spanish is _______________.
",peluquero,abogado,conductor,cocinero,abogado
434,"In Spanish, what would you be called if you were a fireman?
",ebanista,banquero,botanico,bombero,bombero
435,"What if you wanted to be the mayor of your town?   What would that profession be called in Spanish?
",clerigo,tabernero,alcalde,carnicero,alcalde
436,"How about if you become a baker?  In Spanish, you would be called a what?
",panadero,carpintero,marinero,cerrajero,panadero
437,"Youre 5 years old.   Your mommy asks you what you want to be when you grow up.  You say I wanna be a cowboy.  How would you say cowboy in Spanish?
",contador,escultor,vaquero,taquillero,vaquero
438,"My dad is an avid fisherman.  If he were a Spanish fisherman, what would his profession be called?
",florista,cartero,pescador,artesano,pescador
439,"If you wanted to be a clown in a Spanish circus, you would be called a payaso.
",True,False,,,True
440,"Your father was a cobbler. Your grandfather was a cobbler. Your great grandfather was a cobbler.  Chances are you may become a cobbler too.  What would the Spanish word for cobbler be?
",criado,zapatero,jardinero,camarero,zapatero
441,"Okay, so you want to be a judge in Madrid.  What word would you be called?
",juez,plomero,cambiadiscos,borracho,juez
442,"My brother lives in Mexico City.  He wants to be a trainer.  What would his job be called in Spanish?
",enfermero,droguero,entrenador,fraile,entrenador
443,"What is the English word for the Spanish word fiesta ?
",three,nap,fire,party,party
444,"How do you translate the Spanish word pescado into English?
",mosquito,fish,pessimism,fire alarm,fish
445,"What is the English word for the Spanish paloma?
",friend,sheep,wind,pigeon,pigeon
446,"The English word for the Spanish word coraz贸n is what?
",corridor,complaint,heart,candle,heart
447,"Give me the English word for the Spanish word hermano.
",herring,hermit,golf course,brother,brother
448,"How does one say the word naranja from Spanish into English?
",black,orange,green,purple,orange
449,"Now give me the English word for the Spanish word espejo.
",mirror,perjury,horse,special,mirror
450,"Give me the English variant for the Spanish first name Guillermo.
",George,Joshua,James,William,William
451,"What is the translation of the Spanish word mi茅rcoles in English?
",Wednesday,Saturday,Friday,Monday,Wednesday
452,"How do you translate cuchara from Spanish to English?
",spoon,knife,fork,plate,spoon
453,"What is a Tombola?
",A type of lottery,A bone of the inner ear,A male cricketer,A musical instrument,A type of lottery
454,"Tomentum is a word describing the increase in speed of a rolling object which is then accelerated e.g. kicking a soccer ball
",True,False,,,False
455,"What is another word for tome?
",sound,pass,work,trumpet,work
456,"Which Tom played Dr Who in the cult BBC television series?
",Tom Baker,Tom Stoppard,Tom Archer,Tom Collins,Tom Baker
457,"Which musician(s) created the rock opera Tommy?
",The Rolling Stones,Elton John,The Beatles,The Who,The Who
458,"A Tom Collins is a long drink consisting of vodka, lime or lemon juice, sugar and soda water.
",False,True,,,False
459,"In Greek mythology, Sirens often led sailors to their deaths with their beautiful songs.
",False,True,,,True
460,"In Greek mythology, a minotaur was made up of what two creatures?
",man and horse,man and woman,man and bull,man and lion,man and bull
461,"This 3-headed beast guarded the gates to Hades.
",Hydra,Sphinx,Cerberus,Zylon,Cerberus
462,"How do we call a person who initiates an attack?
",aggressor,tailor,scarfor,administrator,aggressor
463,"This is how we refer to a person who writes any type of literary products.
",creator,director,educator,author,author
464,"What is the term for a person responsible for devising a new machine or a new process of doing something?
",administrator,author,mentor,inventor,inventor
465,"How do we call a person who takes on a new identity in order to deceive?
",impostor,aggressor,perceptor,deceptor,impostor
466,"Someone who entertains by pretending to be someone else, usually either in a play or through film products.
",actor,spectator,director,creator,actor
467,"A university or college teacher is known as a professor.
",True,False,,,True
468,"How do we call someone that does detective work?
",investigator,instigator,supervisor,impostor,investigator
469,"A tailor is someone who only makes new clothes.
",True,False,,,False
470,"A spectator is someone who participates in activities or sporting events.
",True,False,,,False
471,"Which of these terms are used for a person who is responsible for or oversees the work done by others?
",administrator,supervisor,director,all of these,all of these
472,"This god, representing everything that threatened harmony in Egypt, was the brother of Osiris and Isis. He murdered Osiris, then battled with his nephew Horus to be the ruler of the living.
",Sobek,Seth,Shu,Thoth,Seth
473,"Since jackals were often seen in cemeteries, the ancient Egyptians believed that Anubis, a god with human body and jackal head, watched over the process of embalming.
",True,False,,,True
474,"Tawaret was a goddess who protected women during pregnancy and childbirth. She was most often depicted with the head of a hippopotamus, arms and legs of a lion, back and tail of a crocodile, and breasts and stomach of a pregnant woman.
",True,False,,,True
475,"The goddess Anekantin was Isis鈥 sister and Anubis鈥 wife.
",True,False,,,False
476,"This center is associated with intuition and sensory perception.
",Center of brow,Heart,Mid-back,Base of spine,Center of brow
477,"Location of the spiritual center.
",Crown,Back,Spine,Throat,Throat
478,"What color would you use to heal the etheric (root) center?
",Blue,Green,Red,Yellow,Red
479,"What color would we nedd to heal the soul?
",Yellow,Green,Orange,Violet,Violet
