,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
355,"Where do Pams parents live in the hit movie Meet the Parents?
",New York,Chicago,San Francisco,Los Angeles,New York
356,"What is Gregs birth name in the film Meet the Parents?
",Skip,Gregory,Spencer,Gaylord,Gaylord
357,"In Meet the Parents, how does Greg give his future sister-in-law a black eye?
",playing basketball,throws a football at her,gets mad and head butts her,playing volleyball in the swimming pool,playing volleyball in the swimming pool
358,"What actress plays the role of Dina Byrnes in the hit movie Meet the Parents?
",Erika Alexander,Barbara Streisand,Teri Polo,Blythe Danner,Blythe Danner
359,"In the movie Meet the Parents, Jack Byrnes has a polygraph machine in his den.
",False,True,,,True
360,"Was there ever a sequel to the hit movie Meet the Parents?
",Yes,No,,,Yes
361,"What year did the popular television show One Day at a Time first  hit the airwaves?
",1975,1973,1977,1980,1975
362,"Mackenzie Phillips who plays the oldest daughter Julie on the hit show  One Day at a Time is related to the founder of the 60s band The Mamas and the Papas?
",True,False,,,True
363,"In season 1 of the hit television show One Day at  a Time, Ann Romano had a serious boyfriend played by actor Richard Masur. What was his name on the show?
",Alex Handris,Nick Buonoconti,John Mayer,David Kane,David Kane
364,"What was the first name of the superintendent Schneider on the hit television show One Day at a Time?
",Bill,Wayne,Dwayne,Lance,Dwayne
365,"Where did Ann Romano and her two teenage daughters live on the television show One Day at a Time?
",Philadelphia,New York City,Texas,Indianapolis,Indianapolis
366,"What actress played Annie Romanos mother on the popular sitcom One Day at A Time?
",Shelley Winters,Marsha Mason,Nanette Fabray,Phyllis Diller,Nanette Fabray
367,"On the TV show One Day at a Time Barbara Cooper played by teen heartthrob Valerie Bertinelli marries Mark Royer. What was his profession?
",Shoe Salesman,Dentist,Landscaper,Gym Teacher,Dentist
368,"Julie Cooper portrayed by actress Mackenzie Phillips on the famous show One Day at a Time married Max Horvath. What was his occupation on the show?
",Baseball Coach,Guidance Counselor,Warehouse Manager,Airline Flight Steward,Airline Flight Steward
369,"What actor played Alex Handris on the TV series One Day at a Time?
",Joe Papufnich,Glenn Scarpelli,Ron Rifkin,Howard Hesseman,Glenn Scarpelli
370,"What year did the popular television show One Day at a Time go off  the airwaves?
",1981,1984,1986,1982,1984
371,"What year was George Carlin born?
",1929,1938,1937,1936,1937
372,"Where was the hilarious stand up comedian George Carlin born?
",Philadelphia,Los Angeles,Chicago,New York City,New York City
373,"George Carlin was in which branch of the military?
",Army,Navy,Air Force,Marine Corps,Air Force
374,"What was the name of George Carlins wife whom he married in 1961?
",Brenda,Pat,Joan,Ruth,Brenda
375,"Why was George Carlin arrested in Milwaukkee in 1972?
",DWI,violated obscenity laws while doing a performance,got caught urinating in public,got caught with marijuana,violated obscenity laws while doing a performance
376,"George Carlin was the first ever host on the hit television show Saturday Night Live.
",True,False,,,True
377,"George Carlin was a regular on the CBS Televisions Tony Orlando and Dawn variety series.
",False,True,,,True
378,"In what movie did George Carlin play the part of Rufus in 1989?
",Waynes World,Bill  Teds Excellent Adventure,Dogma,Occupation: Foole,Bill  Teds Excellent Adventure
379,"In 2004, Carlin was voted #2 on the Comedy Centrals list of 100 greatest stand-ups of all time. Who was voted as # 1 on that list?
",Richard Pryor,David Brenner,Lenny Bruce,Jerry Seinfeld,Richard Pryor
380,"On what year did George Carlin do his 13th HBO spacial entitled Life Is Worth Losing?
",2005,1995,1990,1977,2005
381,"What was the name of the first comedy album that George Carlin released?
",Take Offs and Put Ons,FM  AM Class Clown,Toledo Window Box,Occupation: Foole,Take Offs and Put Ons
382,"On what childrens show did George Carlin play the part of  Mr. Conductor?
",Boogie Wonderland,New Zoo Revue,Zoom,Shining Time Station,Shining Time Station
383,"What is the name of the group of the four Australian entertainers on Playhouse Disney who sing and dance and ride in the big red car?
",The Doodlbops,The Higgleytown Heroes,The Koala Brothers,The Wiggles,The Wiggles
384,"On the Playhouse Disney show The Doodlebops, Dee Dee, Rooney and Moe play three siblings who sing, dance and play musical instruments.
",True,False,,,True
385,"Which of the following is a Playhouse Disney show that features two Australian brothers who 鈥渁lways try to help?
",The Wiggles,The Koala Brothers,The Higglytown Heroes,Little Einsteins,The Koala Brothers
386,"On the show Handy Manny on Playhouse Disney Freddie Prince Jr. provides the voice of Manny.
",True,False,,,False
387,"What show on Playhouse Disney features nesting dolls come to life that always have a problem requiring the help of someone special?
",Higglytown Heroes,Little Einsteins,The Wiggles,Bear in The Big Blue House,Higglytown Heroes
388,"The Playhouse Disney show JoJos Circus features a little girl who lives in Circusville and has a pet lion named Goliath.
",False,True,,,False
389,"Which one of the following Playhouse Disney shows features four children named Leo, June, Annie and Quincy?
",JoJos Circus,Shannas Show,Higglytown Heroes,Little Einsteins,Little Einsteins
390,"American actor/author/stand-up comedian, Paul Reiser wrote the book titled Couplehood which actually starts on page 145.
",True,False,,,True
391,"What was the name of the popular sitcom television show in which actor/writer/comedian Paul Reiser and co-star Helen Hunt are a newly married couple.
",Full House,Mad About You,Family Prayers,One Day at a Time,Mad About You
392,"Actor/stand-up/comedian/author Jeff Foxworthy became most noted in the early 1990s for his jokes on which topic?
",This is your sign!,You might be a redneck if ...,You might be smarter than a fifth grader...,Family bashing is...,You might be a redneck if ...
393,"Who is the forth stand-up comedian besides Jeff Foxworthy, Larry the Cable Guy and Ron White in the popular Blue Collar Comedy Tour that was made into a movie?
",Robin Williams,Jim Carrey,Bill Engvall,Ellen DeGeneres,Bill Engvall
394,"What prop does the 1980s comedian, Gallagher use when smashing things such as watermelons?
",hammer time,Pound o might,record boom,Sledge-O-Matic,Sledge-O-Matic
395,"Leo Anthony Gallagher graduated from the University of South Florida with a journalism degree.
",True,False,,,False
396,"Marilyn Monroe, born June 1st, 1926, had what name at birth?
",Norma Jean,Norma Sue,Gladys Pearl,Ida Sue,Norma Jean
397,"In 1950, Marilyn received a small part in this film noir, directed by John Huston and nominated for four Academy Awards.
",Love Happy,Ladies of the Chorus,A Ticket to Tomahawk,The Asphalt Jungle,The Asphalt Jungle
398,"Marilyn married this man in June 1942, just a few weeks after her 16th birthday. In the 2004 documentary, Marilyns Man he claimed that it was he who had invented the Marilyn Monroe persona.
",Harry Cohn,James Dougherty,Johnny Hyde,Joe Dimaggio,James Dougherty
399,"Marilyn Monroe posed nude for a photo shoot with photographer Tom Kelley .
",True,False,,,True
400,"In 1953 Marilyn Monroe starred with what famous actress in the 20th Century Fox movie, Gentlemen Prefer Blondes?
",Jane Russell,Bette Davis,Lana Turner,Anne Baxter,Jane Russell
401,"In this 1953 film, directed by Jean Negulesco, Marylin starred together with Betty Grable and Lauren Bacall.
",River of No Return,The Seven Year Itch,All about Eve,How to Marry a Millionaire,How to Marry a Millionaire
402,"Marilyn Monroe married this famous baseball star in January 1954, after a two-year courtship.
",Frank Sinatra,Joe DiMaggio,Dean Martin,Tom Ewell,Joe DiMaggio
403,"Philip Strassberg of the New York Daily said the following words about this film, starring Marilyn Monroe: This is the film that every red-blooded American male has been waiting for. This film contains the famous skirt-blowing scene.
",The Misfits,Gentlemen Prefer Blondes,The Seven Year Itch,Somethings Got to Give,The Seven Year Itch
404,"Which of these statements was made by Marilyn Monroe?
","Im not interested in money, I just want to be wonderful.",All of these,"If I had observed all the rules, Id never have gotten anywhere.",Dogs never bite me. Just humans.,All of these
405,"On what date was actress Marilyn Monroe found dead in her Brentwood home?
","April 23, 1962","June 1, 1962","August 5, 1962","August 1, 1962","August 5, 1962"
406,"What year did the popular sitcom, The King of Queens first hit the airwaves?
",2001,1998,1997,2002,1998
407,"On the popular sitcom The King of Queens, Doug Heffernan works as a parcel deliveryman for what company?
",Packages Are Us,IPS,United Express,UPS,IPS
408,"What is the profession of Spence Olchin, one of Dougs best friends on the hit television show The King of Queens?
",Baseball player,Dentist,Token Clerk in the Subway,Dog Walker,Token Clerk in the Subway
409,"What is the name of Doug Heffernans father-in-law, who lives in the basement of the Heffernan house on the TV show The King of Queens?
",Arthur,John,Herman,Marvin,Arthur
410,"The King of Queens is a spin-off from the hit television sitcom Everybody Loves Raymond.
",False,True,,,False
411,"What actor plays Dougs coworker and best friend, Deacon Palmer on the hit television sitcom The King of Queens?
",Tyrese Whittingham,Bobby Henderson,Victor Williams,Anson Williams,Victor Williams
412,"What city do Doug and Carrie Heffernan live in on the show  The King of Queens ?
",San Francisco,Philadelphia,Los Angeles,New York,New York
413,"Was Leah Remini, who plays Carrie in The King of Queens, ever on the hit television show Saved By The Bell?
",Yes,No,,,Yes
414,"What sport did The King of Queens character Doug Heffernan play in high school?
",Lacrosse,Baseball,Football,Bowling,Football
415,"What is the name of Carrie Heffermans deceased mother, who has never been seen on the hit television show  The King Of Queens?
",Antoniette,Lisa,Sophia,Lucia,Sophia
416,"How many hats did Bartholomew Cubbins take off in the childrens book by Dr. Seuss?
",1000,100,25,500,500
417,"What was/were the final word(s) of The Lorax when he left in the self-titled childrens book?
",Unless,Whats left?,Success,Im the best,Unless
418,"Everyone said Will you please go now to which Dr. Seuss character?
",Marvin K. Mooney,the Lorax,Yertle the Turtle,Bartholomew Cubbins,Marvin K. Mooney
419,"What was the name of the little girl that the Grinch woke up when he was stealing the Christmas presents and decorations in How the Grinch Stole Christmas!?
",Winnie the Who,Cathy Ann Who,Cindy Lou Who,Betty Marie Who,Cindy Lou Who
420,"Besides Horton Hears a Who, what was Horton the Elephants other book?
",Horton and the Dust Speck,Horton Morton Went ACourtin,Horton Packs His Trunk,Horton Hatches the Egg,Horton Hatches the Egg
421,"At the start of the book The Sneeches, how were some Sneeches different from the others?
","Some had belly stars, some didnt.","Some were blue, some were yellow.","Some could run quickly, others ran slowly.","Some lived in trees, some lived on the ground.","Some had belly stars, some didnt."
422,"What was Dr. Seusss real name?
",Theodor Seuss Geisel,Theodis Geyser,Teddy Seussical,Ted Seussy Hamilton,Theodor Seuss Geisel
423,"In the Jim Carrey Grinch movie, what kind of hair was on the Grinch suit?
",yak,synthetic,dog,bear,yak
424,"How did the Grinchs eyes change at the end of the Grinch cartoon?
",brown to green,red to blue,red to green,brown to blue,red to blue
425,"Name Dr. Seusss first book which was written in 1937.
",And to Think That I Saw It on Mulberry Street,If I Ran the Zoo,The Cat in the Hat,Green Eggs and Ham,And to Think That I Saw It on Mulberry Street
426,"Which of the following is NOT one of the messages the voice gives to Ray Kinsella in the movie Filed of Dreams?
",Ease his pain.,"If you build it, he will come.",Do not sell this farm.,Go the distance.,Do not sell this farm.
427,"What is the name of Rays wife in the 1989 movie Field of Dreams?
",Dee,Annie,Beulah,Karin,Annie
428,"What is the name of Rays father in the film Field of Dreams?
",Jack,Mack,John,Mark,John
429,"In the movie Field of Dreams, what is Ray Kinsellas answer to the question Is this Heaven?
","No, its Ohio.","No, its Iowa.","No, its Purgatory.","No, its baseball.","No, its Iowa."
430,"Finish this line delivered by Ray Kinsella in the movie Field of Dreams: When primal forces of nature tell you to do something...
",the wise thing is to take it on faith.,the prudent thing is not to quibble over details.,you listen.,you dont ask why.,the prudent thing is not to quibble over details.
431,"In the movie Field of Dreams, while looking for Terence Manns residence, Ray is told that the first door that doesnt have a ____ in the window is his.
",flag,chicken,teddy bear,sign,chicken
432,"What does Terence yell as he is kicking Ray out of his apartment in the film Field of Dreams?
","Sex, drugs, rocknroll","Tune in, turn on, drop out","Make love, not war","Peace, love, dope","Peace, love, dope"
433,"At which major league ballpark do Ray and Terence attend a game in Field of Dreams?
",Tigers Stadium,Comiskey Park,Yankee Stadium,Fenway Park,Fenway Park
434,"What is the title of the Terence Mann book in Field of Dreams that caused young Ray to rebel against his father?
",The Boat Rocker,Naked Lunch,Catch-22,On the Road,The Boat Rocker
435,"In the film Field of Dreams, while taking a late night walk in Chisholm, Minnesota, Ray sees a cinema marquee displaying which movie title?
",Cabaret,The Exorcist,Shaft,The Godfather,The Godfather
436,"What is the first name of Moonlight Graham, a character in the movie Field of Dreams?
",Andy,Arnie,Archie,Alfie,Archie
437,"What color hats did Dr. Grahams wife like to wear in the movie Field of Dreams?
",blue,white,yellow,black,blue
438,"What prop did Dr. Graham always carry in Field of Dreams?
",stethoscope,umbrella,cane,medical bag,umbrella
439,"In the movie Field of Dreams, what reason do the ghost ballplayers give for not letting Ty Cobb play with them?
","None of us could stand the son-of-a-b**** when we were alive, so we told him to stick it.",He isnt dead yet.,He spiked me enough times when I was alive; he isnt getting any more chances.,He wasnt one of us; he would never understand.,"None of us could stand the son-of-a-b**** when we were alive, so we told him to stick it."
440,"What does Karin choke on in the film Field of Dreams after she falls from the bleachers?
",Cracker Jack,peanut,hot dog,popcorn,hot dog
441,"In Field of Dreams, what reason does Shoeless Joe give Ray for why he cant come into the corn?
",Youre not a ballplayer.,Youre not a writer.,Youre not dead.,Youre not invited.,Youre not invited.
442,"What position did Rays father play in Field of Dreams?
",catcher,pitcher,outfielder,infielder,catcher
443,"Shoeless Joe, a character from Field of Dreams, says that the voice Ray heard belonged to which one of these?
",Ray,Terence Mann,Rays father,Shoeless Joe,Ray
444,"How does Rays father answer the question Is there a Heaven? in the movie Field of Dreams?
","Oh yeah, its the place where the sky is always blue.","Oh yeah, its the place where youre forever young.","Oh yeah, its the most special place in the world.","Oh yeah, its the place where dreams come true.","Oh yeah, its the place where dreams come true."
445,"What is the last spoken line in the movie Field of Dreams?
",Maybe this is Heaven.,Id like that.,"People will come, Ray, people will most definitely come.","Hey Dad, wanna have a catch?",Id like that.
446,"This literary character wanted to remain forever young and retain his extraordinarily good looks.  As a result of this wish, his portrait begins to age instead of him and becomes horrid and ugly, reflecting the character鈥檚 increasing fall into depravity.
",Angel Clare,Basil Halward,Dorian Gray,Henry Wotton,Dorian Gray
447,"This teenage literary hero, living in 1950s New York, thinks that people around him are 鈥榩honies鈥. His dream is to be the person who keeps children from falling off a cliff.
",Sal Paradise,Larry Durrell,Joe Lampton,Holden Caulfield,Holden Caulfield
448,"This fictional character created by Jack Kerouac embodies the values of the 鈥楤eat Generation鈥. He is liberated, hedonistic, intense and dazzlingly unpredictable. He constantly travels round the USA in search of joyful adventure.
",Humbert Humbert,Holden Caulfield,Dean Moriarty,Alexander Portnoy,Dean Moriarty
449,"This fictional hero teaches his two children, Scout and Jem, that it鈥檚 a sin to kill a mockingbird, since the only thing mocking birds do is sing their hearts for people to enjoy.
",William Jennings,Jeems Cunningham,Atticus Finch,Tom Robinson,Atticus Finch
450,"This literary character is the gamekeeper, who helps Constance Chatterley experience a sexual awakening.
",Arthur Dimmesdale,Oliver Mellors,Philip Carey,Clifford Chatterley,Oliver Mellors
451,"This fictional character is a World War II flier, stationed on the island of Pianosa, in the Mediterranean. He thinks that everyone wants to kill him. He wants to go home, but he cannot get out of combat duty, because there is a 鈥榗atch鈥.
",Ethan Hawley,Nick Caraway,John Yossarian,Milo Minderbinder,John Yossarian
452,"The rivalry between these fictional twin-brothers, born in the Salinas Valley in the Trask family, resembles the relationship of the biblical characters, Cain and Abel.
",Holden and Alley,Paul and Arthur,Thomas and Rudolf,Caleb and Aron,Caleb and Aron
453,"This literary protagonist lives in a totalitarian state, where everybody is constantly watched by the dictator, Big Brother.
",Winston Smith,Arthur Morel,Billie Bibbit,Philip Morel,Winston Smith
454,"This fictional hero is strongly dominated by his demanding Jewish mother. He says the words, 鈥業 am marked like a road map from head to toe with my repressions鈥.
",Alexander Portnoy,Jay Gatsby,Humbert Humbert,Stephen Dedalus,Alexander Portnoy
455,"Although he is sane, this rebellious, fun-loving literary character is a patient in a mental ward. He confronts the domineering Nurse, Ratched.
",Stephen Dedalus,Atticus Finch,Winston Smith,Randle McMurphy,Randle McMurphy
456,"This movie quote ranks # 92 on the AFI list of 100 memorable movie quotes. Name the movie.
",Caddyshack 2,Stripes,Caddyshack,Happy Gilmore,Caddyshack
457,"This quote, that comes in at #49 on the AFI list, is from what classic horror movie?
",Dracula,Frankenstein,The Bride of Frankenstein,Phantom of the Opera,Frankenstein
458,"This quote, ranked # 58 on AFIs list, is from what Oscar-winning movie?
",The Godfather 2,The Godfather,Goodfellas,The Godfather 3,The Godfather 2
459,"Quote # 54 on the AFI list of 100 memorable movie quotes comes from what 1992 Penny Marshall movie?
",Bull Durham,Field of Dreams,A League of Their Own,BIG,A League of Their Own
460,"What 1980 spoof movie features quote #79 on AFIs list?
",Airport,Naked Gun 2 1/2,Attack of the Killer Tomatoes,Airplane!,Airplane!
461,"This quote, ranked #9 on AFIs list, comes from what 1950 multi-Oscar winning movie, starring Bette Davis?
",Thank Your Lucky Stars,Phone Call From a Stranger,Payment on Demand,All About Eve,All About Eve
462,"This famous movie quote, ranked #67 on AFIs list of Top Film Quotes, is from what classic movie?
",The African Queen,The Big Sleep,The Maltese Falcon,Casablanca,Casablanca
463,"Although this quote only comes in at #61 on AFIs list, it is one of the most oft-quoted lines in movie history. Name the movie.
",Scarface,Serpico,The Godfather II,Dog Day Afternoon,Scarface
464,"Name the Clint Eastwood flick that contains the #6 quote on AFIs list.
",Magnum Force,The Enforcer,The Dead Pool,Sudden Impact,Sudden Impact
465,"What 1994 Robert Zemeckis film contains the #40 quote on AFIs list?
",Castaway,Radio Flyer,Forrest Gump,Contact,Forrest Gump
466,"This song, sung by a very famous blonde, comes in at #12 on the AFI list. What movie is it from?
",How to Marry a Millionaire,Gentlemen Prefer Blondes,Some Like It Hot,The Seven Year Itch,Gentlemen Prefer Blondes
467,"Carly Simon was not shaken or stirred at all when she sang this hit that makes its appearance at 67 on the American Film Institute Top 100 Movie Songs list. Choose the movie it comes from.
",The Spy Who Loved Me,Moonraker,For Your Eyes Only,Goldfinger,The Spy Who Loved Me
468,"In what 1934 film did Shirley Temple sing this song which won 69th position on the American Film Institute Top 100 Movie Songs list?
",Bright Eyes,Little Miss Marker,Baby Take a Bow,The Little Colonel,Bright Eyes
469,"This classic disco hit performed by the Bee Gees, #9 on the American Film Institute Top 100 Movie Songs list, is from what 1970s movie?
",Staying Alive,Grease,Saturday Night Fever,Thank God Its Friday,Saturday Night Fever
470,"What 1969 western does this song, #23 on AFIs Top 100 Movie Songs list, come from?
",Paint Your Wagon,True Grit,Butch Cassidy  the Sundance Kid,The Wild Bunch,Butch Cassidy  the Sundance Kid
471,"This song appears on the American Film Institute Top 100 Movie Songs list at #56. From what 1958 Academy Award winning movie is it from?
",Cat On A Hot Tin Roof,Vertigo,Gigi,Houseboat,Gigi
472,"The #22 song on AFIs Top 100 Movie Songs list is from a 1969 movie. Choose the one it belongs to.
",Easy Rider,Bob and Carol  Ted  Alice,Alices Resaurant,Midnight Cowboy,Midnight Cowboy
473,"This song comes in at #3 on American Film Institute Top 100 Movie Songs list. What movie does Gene Kelly sing it in?
",An American in Paris,Singin in the Rain,Its Always Fair Weather,Brigadoon,Singin in the Rain
474,"The #1 song on the American Film Institute Top 100 Movie Songs list is from which of these movies?
",Mary Poppins,Pinocchio,The Sound of Music,The Wizard of Oz,The Wizard of Oz
475,"In what year was the convicted serial killer David Berkowitz born?
",1955,1953,1954,1960,1953
476,"What type of car did the Son of Sam David Berkowitz drive?
",Toyota Corolla,Volkswagen Bug,Ford Galaxie,Mercury Bobcat,Ford Galaxie
477,"What did David Son of Sam Berkowitz carry his gun in while he committed his crimes?
",a Ziploc bag,a holster,a knapsack,a brown paper bag,a brown paper bag
478,"Which of these is the mascot for Lucky Charms cereal, the frosted oat cereal with sweet surprises?
",Lucky,Seamus,Tommy The Leprechaun,Magic Man,Lucky
479,"Which advertising mascot describes his Frosted Flakes cereal  by saying Theyre Grrreat?
",Charlie The Cheetah,Pete Puma,Tony The Tiger,Tommy The Tiger,Tony The Tiger
480,"Which cereal mascot said Trix has the fruit taste I like, theres orange and lemon in every bite.?
",Bugs Bunny,Roger Rabbit,Timmy The Rabbit,Trix Rabbit,Trix Rabbit
481,"Which of the following was the mascot for Sugar Crisp, a cereal that came out in 1963?
",Golden Bear,Sugar Bear,Teddy Bear,Huggy Bear,Sugar Bear
482,"What was the name of the cereal mascot that wore a green jumpsuit and had a propeller on his head?
",Johnny Bravo,Johnny Quest,Quisp,Martin the Martian,Quisp
483,"Who was the mascot for Kelloggs Froot Loops that used to say Follow your nose, it always knows.?
",Pete the Pelligan,Harry the Hen,Toucan Sam,Big Beak Billy,Toucan Sam
484,"What was the name of the cartoon mascot for Cocoa Puffs that used to exclaim Im cuckoo for Cocoa Puffs!?
",Cher,Stevie,Sonny,Sammy,Sonny
485,"In 2006, this legendary basketball player and his wife, Juanita, announced that they filed for 
",Michael Jordan,Karl Malone,Michael Jordan,Dennis Rodman,vorce after seventeen years of marriage.
486,"What is the name of Charlie Browns little sister in the Peanuts comic strip?
",Lucy,Marcie,Sally,Violet,Sally
487,"What famous person from WWI does Snoopy pretend to battle from the top of his dog house in the comic strip Peanuts?
",Vladimir Lenin,Fritz Fischer,Woodrow Wilson,Red Baron,Red Baron
488,"What is Lucy and Linuss last name in the cartoon strip Peanuts?
",van Pelt,Smith,Brown,McPatty,van Pelt
489,"In the Peanuts cartoon strip, who does Marcie call Sir?
",Charlie Brown,Snoopy,Sally Brown,Peppermint Patty,Peppermint Patty
490,"What US space mission named the command module Charlie Brown and the lunar module Snoopy?
",Apollo 13,Apollo 10,Apollo 7,Apollo 4,Apollo 10
491,"The Peanuts characters played baseball frequently.  Who isnt matched with their usual position?
",Pig Pen - Third base,Lucy - 1st base,Schroeder - Catcher,Charlie Brown - Pitcher,Lucy - 1st base
492,"Who does Linus wait for every year at Halloween in the Peanuts comic strip?
",The Jumpin Jack-o-latern,Santa Claus,The Great Pumpkin,The West  Witch,The Great Pumpkin
493,"In the Peanuts comic strip, Schroeder plays a toy piano very well. Who is his favorite classical composer?
",Fr茅d茅ric Fran莽ois Chopin,Wolfgang Amadeus Mozart,Franz Joseph Haydn,Ludwig van Beethoven,Ludwig van Beethoven
494,"Charles Schulz, the creator of Peanuts passed away in what year?
",2000,2002,1999,2001,2000
495,"In the Peanuts comic strip, how much does Lucy charge for psychiatric help at her booth?
",$5,5 cents,$1,50 cents,5 cents
496,"What was the name of the puppy farm in Peanuts where Charlie Brown got Snoopy, his pet beagle?
",Daisy Hill Puppy Farm,Puppies-R-Us,Wild Lily Puppy Farm,Red Rose Puppy Farm,Daisy Hill Puppy Farm
497,"Who is Charlie Brown in love with in the comic strip Peanuts?
",Violet,Peppermint Patty,Girl with the Big Blue Eyes,Little Red-Haired Girl,Little Red-Haired Girl
498,"In the Peanuts Lucy is infatuated with this character who constantly rebuffs her advances.
",Charlie Brown,Schroeder,Snoopy,Shermy,Schroeder
499,"What year did the original Rocky movie come out?
",1974,1976,1982,1979,1976
500,"Who played the role of the fictional character Apollo Creed in the Rocky movies?
",Carl Weathers,Carl Douglas,Ving Rhames,Carl Thomas,Carl Weathers
501,"Did Mr. T, known for his performance in The A-Team, appear in any of the Rocky movies?
",No,Yes,,,Yes
502,"Does Rocky Balboa win the first fight against Apollo Creed in the original movie Rocky?
",No,Yes,,,No
503,"Who played Paulie, Rocky Balboas brother-in-law, in the Rocky movies?
",Jackie Mason,Burt Young,Burt Ward,Burt Lancaster,Burt Young
504,"In Rocky 3, Rocky fights a wrestler. What was the wrestlers name in the movie?
",Killer Khan,Hulk Hogan,Bruno Sammartino,Thunderlips,Thunderlips
505,"Where does Rockys wife, Adrian work in the first of the Rocky movies?
",Pizza Parlor,Pet Store,Bowling Alley,Movie Theatre,Pet Store
506,"What year did Rocky 2 come out in the movie theatres?
",1977,1980,1978,1979,1979
507,"Who played Rocky Jr. in the hit movie Rocky 3?
",Ricky Schroder,Johnny Mozzarella,Ian Fried,Meeno Peluce,Ian Fried
508,"What was the last name of Rockys manager, Mickey in the movie Rocky?
",Schwartz,Liebowitz,DiMartino,Goldmill,Goldmill
509,"Rocky 3, starring Sylvester Stallone, Carl Weathers, and Talia Shire, was released in what year?
",1998,1985,1982,1987,1982
510,"On May 19, 1997, Sex and the City star Sarah Jessica Parker married this actor, who is famous for the role of Ferris Bueller.
",Johnny Depp,Charlie Sheen,Mathew Broderick,Emilio Estevez,Mathew Broderick
511,"Which actor was married from 1991 to 2001 to Kate and Leopold star Meg Ryan?
",Mathew Broderick,Dennis Quaid,Russell Crowe,Micheal Douglas,Dennis Quaid
512,"This Cheers waitress married Daniel Michael Devito in 1982.
",Kirstie Alley,Meredith Baxter-Birney,Shelly Long,Rhea Perlman,Rhea Perlman
513,"This actress, best known for portraying Buffy the Vampire Slayer, married actor Freddie Prinze Jr. in September 2002.
",Kristy Swanson,Jessica Alba,Jennifer Grey,Sarah Michelle Gellar,Sarah Michelle Gellar
514,"This actress, who got her first big break when she was cast in the Bruce Springsteen video Dancing in the Dark, married actor David Arquette in 1999.
",Courtney Cox,Jennifer Aniston,Phoebe Cates,Patricia Arquette,Courtney Cox
515,"Is it true that Lisa Marie Presley, daughter of Elvis, was once married to actor Nicholas Cage?
",No,Yes,,,Yes
516,"Which of the following groups did NOT have their own television variety show in the 1970s?
",The Starland Vocal Band,Captain and Tennille,The Brady Bunch,The Village People,The Village People
517,"CB radios were highly popular during the 1970s, and users (primarily truckers) had a colorful CB slang. A Kojak with a Kodak is a law officer with a radar gun. What is a smokey in a plain brown wrapper?
",A Sheriffs Deputy car,A state trooper,An unmarked police car,A driver who appears to be drunk or is driving recklessly,An unmarked police car
518,"The lyrics of the 1970s hit song Escape (The Pi帽a Colada Song) by Rupert Holmes, describe a plan of two people disenchanted with their current partners to meet for the first time at a bar. What is the name of the bar?
",Rubys,Chotchkies,OMalleys,Darbys,OMalleys
519,"The 1975 hit song Love Will Keep Us Together by Captain and Tennille was originally written and recorded in the 1960s by what artist?
",Paul Anka,Neil Sedaka,Bobby Vinton,Nancy Sinatra,Neil Sedaka
520,"Which artist sang the Oscar-winning theme song of the 1972 movie The Poseidon Adventure?
",Maureen McGovern,Suzie Quatro,Melissa Manchester,Yvonne Ellman,Maureen McGovern
521,"What was the mascot for Orange Julius, a franchise marketing a drink which was a blend of a dairy creamer and oranges, in the 1970s until Arizona State University threatened a lawsuit for stealing their mascot?
",A Native American with a tomahawk,A devil with a pitchfork,A rattlesnake,An orange wearing sunglasses,A devil with a pitchfork
522,"Which singer had a #1 song in 1990 with Nothing Compares 2 U?
",Stevie Nicks,Chrissie Hynde,Patti Smith,Sinead O Connor,Sinead O Connor
523,"This singer, born in Trinidad and Tobago, had a #1 hit in 1984 with Caribbean Queen.
",Peabo Bryson,Philip Bailey,Billy Ocean,Greg Lake,Billy Ocean
524,"Which singer had a #1 single in 1995 with the smash hit Kiss From a Rose?
",Seal,Gregory Abbott,Freddie Jackson,Teddy Pendergrass,Seal
525,"Who had a #1 song in 1989 with a remake of Harold Melvin And The Bluenotes hit If You Dont Know Me By Now?
",Blues Traveler,Simply Red,Color Me Badd,Erasure,Simply Red
526,"Who had a #1 hit in 1988 with the massive single Dont Worry, Be Happy, featured in the movie Cocktail?
",Al Green,Eddy Grant,Bobby McFerrin,Will To Power,Bobby McFerrin
527,"Which group had a # 1 hit in 1990 with (Cant Live Without Your) Love And Affection?
",Nelson,White Lion,Stryper,Winger,Nelson
528,"This group, formed by brothers Attrell and Jarrett Cordes, had a #1 hit in 1991 with the single Set Adrift on Memory Bliss?
",P.M Dawn,Digital Underground,Arrested Development,Digable Planets,P.M Dawn
529,"Who had a #1 single in 1988 with Foolish Beat?
",Swing Out Sister,Debbie Gibson,Samantha Fox,Tiffany,Debbie Gibson
530,"Which Swedish duo had a #1 single in 1989 with Listen to Your Heart?
",Fleetwood Mac,Heart,Roxette,The Bangles,Roxette
531,"This singer, famous for composing Arthurs Theme (Best That You Can Do), had a #1 hit in 1980 with the massive single Sailing?
",Christopher Cross,Steve Forbert,Steve Miller,Barry Manilow,Christopher Cross
532,"What year was self-proclaimed King of All Media, Howard Stern born?
",1953,1955,1954,1952,1954
533,"What is the name of Howard Sterns mother, who as Stern often joked, ran her house with the intensity of Hitler?
",Laverne,Rae,Helen,Margaret,Rae
